vehicle_id,citizen_id,vehicle_number,vehicle_type
VH002048,CID003381,KA68AB2997,Auto
VH002049,CID003382,KA42AB7790,Auto
VH002050,CID003383,KA97AB5055,Truck
VH002051,CID003384,KA13AB6327,Auto
VH002052,CID003385,KA63AB9862,Bike
VH002053,CID003387,KA84AB6211,Bike
VH002054,CID003392,KA07AB1341,Truck
VH002055,CID003393,KA18AB5937,Car
VH002056,CID003397,KA13AB5405,Truck
VH002057,CID003399,KA91AB3526,Bike
VH002058,CID003400,KA44AB9592,Car
VH002059,CID003401,KA34AB3207,Car
VH002060,CID003402,KA55AB1695,Car
VH002061,CID003403,KA38AB9341,Truck
VH002062,CID003404,KA19AB6607,Truck
VH002063,CID003407,KA45AB5674,Bike
VH002064,CID003408,KA50AB6386,Truck
VH002065,CID003410,KA87AB4154,Truck
VH002066,CID003411,KA03AB9572,Car
VH002067,CID003412,KA40AB6421,Auto
VH002068,CID003413,KA99AB2969,Bike
VH002069,CID003414,KA71AB9327,Truck
VH002070,CID003415,KA80AB1635,Truck
VH002071,CID003418,KA22AB4465,Truck
VH002072,CID003421,KA28AB8973,Auto
VH002073,CID003422,KA21AB2313,Car
VH002074,CID003423,KA13AB9988,Bike
VH002075,CID003425,KA62AB3943,Truck
VH002076,CID003428,KA27AB4941,Truck
VH002077,CID003430,KA60AB6866,Bike
VH002078,CID003433,KA97AB7201,Car
VH002079,CID003434,KA03AB7544,Truck
VH002080,CID003436,KA95AB5649,Auto
VH002081,CID003437,KA51AB5324,Truck
VH002082,CID003441,KA38AB7014,Auto
VH002083,CID003443,KA18AB7475,Auto
VH002084,CID003444,KA20AB4795,Car
VH002085,CID003446,KA31AB7213,Car
VH002086,CID003447,KA84AB1947,Car
VH002087,CID003449,KA78AB5114,Bike
VH002088,CID003450,KA49AB5659,Bike
VH002089,CID003451,KA77AB6985,Car
VH002090,CID003453,KA07AB2190,Auto
VH002091,CID003454,KA08AB8679,Bike
VH002092,CID003455,KA82AB5772,Car
VH002093,CID003457,KA07AB7956,Auto
VH002094,CID003458,KA26AB2869,Bike
VH002095,CID003459,KA10AB3094,Bike
VH002096,CID003460,KA90AB2998,Bike
VH002097,CID003463,KA73AB8528,Car
VH002098,CID003464,KA47AB7519,Car
VH002099,CID003465,KA22AB1605,Auto
VH002100,CID003466,KA27AB9394,Bike
VH002101,CID003471,KA68AB3623,Auto
VH002102,CID003474,KA85AB4254,Auto
VH002103,CID003475,KA80AB8502,Auto
VH002104,CID003476,KA23AB3850,Truck
VH002105,CID003478,KA08AB4374,Truck
VH002106,CID003480,KA35AB7109,Auto
VH002107,CID003482,KA73AB7643,Auto
VH002108,CID003484,KA59AB4483,Truck
VH002109,CID003485,KA60AB8163,Auto
VH002110,CID003487,KA38AB9091,Car
VH002111,CID003489,KA43AB7657,Car
VH002112,CID003491,KA99AB2947,Truck
VH002113,CID003495,KA35AB3518,Truck
VH002114,CID003496,KA41AB8498,Car
VH002115,CID003497,KA49AB1025,Bike
VH002116,CID003499,KA51AB8514,Car
VH002117,CID003500,KA45AB1912,Truck
VH002118,CID003501,KA10AB3512,Auto
VH002119,CID003503,KA61AB8981,Truck
VH002120,CID003505,KA88AB4949,Auto
VH002121,CID003506,KA42AB3069,Truck
VH002122,CID003507,KA23AB8479,Car
VH002123,CID003508,KA47AB1742,Car
VH002124,CID003509,KA36AB7599,Car
VH002125,CID003511,KA03AB6966,Bike
VH002126,CID003512,KA57AB7321,Auto
VH002127,CID003513,KA77AB9012,Car
VH002128,CID003515,KA26AB9959,Bike
VH002129,CID003518,KA94AB3012,Truck
VH002130,CID003520,KA44AB5633,Auto
VH002131,CID003521,KA10AB8271,Car
VH002132,CID003523,KA04AB2474,Auto
VH002133,CID003524,KA01AB5563,Truck
VH002134,CID003528,KA32AB4192,Auto
VH002135,CID003529,KA03AB9018,Auto
VH002136,CID003530,KA55AB2202,Bike
VH002137,CID003531,KA90AB6943,Truck
VH002138,CID003532,KA65AB7776,Auto
VH002139,CID003533,KA30AB5470,Bike
VH002140,CID003534,KA36AB4928,Truck
VH002141,CID003535,KA07AB1824,Car
VH002142,CID003536,KA96AB9767,Truck
VH002143,CID003538,KA80AB3395,Truck
VH002144,CID003540,KA41AB4529,Car
VH002145,CID003541,KA63AB2318,Bike
VH002146,CID003542,KA82AB6099,Truck
VH002147,CID003543,KA65AB8995,Truck
VH002148,CID003544,KA75AB9522,Truck
VH002149,CID003548,KA18AB8872,Truck
VH002150,CID003549,KA11AB1590,Bike
VH002151,CID003550,KA83AB4560,Truck
VH002152,CID003551,KA79AB9770,Truck
VH002153,CID003552,KA26AB5875,Car
VH002154,CID003553,KA97AB7824,Truck
VH002155,CID003554,KA43AB5290,Bike
VH002156,CID003556,KA31AB9501,Truck
VH002157,CID003557,KA51AB4440,Truck
VH002158,CID003558,KA28AB5303,Truck
VH002159,CID003561,KA63AB3585,Auto
VH002160,CID003562,KA16AB9464,Bike
VH002161,CID003565,KA25AB7550,Bike
VH002162,CID003566,KA32AB5791,Bike
VH002163,CID003568,KA14AB7552,Truck
VH002164,CID003569,KA77AB4380,Car
VH002165,CID003570,KA52AB9216,Truck
VH002166,CID003573,KA81AB5216,Car
VH002167,CID003576,KA77AB2337,Truck
VH002168,CID003577,KA99AB6427,Bike
VH002169,CID003579,KA57AB1148,Car
VH002170,CID003580,KA20AB8351,Car
VH002171,CID003581,KA82AB3195,Auto
VH002172,CID003582,KA75AB6912,Car
VH002173,CID003583,KA50AB6304,Bike
VH002174,CID003584,KA66AB8959,Truck
VH002175,CID003586,KA07AB2755,Truck
VH002176,CID003588,KA13AB7949,Truck
VH002177,CID003591,KA53AB4007,Car
VH002178,CID003594,KA57AB6608,Bike
VH002179,CID003595,KA96AB3188,Car
VH002180,CID003598,KA66AB6770,Car
VH002181,CID003600,KA77AB6502,Bike
VH002182,CID003601,KA26AB8283,Car
VH002183,CID003603,KA38AB1153,Truck
VH002184,CID003607,KA71AB8866,Bike
VH002185,CID003608,KA47AB4773,Truck
VH002186,CID003610,KA77AB9830,Truck
VH002187,CID003611,KA82AB4457,Auto
VH002188,CID003612,KA28AB4897,Truck
VH002189,CID003614,KA83AB8457,Truck
VH002190,CID003615,KA70AB4965,Truck
VH002191,CID003616,KA59AB6624,Truck
VH002192,CID003618,KA61AB7461,Car
VH002193,CID003619,KA52AB8875,Truck
VH002194,CID003621,KA04AB2485,Bike
VH002195,CID003623,KA35AB7822,Truck
VH002196,CID003624,KA40AB4692,Auto
VH002197,CID003626,KA87AB6382,Truck
VH002198,CID003627,KA31AB4955,Auto
VH002199,CID003628,KA04AB2389,Truck
VH002200,CID003629,KA91AB6037,Car
VH002201,CID003630,KA62AB5630,Auto
VH002202,CID003632,KA70AB9869,Car
VH002203,CID003634,KA76AB7089,Car
VH002204,CID003636,KA58AB4788,Auto
VH002205,CID003637,KA36AB6958,Truck
VH002206,CID003639,KA77AB9211,Auto
VH002207,CID003640,KA18AB8666,Car
VH002208,CID003641,KA93AB6472,Auto
VH002209,CID003642,KA40AB6099,Auto
VH002210,CID003644,KA52AB6636,Truck
VH002211,CID003645,KA68AB4331,Truck
VH002212,CID003646,KA17AB9523,Car
VH002213,CID003648,KA86AB9951,Truck
VH002214,CID003649,KA02AB4942,Auto
VH002215,CID003651,KA35AB3074,Truck
VH002216,CID003652,KA63AB7371,Bike
VH002217,CID003653,KA70AB9759,Auto
VH002218,CID003654,KA55AB6143,Auto
VH002219,CID003657,KA12AB4965,Car
VH002220,CID003658,KA37AB5899,Car
VH002221,CID003659,KA11AB3302,Auto
VH002222,CID003660,KA14AB8239,Bike
VH002223,CID003661,KA43AB5426,Bike
VH002224,CID003662,KA71AB6940,Bike
VH002225,CID003663,KA36AB5774,Auto
VH002226,CID003664,KA88AB3632,Auto
VH002227,CID003665,KA93AB4228,Truck
VH002228,CID003666,KA99AB1517,Bike
VH002229,CID003669,KA47AB6249,Bike
VH002230,CID003670,KA38AB2626,Bike
VH002231,CID003671,KA89AB6990,Car
VH002232,CID003673,KA04AB3763,Car
VH002233,CID003681,KA93AB8849,Truck
VH002234,CID003685,KA02AB5162,Car
VH002235,CID003686,KA55AB3188,Car
VH002236,CID003687,KA13AB2964,Car
VH002237,CID003688,KA95AB7080,Truck
VH002238,CID003689,KA65AB3522,Auto
VH002239,CID003690,KA73AB5163,Car
VH002240,CID003691,KA16AB5550,Truck
VH002241,CID003694,KA23AB2675,Truck
VH002242,CID003697,KA55AB6080,Auto
VH002243,CID003698,KA76AB7714,Bike
VH002244,CID003700,KA45AB7012,Car
VH002245,CID003701,KA82AB9301,Auto
VH002246,CID003702,KA82AB3683,Bike
VH002247,CID003704,KA37AB6150,Bike
VH002248,CID003706,KA68AB3700,Truck
VH002249,CID003707,KA53AB1640,Bike
VH002250,CID003708,KA52AB3558,Car
VH002251,CID003710,KA93AB6243,Bike
VH002252,CID003711,KA64AB2872,Auto
VH002253,CID003712,KA89AB1177,Car
VH002254,CID003713,KA46AB9276,Truck
VH002255,CID003716,KA55AB8547,Auto
VH002256,CID003720,KA74AB3692,Truck
VH002257,CID003723,KA30AB9210,Auto
VH002258,CID003724,KA40AB2635,Bike
VH002259,CID003725,KA93AB6929,Truck
VH002260,CID003728,KA97AB1083,Truck
VH002261,CID003730,KA61AB4705,Car
VH002262,CID003731,KA60AB6897,Auto
VH002263,CID003732,KA22AB8105,Bike
VH002264,CID003734,KA43AB8796,Truck
VH002265,CID003735,KA10AB8084,Truck
VH002266,CID003736,KA05AB3772,Bike
VH002267,CID003737,KA22AB1394,Car
VH002268,CID003739,KA29AB4387,Truck
VH002269,CID003740,KA38AB9768,Bike
VH002270,CID003741,KA24AB8465,Car
VH002271,CID003742,KA46AB3267,Truck
VH002272,CID003743,KA70AB7659,Car
VH002273,CID003744,KA02AB3198,Car
VH002274,CID003746,KA13AB8734,Bike
VH002275,CID003747,KA18AB3452,Auto
VH002276,CID003749,KA31AB7402,Car
VH002277,CID003750,KA90AB4339,Car
VH002278,CID003751,KA46AB6800,Truck
VH002279,CID003752,KA08AB4340,Truck
VH002280,CID003753,KA13AB1710,Truck
VH002281,CID003754,KA87AB2967,Truck
VH002282,CID003756,KA04AB9316,Truck
VH002283,CID003757,KA03AB4215,Auto
VH002284,CID003758,KA28AB2304,Bike
VH002285,CID003760,KA19AB1943,Car
VH002286,CID003762,KA92AB8484,Car
VH002287,CID003764,KA97AB9864,Truck
VH002288,CID003765,KA67AB5191,Bike
VH002289,CID003767,KA95AB6728,Car
VH002290,CID003768,KA92AB3776,Car
VH002291,CID003770,KA91AB1612,Auto
VH002292,CID003771,KA39AB9353,Bike
VH002293,CID003772,KA75AB8730,Bike
VH002294,CID003774,KA76AB8852,Bike
VH002295,CID003775,KA02AB3378,Auto
VH002296,CID003776,KA38AB7869,Auto
VH002297,CID003777,KA01AB1836,Bike
VH002298,CID003778,KA17AB2139,Truck
VH002299,CID003779,KA31AB6632,Car
VH002300,CID003780,KA73AB7323,Car
VH002301,CID003781,KA12AB6705,Auto
VH002302,CID003782,KA98AB2377,Bike
VH002303,CID003783,KA98AB4352,Bike
VH002304,CID003786,KA93AB8930,Car
VH002305,CID003787,KA69AB6088,Car
VH002306,CID003788,KA23AB6451,Car
VH002307,CID003789,KA35AB8220,Car
VH002308,CID003790,KA31AB8721,Bike
VH002309,CID003791,KA35AB8518,Truck
VH002310,CID003792,KA54AB2822,Auto
VH002311,CID003795,KA77AB1238,Car
VH002312,CID003796,KA27AB3985,Bike
VH002313,CID003798,KA70AB4670,Truck
VH002314,CID003799,KA78AB7161,Auto
VH002315,CID003801,KA27AB6695,Truck
VH002316,CID003803,KA24AB7050,Car
VH002317,CID003804,KA48AB3266,Car
VH002318,CID003805,KA79AB1374,Truck
VH002319,CID003806,KA78AB2193,Auto
VH002320,CID003807,KA81AB6157,Auto
VH002321,CID003809,KA66AB6557,Truck
VH002322,CID003810,KA45AB2786,Car
VH002323,CID003812,KA86AB5192,Car
VH002324,CID003813,KA59AB5675,Truck
VH002325,CID003816,KA25AB2822,Auto
VH002326,CID003818,KA87AB5934,Bike
VH002327,CID003821,KA15AB8449,Truck
VH002328,CID003822,KA22AB6631,Car
VH002329,CID003824,KA83AB3601,Truck
VH002330,CID003826,KA59AB3805,Auto
VH002331,CID003828,KA39AB8647,Auto
VH002332,CID003830,KA98AB7974,Car
VH002333,CID003832,KA90AB7619,Auto
VH002334,CID003834,KA86AB8566,Car
VH002335,CID003835,KA86AB8730,Truck
VH002336,CID003839,KA93AB4368,Car
VH002337,CID003842,KA51AB7923,Truck
VH002338,CID003843,KA01AB6341,Bike
VH002339,CID003847,KA73AB3345,Auto
VH002340,CID003848,KA02AB1359,Car
VH002341,CID003849,KA27AB1472,Car
VH002342,CID003854,KA01AB8464,Bike
VH002343,CID003857,KA57AB1343,Car
VH002344,CID003858,KA76AB7404,Truck
VH002345,CID003859,KA46AB1806,Auto
VH002346,CID003861,KA92AB2751,Truck
VH002347,CID003862,KA13AB9530,Truck
VH002348,CID003865,KA44AB9969,Car
VH002349,CID003866,KA25AB7829,Truck
VH002350,CID003868,KA26AB3707,Auto
VH002351,CID003871,KA96AB2811,Car
VH002352,CID003875,KA88AB7077,Bike
VH002353,CID003879,KA87AB7703,Bike
VH002354,CID003880,KA73AB8348,Truck
VH002355,CID003883,KA56AB8555,Auto
VH002356,CID003886,KA34AB9027,Bike
VH002357,CID003887,KA81AB6445,Auto
VH002358,CID003890,KA54AB9546,Auto
VH002359,CID003891,KA02AB4585,Car
VH002360,CID003892,KA92AB9297,Bike
VH002361,CID003893,KA73AB3159,Bike
VH002362,CID003894,KA82AB8437,Auto
VH002363,CID003895,KA27AB4963,Auto
VH002364,CID003896,KA02AB4360,Auto
VH002365,CID003900,KA48AB7403,Car
VH002366,CID003902,KA24AB6366,Car
VH002367,CID003903,KA84AB5852,Car
VH002368,CID003905,KA53AB2581,Truck
VH002369,CID003906,KA46AB8955,Truck
VH002370,CID003909,KA91AB5518,Truck
VH002371,CID003911,KA15AB4094,Truck
VH002372,CID003914,KA79AB9286,Truck
VH002373,CID003915,KA93AB2822,Auto
VH002374,CID003916,KA40AB2430,Bike
VH002375,CID003919,KA34AB5251,Auto
VH002376,CID003921,KA66AB9315,Auto
VH002377,CID003922,KA08AB4435,Car
VH002378,CID003923,KA77AB1653,Car
VH002379,CID003925,KA02AB5417,Car
VH002380,CID003927,KA85AB5970,Bike
VH002381,CID003928,KA90AB7117,Bike
VH002382,CID003929,KA17AB1351,Bike
VH002383,CID003930,KA09AB8736,Bike
VH002384,CID003931,KA12AB7737,Auto
VH002385,CID003934,KA02AB3548,Truck
VH002386,CID003935,KA25AB8684,Bike
VH002387,CID003936,KA48AB6053,Car
VH002388,CID003939,KA57AB4525,Truck
VH002389,CID003940,KA37AB6490,Truck
VH002390,CID003942,KA72AB7439,Bike
VH002391,CID003943,KA93AB8880,Car
VH002392,CID003944,KA43AB3507,Car
VH002393,CID003946,KA20AB9824,Car
VH002394,CID003948,KA22AB4883,Car
VH002395,CID003949,KA77AB2737,Bike
VH002396,CID003951,KA86AB8962,Bike
VH002397,CID003952,KA34AB7045,Auto
VH002398,CID003954,KA55AB4691,Bike
VH002399,CID003955,KA24AB7255,Auto
VH002400,CID003956,KA19AB4632,Truck
VH002401,CID003957,KA33AB3945,Truck
VH002402,CID003960,KA52AB5682,Auto
VH002403,CID003963,KA07AB5395,Truck
VH002404,CID003969,KA14AB5126,Auto
VH002405,CID003971,KA24AB7364,Car
VH002406,CID003972,KA17AB2508,Car
VH002407,CID003973,KA49AB7962,Bike
VH002408,CID003975,KA25AB1679,Auto
VH002409,CID003978,KA35AB8947,Car
VH002410,CID003979,KA10AB2891,Bike
VH002411,CID003980,KA91AB5097,Truck
VH002412,CID003981,KA27AB7001,Car
VH002413,CID003984,KA15AB6675,Bike
VH002414,CID003985,KA84AB6394,Car
VH002415,CID003990,KA88AB3089,Truck
VH002416,CID003992,KA11AB7270,Car
VH002417,CID003994,KA68AB3785,Truck
VH002418,CID003996,KA26AB7965,Bike
VH002419,CID004000,KA52AB1620,Truck
VH002420,CID004002,KA43AB7280,Bike
VH002421,CID004004,KA80AB7274,Bike
VH002422,CID004005,KA38AB1190,Auto
VH002423,CID004007,KA37AB8615,Bike
VH002424,CID004008,KA91AB7983,Truck
VH002425,CID004009,KA09AB8515,Auto
VH002426,CID004011,KA71AB4690,Auto
VH002427,CID004012,KA96AB7738,Auto
VH002428,CID004014,KA19AB9936,Auto
VH002429,CID004015,KA30AB7927,Bike
VH002430,CID004017,KA16AB7545,Auto
VH002431,CID004018,KA78AB1653,Auto
VH002432,CID004019,KA05AB3894,Car
VH002433,CID004021,KA81AB4321,Auto
VH002434,CID004022,KA45AB5154,Bike
VH002435,CID004023,KA70AB5051,Auto
VH002436,CID004027,KA76AB1315,Truck
VH002437,CID004028,KA63AB2532,Auto
VH002438,CID004029,KA56AB8662,Car
VH002439,CID004031,KA38AB4064,Bike
VH002440,CID004032,KA66AB2742,Car
VH002441,CID004033,KA96AB3856,Auto
VH002442,CID004035,KA57AB7654,Truck
VH002443,CID004042,KA83AB3646,Bike
VH002444,CID004044,KA64AB3802,Car
VH002445,CID004045,KA24AB3309,Auto
VH002446,CID004048,KA02AB2919,Truck
VH002447,CID004049,KA73AB5898,Truck
VH002448,CID004050,KA88AB3801,Auto
VH002449,CID004052,KA25AB5634,Truck
VH002450,CID004053,KA22AB1909,Truck
VH002451,CID004054,KA34AB7072,Bike
VH002452,CID004056,KA64AB7897,Car
VH002453,CID004057,KA15AB9124,Bike
VH002454,CID004058,KA74AB8824,Car
VH002455,CID004059,KA34AB4705,Truck
VH002456,CID004063,KA72AB4341,Truck
VH002457,CID004065,KA30AB4768,Truck
VH002458,CID004066,KA19AB4052,Car
VH002459,CID004070,KA62AB8415,Bike
VH002460,CID004072,KA78AB9873,Truck
VH002461,CID004073,KA71AB2605,Car
VH002462,CID004075,KA45AB6579,Auto
VH002463,CID004076,KA62AB3433,Car
VH002464,CID004081,KA20AB7251,Auto
VH002465,CID004082,KA86AB7900,Bike
VH002466,CID004084,KA66AB6635,Car
VH002467,CID004087,KA62AB2020,Bike
VH002468,CID004088,KA30AB7762,Auto
VH002469,CID004089,KA24AB3598,Truck
VH002470,CID004090,KA72AB8219,Bike
VH002471,CID004091,KA56AB9806,Auto
VH002472,CID004092,KA02AB1305,Truck
VH002473,CID004095,KA10AB2814,Truck
VH002474,CID004097,KA98AB5724,Auto
VH002475,CID004099,KA26AB4540,Bike
VH002476,CID004102,KA82AB8026,Car
VH002477,CID004104,KA62AB9282,Car
VH002478,CID004106,KA51AB1053,Bike
VH002479,CID004107,KA23AB2372,Bike
VH002480,CID004108,KA59AB9095,Bike
VH002481,CID004111,KA80AB7268,Truck
VH002482,CID004114,KA47AB1976,Auto
VH002483,CID004116,KA67AB9766,Auto
VH002484,CID004117,KA47AB6415,Truck
VH002485,CID004118,KA62AB6141,Car
VH002486,CID004119,KA81AB6250,Car
VH002487,CID004121,KA63AB9692,Auto
VH002488,CID004122,KA71AB6409,Bike
VH002489,CID004123,KA73AB3185,Bike
VH002490,CID004127,KA36AB8883,Bike
VH002491,CID004128,KA74AB7394,Bike
VH002492,CID004131,KA42AB2384,Car
VH002493,CID004133,KA21AB6136,Auto
VH002494,CID004134,KA31AB6177,Auto
VH002495,CID004136,KA73AB7636,Car
VH002496,CID004137,KA91AB6001,Car
VH002497,CID004138,KA42AB7959,Truck
VH002498,CID004139,KA54AB6601,Bike
VH002499,CID004141,KA12AB3793,Bike
VH002500,CID004145,KA27AB4525,Auto
VH002501,CID004146,KA37AB7623,Bike
VH002502,CID004147,KA65AB3027,Truck
VH002503,CID004149,KA22AB5219,Truck
VH002504,CID004150,KA77AB7808,Car
VH002505,CID004151,KA99AB9304,Truck
VH002506,CID004152,KA05AB1475,Bike
VH002507,CID004158,KA02AB3692,Bike
VH002508,CID004159,KA82AB9959,Truck
VH002509,CID004161,KA06AB7297,Bike
VH002510,CID004162,KA40AB9110,Truck
VH002511,CID004164,KA43AB2133,Car
VH002512,CID004167,KA14AB7850,Car
VH002513,CID004169,KA15AB7702,Car
VH002514,CID004173,KA56AB6176,Car
VH002515,CID004177,KA53AB7529,Bike
VH002516,CID004178,KA78AB1470,Bike
VH002517,CID004181,KA04AB8792,Bike
VH002518,CID004183,KA46AB5986,Bike
VH002519,CID004188,KA49AB3011,Bike
VH002520,CID004189,KA18AB5140,Bike
VH002521,CID004191,KA05AB4673,Auto
VH002522,CID004194,KA85AB6388,Bike
VH002523,CID004196,KA59AB6740,Auto
VH002524,CID004198,KA94AB1782,Auto
VH002525,CID004199,KA52AB2875,Car
VH002526,CID004200,KA10AB9495,Truck
VH002527,CID004201,KA89AB5967,Auto
VH002528,CID004202,KA80AB1064,Auto
VH002529,CID004205,KA32AB1594,Auto
VH002530,CID004207,KA37AB4153,Car
VH002531,CID004208,KA07AB8673,Bike
VH002532,CID004212,KA80AB8062,Car
VH002533,CID004213,KA53AB9438,Bike
VH002534,CID004214,KA83AB2402,Auto
VH002535,CID004216,KA74AB2288,Truck
VH002536,CID004218,KA38AB3512,Auto
VH002537,CID004220,KA47AB7371,Auto
VH002538,CID004222,KA13AB3204,Truck
VH002539,CID004223,KA79AB9195,Car
VH002540,CID004224,KA44AB8983,Truck
VH002541,CID004226,KA76AB3651,Bike
VH002542,CID004230,KA14AB1724,Truck
VH002543,CID004231,KA89AB5741,Truck
VH002544,CID004232,KA02AB1177,Bike
VH002545,CID004235,KA95AB3719,Truck
VH002546,CID004236,KA57AB4731,Auto
VH002547,CID004237,KA51AB3932,Auto
VH002548,CID004238,KA24AB6732,Auto
VH002549,CID004239,KA71AB3538,Bike
VH002550,CID004240,KA80AB9446,Truck
VH002551,CID004242,KA78AB3182,Bike
VH002552,CID004243,KA21AB8635,Truck
VH002553,CID004246,KA59AB3217,Auto
VH002554,CID004247,KA83AB3689,Auto
VH002555,CID004249,KA94AB6849,Auto
VH002556,CID004250,KA95AB2800,Car
VH002557,CID004251,KA44AB7543,Bike
VH002558,CID004252,KA43AB9224,Truck
VH002559,CID004253,KA89AB3785,Bike
VH002560,CID004255,KA67AB4022,Car
VH002561,CID004256,KA23AB7798,Car
VH002562,CID004257,KA56AB2614,Truck
VH002563,CID004259,KA53AB4218,Car
VH002564,CID004260,KA26AB6886,Bike
VH002565,CID004261,KA07AB8081,Car
VH002566,CID004262,KA12AB6075,Bike
VH002567,CID004263,KA48AB6085,Bike
VH002568,CID004265,KA36AB7190,Truck
VH002569,CID004268,KA39AB8313,Truck
VH002570,CID004270,KA32AB8594,Auto
VH002571,CID004277,KA17AB2449,Car
VH002572,CID004278,KA23AB8174,Car
VH002573,CID004279,KA91AB4084,Bike
VH002574,CID004280,KA36AB2714,Car
VH002575,CID004281,KA58AB4681,Car
VH002576,CID004282,KA81AB3240,Auto
VH002577,CID004283,KA89AB2312,Car
VH002578,CID004285,KA19AB9620,Bike
VH002579,CID004287,KA85AB5705,Truck
VH002580,CID004288,KA43AB7740,Car
VH002581,CID004291,KA68AB7488,Auto
VH002582,CID004292,KA08AB4757,Auto
VH002583,CID004293,KA52AB3011,Bike
VH002584,CID004295,KA02AB8617,Truck
VH002585,CID004297,KA10AB9270,Bike
VH002586,CID004298,KA62AB7471,Bike
VH002587,CID004299,KA15AB8022,Bike
VH002588,CID004301,KA33AB2356,Auto
VH002589,CID004302,KA27AB4977,Bike
VH002590,CID004304,KA66AB2869,Truck
VH002591,CID004305,KA19AB7666,Auto
VH002592,CID004306,KA15AB7286,Bike
VH002593,CID004307,KA95AB5955,Car
VH002594,CID004308,KA44AB7373,Car
VH002595,CID004310,KA86AB1645,Auto
VH002596,CID004312,KA88AB2589,Car
VH002597,CID004313,KA03AB9786,Car
VH002598,CID004314,KA76AB9338,Auto
VH002599,CID004316,KA81AB4752,Truck
VH002600,CID004319,KA64AB7166,Bike
VH002601,CID004320,KA57AB9584,Bike
VH002602,CID004321,KA22AB8185,Bike
VH002603,CID004322,KA74AB7026,Bike
VH002604,CID004324,KA75AB2576,Truck
VH002605,CID004325,KA54AB7019,Truck
VH002606,CID004326,KA38AB8633,Bike
VH002607,CID004328,KA55AB1651,Car
VH002608,CID004329,KA47AB4783,Car
VH002609,CID004330,KA29AB1849,Auto
VH002610,CID004331,KA14AB7934,Bike
VH002611,CID004332,KA27AB3817,Car
VH002612,CID004333,KA24AB3074,Car
VH002613,CID004334,KA94AB1096,Auto
VH002614,CID004335,KA04AB4948,Bike
VH002615,CID004336,KA95AB3592,Auto
VH002616,CID004338,KA35AB1981,Car
VH002617,CID004340,KA89AB6962,Car
VH002618,CID004343,KA80AB9225,Car
VH002619,CID004344,KA12AB6701,Car
VH002620,CID004345,KA49AB3947,Auto
VH002621,CID004346,KA24AB1636,Truck
VH002622,CID004347,KA12AB9419,Car
VH002623,CID004348,KA68AB1411,Auto
VH002624,CID004349,KA90AB2939,Car
VH002625,CID004350,KA94AB2813,Car
VH002626,CID004351,KA35AB4056,Car
VH002627,CID004352,KA25AB2745,Truck
VH002628,CID004353,KA58AB6091,Truck
VH002629,CID004354,KA79AB7012,Truck
VH002630,CID004355,KA04AB6671,Bike
VH002631,CID004356,KA50AB8700,Bike
VH002632,CID004357,KA19AB7129,Car
VH002633,CID004359,KA28AB2446,Bike
VH002634,CID004360,KA96AB2571,Bike
VH002635,CID004361,KA28AB3683,Truck
VH002636,CID004363,KA76AB5678,Car
VH002637,CID004365,KA16AB8726,Auto
VH002638,CID004366,KA46AB7387,Bike
VH002639,CID004368,KA38AB3783,Bike
VH002640,CID004369,KA72AB5289,Car
VH002641,CID004370,KA36AB5712,Bike
VH002642,CID004374,KA53AB2130,Auto
VH002643,CID004375,KA63AB4115,Auto
VH002644,CID004377,KA98AB8565,Truck
VH002645,CID004378,KA38AB5203,Bike
VH002646,CID004380,KA19AB2951,Auto
VH002647,CID004382,KA23AB2200,Bike
VH002648,CID004383,KA21AB1415,Bike
VH002649,CID004384,KA10AB5672,Car
VH002650,CID004385,KA24AB3094,Car
VH002651,CID004386,KA63AB2266,Bike
VH002652,CID004387,KA55AB4262,Bike
VH002653,CID004389,KA33AB1112,Car
VH002654,CID004392,KA21AB6208,Car
VH002655,CID004395,KA04AB3331,Bike
VH002656,CID004396,KA54AB9020,Truck
VH002657,CID004398,KA19AB9508,Car
VH002658,CID004399,KA47AB5288,Bike
VH002659,CID004400,KA08AB4119,Car
VH002660,CID004402,KA52AB9858,Bike
VH002661,CID004403,KA82AB3619,Bike
VH002662,CID004404,KA76AB3872,Bike
VH002663,CID004405,KA05AB9958,Car
VH002664,CID004407,KA27AB7691,Bike
VH002665,CID004408,KA65AB6253,Bike
VH002666,CID004410,KA92AB4700,Truck
VH002667,CID004415,KA49AB8995,Truck
VH002668,CID004416,KA05AB9044,Bike
VH002669,CID004417,KA95AB3074,Bike
VH002670,CID004418,KA15AB7619,Auto
VH002671,CID004419,KA40AB9405,Car
VH002672,CID004420,KA82AB3166,Truck
VH002673,CID004422,KA33AB2406,Truck
VH002674,CID004424,KA33AB2539,Truck
VH002675,CID004425,KA02AB3144,Truck
VH002676,CID004426,KA15AB5781,Car
VH002677,CID004429,KA48AB7074,Auto
VH002678,CID004430,KA81AB3204,Car
VH002679,CID004432,KA18AB9753,Car
VH002680,CID004433,KA80AB7574,Bike
VH002681,CID004434,KA97AB4860,Bike
VH002682,CID004435,KA52AB5656,Bike
VH002683,CID004436,KA88AB7817,Truck
VH002684,CID004437,KA31AB4763,Car
VH002685,CID004439,KA60AB4437,Auto
VH002686,CID004441,KA16AB3761,Bike
VH002687,CID004445,KA03AB9030,Car
VH002688,CID004449,KA41AB8911,Bike
VH002689,CID004451,KA32AB3987,Truck
