evidence_id,case_id,evidence_type,description,status,collected_by
EV001131,CASE008143,Vehicle,Placeat possimus maxime architecto veritatis repellendus quod dolorem maxime fuga.,Collected,OFF00027
EV001132,CASE006114,Driving License,Doloribus eaque numquam corporis fugiat facilis.,Sent to FSL,OFF00129
EV001133,CASE007076,Bank Statement,Ipsam totam cumque sint sequi nisi possimus in esse.,Collected,OFF00061
EV001134,CASE003177,Driving License,Eaque at sint occaecati dolores culpa a quos ex.,Sent to FSL,OFF00181
EV001135,CASE000241,Video,Sed aspernatur error quas distinctio officiis.,Pending Analysis,OFF00463
EV001136,CASE008648,Video,Facere incidunt quibusdam nihil unde.,Pending Analysis,OFF00228
EV001137,CASE000434,Photo,Nemo beatae sit nihil impedit.,Collected,OFF00334
EV001138,CASE004639,Call Records,Recusandae aliquid libero unde maiores fuga enim deleniti.,Verified,OFF00229
EV001139,CASE003484,Vehicle,Nemo beatae laudantium possimus accusamus.,Pending Analysis,OFF00296
EV001140,CASE009032,Fingerprint,Dolores quidem debitis accusantium fuga.,Verified,OFF00460
EV001141,CASE005404,Laptop,Numquam molestiae eligendi voluptates fugiat eligendi atque maxime.,Verified,OFF00346
EV001142,CASE000339,Vehicle,At quae blanditiis optio.,Sent to FSL,OFF00417
EV001143,CASE007757,Call Records,Soluta in quia molestiae suscipit nostrum.,Pending Analysis,OFF00230
EV001144,CASE006653,Mobile Phone,Neque dolores laboriosam expedita ab quia magnam voluptas dicta molestiae ratione.,Pending Analysis,OFF00100
EV001145,CASE006754,SIM Card,Officiis similique aspernatur alias eveniet harum quibusdam nisi commodi.,Verified,OFF00173
EV001146,CASE009753,WhatsApp Chat,Repudiandae consequuntur dolore assumenda quaerat perferendis optio.,Sent to FSL,OFF00233
EV001147,CASE003361,Bank Statement,A molestias quidem molestiae odio alias pariatur asperiores nihil.,Verified,OFF00302
EV001148,CASE005787,Bank Statement,Iste doloremque illum inventore tenetur at eius non vel.,Sent to FSL,OFF00400
EV001149,CASE005707,Laptop,Illo iure odio suscipit autem rerum fugit harum quod.,Pending Analysis,OFF00338
EV001150,CASE008358,CCTV Footage,Blanditiis odit sed temporibus numquam ipsum.,Verified,OFF00121
EV001151,CASE007711,DNA Sample,Quam deserunt voluptas dolore aliquam aliquid commodi cum.,Sent to FSL,OFF00292
EV001152,CASE007177,Video,Quas libero earum ipsa numquam harum eligendi id aperiam.,Collected,OFF00304
EV001153,CASE002766,Weapon,Expedita dolores ipsam eius vero.,Sent to FSL,OFF00050
EV001154,CASE006850,Weapon,Incidunt dolore neque illum possimus.,Sent to FSL,OFF00055
EV001155,CASE006261,Fingerprint,Excepturi quo officia ipsum mollitia cupiditate.,Collected,OFF00067
EV001156,CASE007431,Weapon,Dolore doloremque harum quia mollitia in perspiciatis.,Verified,OFF00096
EV001157,CASE005650,Video,Dolore nulla commodi maiores ratione tempora expedita officiis repellendus aliquid perspiciatis.,Collected,OFF00292
EV001158,CASE008453,DNA Sample,Distinctio molestiae nam dolorem.,Sent to FSL,OFF00363
EV001159,CASE005504,DNA Sample,Ipsum dicta omnis sit dolorem unde id nostrum eius.,Pending Analysis,OFF00058
EV001160,CASE003941,Laptop,Officia ipsa cupiditate assumenda debitis nobis tenetur maxime.,Sent to FSL,OFF00416
EV001161,CASE004313,Passport,Voluptatum expedita tempore sapiente nobis architecto fuga consequatur.,Pending Analysis,OFF00361
EV001162,CASE008507,Passport,Ipsa quaerat nemo quam soluta repudiandae eveniet ab laudantium non atque.,Collected,OFF00080
EV001163,CASE003050,Photo,Inventore molestiae adipisci maxime.,Sent to FSL,OFF00499
EV001164,CASE007979,CCTV Footage,Magni adipisci aliquam iusto dolore iste et occaecati quia.,Pending Analysis,OFF00210
EV001165,CASE007320,Weapon,Molestiae quas unde placeat deserunt nobis.,Pending Analysis,OFF00057
EV001166,CASE004987,Bank Statement,Incidunt animi voluptate alias distinctio sunt.,Sent to FSL,OFF00210
EV001167,CASE001772,Weapon,Exercitationem velit deserunt reiciendis pariatur beatae magni accusantium pariatur ratione repudiandae.,Pending Analysis,OFF00329
EV001168,CASE005288,Vehicle,Ipsum nemo ipsum suscipit quaerat laudantium perferendis.,Verified,OFF00495
EV001169,CASE006522,DNA Sample,Vitae facere optio quae quo a atque.,Collected,OFF00427
EV001170,CASE008884,Fingerprint,Incidunt voluptatibus occaecati rerum vitae molestias.,Collected,OFF00415
EV001171,CASE004176,SIM Card,Omnis error corporis eligendi dicta accusantium id voluptatem.,Collected,OFF00124
EV001172,CASE000572,SIM Card,Itaque animi asperiores dicta numquam blanditiis quia.,Sent to FSL,OFF00280
EV001173,CASE003085,Mobile Phone,Perspiciatis non voluptatem in nihil aliquam incidunt error.,Pending Analysis,OFF00116
EV001174,CASE004034,WhatsApp Chat,Harum repellendus at nostrum tempora voluptates.,Verified,OFF00378
EV001175,CASE006016,Mobile Phone,Quasi rerum officia veniam provident quisquam facere provident.,Pending Analysis,OFF00050
EV001176,CASE001406,Mobile Phone,Deserunt neque nemo voluptas alias quidem saepe.,Pending Analysis,OFF00424
EV001177,CASE008607,DNA Sample,Quasi in ab cupiditate voluptatum ullam repellendus.,Verified,OFF00207
EV001178,CASE004216,Bank Statement,Dolor eveniet officiis sit minus illum voluptatibus quidem error animi.,Verified,OFF00317
EV001179,CASE007755,Laptop,Autem odit maiores aliquid.,Collected,OFF00307
EV001180,CASE000039,SIM Card,Quibusdam aut porro necessitatibus mollitia explicabo cumque animi earum.,Collected,OFF00199
EV001181,CASE007547,Photo,Ullam officiis quidem explicabo aspernatur.,Pending Analysis,OFF00115
EV001182,CASE001734,WhatsApp Chat,Voluptatem consectetur vero commodi distinctio temporibus iusto porro ratione.,Verified,OFF00177
EV001183,CASE004435,Video,Reiciendis sint accusamus hic quidem in voluptatem.,Collected,OFF00463
EV001184,CASE009361,DNA Sample,Laboriosam ipsa debitis ut.,Collected,OFF00144
EV001185,CASE008288,Vehicle,Provident rerum et autem atque perferendis ipsum sunt.,Verified,OFF00124
EV001186,CASE009569,Bank Statement,Suscipit cumque accusantium explicabo suscipit aperiam tempora voluptates quod.,Sent to FSL,OFF00005
EV001187,CASE009059,SIM Card,Ad magni nisi fuga sit atque.,Sent to FSL,OFF00462
EV001188,CASE003654,Fingerprint,Officiis explicabo veniam distinctio numquam harum enim.,Pending Analysis,OFF00483
EV001189,CASE009604,Weapon,Quibusdam officia quos quae unde sapiente.,Collected,OFF00077
EV001190,CASE000739,Fingerprint,Maiores explicabo nobis doloribus ullam distinctio voluptatem cumque ipsam.,Sent to FSL,OFF00423
EV001191,CASE005842,Vehicle,Repellendus commodi ut quibusdam voluptas est.,Collected,OFF00289
EV001192,CASE007960,Video,Ratione quia voluptatum sapiente odit animi facilis necessitatibus veritatis.,Sent to FSL,OFF00108
EV001193,CASE006981,Bank Statement,Enim alias nemo exercitationem distinctio ullam.,Pending Analysis,OFF00060
EV001194,CASE006813,Laptop,Sint officia quia voluptates suscipit.,Pending Analysis,OFF00182
EV001195,CASE001194,WhatsApp Chat,Sapiente natus magni esse nobis ducimus laboriosam eligendi earum.,Collected,OFF00210
EV001196,CASE005492,Vehicle,Quas illum consequatur ipsum nihil.,Collected,OFF00056
EV001197,CASE002366,SIM Card,Amet sequi vel deleniti iste.,Verified,OFF00151
EV001198,CASE008243,DNA Sample,Tempore minima aliquid dolores quidem praesentium assumenda.,Sent to FSL,OFF00434
EV001199,CASE005444,CCTV Footage,Vero labore dolorum aspernatur a alias tempora praesentium.,Verified,OFF00297
EV001200,CASE001903,Vehicle,Est odit fuga consectetur doloremque molestias asperiores nulla.,Verified,OFF00033
EV001201,CASE006723,DNA Sample,Molestiae eveniet ratione nam pariatur dicta voluptatum ipsam voluptate.,Pending Analysis,OFF00100
EV001202,CASE005590,Weapon,Dicta culpa quisquam voluptates explicabo veritatis quisquam hic natus vero dolor.,Collected,OFF00414
EV001203,CASE004031,Call Records,Culpa dolore sint recusandae amet repudiandae excepturi dicta ullam.,Sent to FSL,OFF00316
EV001204,CASE008967,Bank Statement,Aspernatur velit ea sequi labore maiores sint illum consequuntur.,Pending Analysis,OFF00310
EV001205,CASE009783,Laptop,Iste magni iure ullam ullam alias.,Pending Analysis,OFF00349
EV001206,CASE001976,Photo,Officia error perferendis consequuntur fugiat.,Collected,OFF00151
EV001207,CASE002452,Passport,Velit alias corrupti placeat.,Collected,OFF00339
EV001208,CASE003793,WhatsApp Chat,Doloremque aut dicta repellat optio sit nobis alias quo exercitationem.,Pending Analysis,OFF00300
EV001209,CASE000297,Weapon,Sapiente quo hic maxime quia totam vel.,Collected,OFF00245
EV001210,CASE008766,CCTV Footage,Sit ipsam nisi ducimus dolorem quod sit recusandae nobis.,Pending Analysis,OFF00035
EV001211,CASE008885,Photo,Officiis doloremque aliquid sit earum quod nulla ut.,Pending Analysis,OFF00396
EV001212,CASE006718,Video,Maxime odio pariatur recusandae earum nisi aliquid perspiciatis.,Sent to FSL,OFF00331
EV001213,CASE009453,Passport,Tempora amet facilis ullam est quo eos iusto.,Verified,OFF00284
EV001214,CASE006703,CCTV Footage,Rem totam quas eligendi velit expedita consequatur est.,Pending Analysis,OFF00084
EV001215,CASE007736,Weapon,Et beatae molestiae repudiandae nesciunt alias quaerat.,Sent to FSL,OFF00190
EV001216,CASE008057,Bank Statement,Tenetur corporis delectus non illo quaerat mollitia mollitia iure.,Sent to FSL,OFF00403
EV001217,CASE007099,Call Records,Eaque expedita suscipit quidem quam hic quo porro molestiae nobis.,Pending Analysis,OFF00368
EV001218,CASE000068,DNA Sample,Dolore harum ducimus magni suscipit pariatur eum corporis aut tempora.,Collected,OFF00124
EV001219,CASE008316,Fingerprint,Reprehenderit sit corporis nobis accusantium et consequuntur incidunt illum.,Verified,OFF00010
EV001220,CASE001886,Bank Statement,Corrupti quam dicta esse non quos.,Verified,OFF00282
EV001221,CASE006901,Vehicle,Deserunt quibusdam asperiores veritatis.,Pending Analysis,OFF00143
EV001222,CASE008911,Fingerprint,Velit mollitia id quisquam vero qui quaerat.,Collected,OFF00164
EV001223,CASE007608,Vehicle,Aliquam aperiam praesentium quibusdam sunt.,Verified,OFF00225
EV001224,CASE005880,Driving License,Odit quos nobis similique officiis iste maiores repudiandae consequatur.,Pending Analysis,OFF00082
EV001225,CASE009397,WhatsApp Chat,Soluta dicta veniam dolores quidem eum fugiat excepturi itaque.,Collected,OFF00023
EV001226,CASE007710,SIM Card,Quod quasi veniam dolore aut porro quam ipsa odio corrupti.,Verified,OFF00016
EV001227,CASE001275,Passport,Soluta temporibus amet laudantium totam.,Pending Analysis,OFF00122
EV001228,CASE002032,Call Records,Pariatur nobis doloremque explicabo molestiae voluptatibus repellendus itaque.,Verified,OFF00142
EV001229,CASE004763,Passport,Sequi adipisci nobis dolorum maiores consequatur saepe vero quibusdam vitae.,Sent to FSL,OFF00024
EV001230,CASE006609,Fingerprint,Ullam molestias laboriosam nihil reiciendis.,Sent to FSL,OFF00468
EV001231,CASE000202,SIM Card,Nostrum quos dolorem voluptas dignissimos.,Pending Analysis,OFF00310
EV001232,CASE001866,Laptop,Officia quam ab amet occaecati itaque ducimus.,Verified,OFF00352
EV001233,CASE007872,Laptop,Deleniti laborum id at mollitia dolorum aut magni expedita.,Collected,OFF00394
EV001234,CASE004544,Driving License,Natus enim cupiditate eveniet sequi ad harum.,Collected,OFF00477
EV001235,CASE000602,Vehicle,Sunt quisquam dolorem ratione quas odio repudiandae architecto.,Pending Analysis,OFF00473
EV001236,CASE003743,Vehicle,Optio ad nemo nulla est sunt unde.,Pending Analysis,OFF00037
EV001237,CASE002210,WhatsApp Chat,Dolores tempora dignissimos harum similique error ad architecto.,Verified,OFF00176
EV001238,CASE005101,Weapon,In delectus accusamus minima corporis alias saepe nam voluptatibus.,Collected,OFF00100
EV001239,CASE006402,Laptop,Nisi minus earum consequatur est rem dolor nulla tenetur.,Sent to FSL,OFF00228
EV001240,CASE003613,DNA Sample,Beatae dicta harum voluptate molestias ab fuga.,Verified,OFF00108
EV001241,CASE007580,CCTV Footage,Atque voluptates expedita enim vitae natus voluptates repudiandae molestias.,Pending Analysis,OFF00081
EV001242,CASE008279,Weapon,Voluptates blanditiis ipsam cum.,Collected,OFF00302
EV001243,CASE002423,Vehicle,Animi at occaecati nam adipisci assumenda impedit ad quo.,Verified,OFF00163
EV001244,CASE007525,Weapon,Quaerat voluptate perspiciatis commodi accusamus.,Pending Analysis,OFF00219
EV001245,CASE006968,Mobile Phone,Mollitia sit molestiae impedit autem id libero enim at aut reprehenderit.,Verified,OFF00048
EV001246,CASE000885,Driving License,Rerum illo nemo veniam incidunt adipisci.,Sent to FSL,OFF00117
EV001247,CASE000056,Fingerprint,Vitae sit nihil nemo quos culpa soluta ipsam.,Verified,OFF00278
EV001248,CASE005900,Driving License,Corporis eos necessitatibus alias dolores culpa ex.,Verified,OFF00026
EV001249,CASE000606,Mobile Phone,Distinctio consequuntur nihil similique dolorem ad minus corrupti quo ab.,Sent to FSL,OFF00040
EV001250,CASE007773,WhatsApp Chat,Corrupti et corrupti maiores quam possimus molestiae ea cum eligendi quidem.,Collected,OFF00378
EV001251,CASE001830,WhatsApp Chat,Aperiam reprehenderit vitae nemo tenetur assumenda ad eveniet velit facilis.,Pending Analysis,OFF00305
EV001252,CASE004224,Call Records,Hic corrupti unde asperiores impedit pariatur soluta explicabo occaecati sed.,Sent to FSL,OFF00013
EV001253,CASE008289,Laptop,Iusto et beatae neque harum labore pariatur nisi aliquam.,Verified,OFF00305
EV001254,CASE008263,DNA Sample,Dicta necessitatibus ipsam suscipit quas quam repellat.,Pending Analysis,OFF00481
EV001255,CASE006268,Passport,Iure animi officia quas in ex.,Collected,OFF00133
EV001256,CASE000065,Video,Minima nulla aliquid facere repellat beatae.,Sent to FSL,OFF00463
EV001257,CASE008543,Driving License,Eius libero ipsum officia magnam magni vitae cumque repellat.,Collected,OFF00247
EV001258,CASE007191,SIM Card,Quam reprehenderit inventore architecto veritatis id optio nobis facere debitis tenetur.,Collected,OFF00206
EV001259,CASE008287,Call Records,Reiciendis rem iure nesciunt totam id.,Pending Analysis,OFF00267
EV001260,CASE000189,Call Records,Rem alias dolore alias mollitia culpa dignissimos laudantium iusto.,Pending Analysis,OFF00214
EV001261,CASE006579,WhatsApp Chat,Voluptatibus labore assumenda optio voluptate pariatur.,Pending Analysis,OFF00174
EV001262,CASE002697,DNA Sample,Amet aperiam magnam officiis odit delectus voluptatem optio.,Sent to FSL,OFF00022
EV001263,CASE007648,Passport,Delectus quidem itaque nesciunt cumque magni odio rerum incidunt perferendis.,Verified,OFF00447
EV001264,CASE007268,Video,Rem quas ab repellendus aspernatur iure doloribus cum cum commodi.,Collected,OFF00149
EV001265,CASE004473,CCTV Footage,Cupiditate fugit alias vel sunt minus.,Sent to FSL,OFF00477
EV001266,CASE007859,CCTV Footage,Perspiciatis ut impedit temporibus debitis.,Sent to FSL,OFF00168
EV001267,CASE003236,Driving License,Eveniet nisi quisquam fuga nostrum voluptas atque ratione labore.,Sent to FSL,OFF00393
EV001268,CASE007266,Call Records,Tenetur ab expedita cumque possimus in.,Sent to FSL,OFF00097
EV001269,CASE003910,Laptop,Magni fugit impedit consequuntur id.,Collected,OFF00419
EV001270,CASE007289,Laptop,Debitis nulla dolor magnam rerum.,Sent to FSL,OFF00337
EV001271,CASE001348,DNA Sample,Amet ipsa recusandae occaecati facilis officiis.,Pending Analysis,OFF00124
EV001272,CASE008037,Bank Statement,Ipsum maxime fuga repellendus ipsum velit.,Collected,OFF00498
EV001273,CASE001905,Driving License,Eum necessitatibus molestias nulla maiores debitis.,Sent to FSL,OFF00324
EV001274,CASE002955,DNA Sample,Dolor earum quibusdam dolorum sequi doloribus architecto eveniet repudiandae.,Collected,OFF00008
EV001275,CASE006234,Call Records,Molestiae facere doloribus laudantium sint.,Pending Analysis,OFF00442
EV001276,CASE007000,Weapon,Amet mollitia ipsam ipsam vitae asperiores.,Collected,OFF00241
EV001277,CASE005048,Fingerprint,Nesciunt veritatis possimus unde possimus veniam.,Pending Analysis,OFF00217
EV001278,CASE005237,Video,Fugit saepe ab commodi a iure.,Collected,OFF00184
EV001279,CASE005368,Bank Statement,Eum quidem modi minus unde.,Pending Analysis,OFF00131
EV001280,CASE000768,Driving License,Asperiores quis nostrum quibusdam molestias.,Verified,OFF00171
EV001281,CASE003881,Call Records,Fugiat vitae sequi tempore odio.,Verified,OFF00180
EV001282,CASE007966,DNA Sample,Eos molestiae quas cumque commodi fuga iste sint.,Pending Analysis,OFF00356
EV001283,CASE002624,SIM Card,Labore exercitationem nihil impedit natus quas.,Sent to FSL,OFF00363
EV001284,CASE009770,Vehicle,Sequi nisi reiciendis beatae ab minima.,Collected,OFF00363
EV001285,CASE006156,CCTV Footage,Autem ipsum corrupti excepturi ea.,Pending Analysis,OFF00404
EV001286,CASE009395,Driving License,Ducimus delectus pariatur aspernatur maxime dolore animi.,Sent to FSL,OFF00132
EV001287,CASE005853,Passport,Sed dolor facilis explicabo temporibus.,Collected,OFF00426
EV001288,CASE007178,Bank Statement,Nesciunt nam eum alias deserunt sunt atque quidem vel.,Collected,OFF00046
EV001289,CASE002452,Bank Statement,Esse quidem ad unde laudantium molestiae occaecati sit.,Verified,OFF00407
EV001290,CASE001640,Laptop,Rem error ab unde perferendis maxime illum consequatur perferendis.,Pending Analysis,OFF00461
EV001291,CASE005368,WhatsApp Chat,Ad officiis labore atque nemo quae veniam.,Collected,OFF00441
EV001292,CASE002860,Call Records,Asperiores vitae error possimus.,Verified,OFF00100
EV001293,CASE007547,Laptop,Odio molestiae ullam incidunt accusamus accusantium autem.,Sent to FSL,OFF00037
EV001294,CASE003608,SIM Card,Minus debitis adipisci doloribus.,Sent to FSL,OFF00483
EV001295,CASE005941,Driving License,Quibusdam veniam optio quae eaque.,Pending Analysis,OFF00212
