victim_id,case_id,citizen_id,injury_level
VIC002716,CASE005610,CID003689,Critical
VIC002717,CASE007676,CID005734,Serious
VIC002718,CASE008790,CID001731,Serious
VIC002719,CASE007976,CID009824,Serious
VIC002720,CASE007964,CID006439,None
VIC002721,CASE002137,CID007985,Minor
VIC002722,CASE003665,CID005529,Serious
VIC002723,CASE006740,CID008070,Minor
VIC002724,CASE008682,CID003198,None
VIC002725,CASE008005,CID005455,None
VIC002726,CASE002528,CID001610,Serious
VIC002727,CASE007402,CID004253,Critical
VIC002728,CASE004805,CID007783,Serious
VIC002729,CASE004946,CID008638,Serious
VIC002730,CASE005698,CID004734,Critical
VIC002731,CASE007471,CID003202,Serious
VIC002732,CASE008598,CID001122,Minor
VIC002733,CASE008011,CID008420,Serious
VIC002734,CASE004523,CID007284,None
VIC002735,CASE008492,CID006501,None
VIC002736,CASE006190,CID008588,Serious
VIC002737,CASE004481,CID005771,None
VIC002738,CASE008582,CID006257,Critical
VIC002739,CASE003700,CID009492,Serious
VIC002740,CASE009886,CID004731,Serious
VIC002741,CASE007166,CID004840,Serious
VIC002742,CASE007210,CID004167,None
VIC002743,CASE004598,CID003839,Critical
VIC002744,CASE009755,CID003233,Serious
VIC002745,CASE002846,CID008078,None
VIC002746,CASE001660,CID008788,None
VIC002747,CASE006866,CID007524,None
VIC002748,CASE005428,CID004431,Critical
VIC002749,CASE000081,CID008491,None
VIC002750,CASE001815,CID004311,Minor
VIC002751,CASE003428,CID001762,None
VIC002752,CASE004490,CID003050,None
VIC002753,CASE007109,CID006510,Minor
VIC002754,CASE003875,CID002010,Minor
VIC002755,CASE004728,CID002351,Minor
VIC002756,CASE007062,CID009571,Critical
VIC002757,CASE002827,CID007496,Minor
VIC002758,CASE003599,CID005123,None
VIC002759,CASE005758,CID000383,Critical
VIC002760,CASE005473,CID009120,Serious
VIC002761,CASE005947,CID000142,Critical
VIC002762,CASE003106,CID002218,Serious
VIC002763,CASE000658,CID006929,Critical
VIC002764,CASE005228,CID001156,None
VIC002765,CASE003637,CID005472,None
VIC002766,CASE003657,CID000890,None
VIC002767,CASE007515,CID007608,Minor
VIC002768,CASE009877,CID003426,Minor
VIC002769,CASE009367,CID002590,Serious
VIC002770,CASE009157,CID005024,Serious
VIC002771,CASE006745,CID004219,Minor
VIC002772,CASE002394,CID005307,Minor
VIC002773,CASE008474,CID004592,Serious
VIC002774,CASE001853,CID004638,Minor
VIC002775,CASE005009,CID001370,Critical
VIC002776,CASE001853,CID002084,Minor
VIC002777,CASE007988,CID009395,Critical
VIC002778,CASE006973,CID009861,None
VIC002779,CASE006725,CID003853,Critical
VIC002780,CASE001176,CID002705,Minor
VIC002781,CASE002122,CID008400,None
VIC002782,CASE002814,CID007943,None
VIC002783,CASE001836,CID003658,Serious
VIC002784,CASE004031,CID004770,None
VIC002785,CASE008605,CID003884,Serious
VIC002786,CASE004017,CID007774,None
VIC002787,CASE009989,CID000424,Minor
VIC002788,CASE001476,CID006143,None
VIC002789,CASE005531,CID006733,Serious
VIC002790,CASE001065,CID004566,Serious
VIC002791,CASE005347,CID006673,Minor
VIC002792,CASE008189,CID003402,Critical
VIC002793,CASE002412,CID002186,Critical
VIC002794,CASE004855,CID001047,Serious
VIC002795,CASE009750,CID008701,Critical
VIC002796,CASE009739,CID008178,Minor
VIC002797,CASE004241,CID001425,Serious
VIC002798,CASE003698,CID004223,Minor
VIC002799,CASE006861,CID001327,Minor
VIC002800,CASE001971,CID006216,None
VIC002801,CASE007528,CID009643,Serious
VIC002802,CASE009913,CID002555,None
VIC002803,CASE001665,CID007217,Minor
VIC002804,CASE003695,CID002889,Serious
VIC002805,CASE004303,CID008001,Serious
VIC002806,CASE001227,CID005024,Serious
VIC002807,CASE007962,CID007859,Serious
VIC002808,CASE005977,CID003365,Minor
VIC002809,CASE005100,CID005798,None
VIC002810,CASE007536,CID001215,None
VIC002811,CASE005294,CID003117,Critical
VIC002812,CASE001510,CID004862,Critical
VIC002813,CASE005590,CID000964,None
VIC002814,CASE003377,CID004166,None
VIC002815,CASE007212,CID003981,Critical
VIC002816,CASE006365,CID003612,None
VIC002817,CASE007890,CID002567,Critical
VIC002818,CASE004625,CID002360,Serious
VIC002819,CASE009589,CID005029,Serious
VIC002820,CASE007368,CID000179,Critical
VIC002821,CASE008365,CID003970,Critical
VIC002822,CASE002450,CID008746,None
VIC002823,CASE003081,CID003540,Minor
VIC002824,CASE009982,CID000065,None
VIC002825,CASE002122,CID007409,Critical
VIC002826,CASE004629,CID000252,Minor
VIC002827,CASE009041,CID004008,None
VIC002828,CASE002646,CID007721,Serious
VIC002829,CASE002769,CID009261,None
VIC002830,CASE003230,CID008577,None
VIC002831,CASE007320,CID001965,Minor
VIC002832,CASE004036,CID005923,Serious
VIC002833,CASE004825,CID000398,Critical
VIC002834,CASE000313,CID006420,None
VIC002835,CASE000898,CID005614,None
VIC002836,CASE004131,CID007125,Serious
VIC002837,CASE002000,CID000471,None
VIC002838,CASE003207,CID005326,Critical
VIC002839,CASE004018,CID005166,None
VIC002840,CASE001336,CID003738,Critical
VIC002841,CASE003568,CID003606,Minor
VIC002842,CASE007677,CID003090,Critical
VIC002843,CASE002714,CID001761,Minor
VIC002844,CASE001503,CID007700,Minor
VIC002845,CASE007513,CID004462,Minor
VIC002846,CASE004151,CID007624,Minor
VIC002847,CASE007782,CID004944,Critical
VIC002848,CASE002953,CID007150,Serious
VIC002849,CASE007425,CID006978,Minor
VIC002850,CASE001684,CID007533,Serious
VIC002851,CASE008497,CID005681,None
VIC002852,CASE007732,CID008944,None
VIC002853,CASE009121,CID004761,Minor
VIC002854,CASE008333,CID004052,Critical
VIC002855,CASE000923,CID000977,Minor
VIC002856,CASE000307,CID006038,None
VIC002857,CASE007493,CID002388,Critical
VIC002858,CASE000496,CID009709,Minor
VIC002859,CASE008195,CID009855,Minor
VIC002860,CASE004061,CID001833,Serious
VIC002861,CASE004207,CID001095,Serious
VIC002862,CASE004753,CID006117,None
VIC002863,CASE009094,CID007143,Minor
VIC002864,CASE005099,CID001607,Minor
VIC002865,CASE004932,CID001350,Critical
VIC002866,CASE005551,CID003407,Minor
VIC002867,CASE004721,CID008403,None
VIC002868,CASE006715,CID004591,Serious
VIC002869,CASE004798,CID007562,None
VIC002870,CASE004707,CID003632,Critical
VIC002871,CASE002242,CID004514,Minor
VIC002872,CASE003045,CID003306,None
VIC002873,CASE001388,CID008685,None
VIC002874,CASE003269,CID005979,None
VIC002875,CASE000500,CID004364,None
VIC002876,CASE005433,CID002876,Critical
VIC002877,CASE007789,CID004318,Minor
VIC002878,CASE007795,CID004735,Minor
VIC002879,CASE003869,CID008962,Minor
VIC002880,CASE001708,CID003837,Critical
VIC002881,CASE004097,CID007014,Critical
VIC002882,CASE007193,CID003636,Minor
VIC002883,CASE005822,CID006607,Serious
VIC002884,CASE005357,CID009056,None
VIC002885,CASE009979,CID003483,Critical
VIC002886,CASE005606,CID007809,Critical
VIC002887,CASE004520,CID002689,None
VIC002888,CASE007596,CID002564,Critical
VIC002889,CASE004331,CID005850,Critical
VIC002890,CASE006196,CID007990,Serious
VIC002891,CASE001362,CID005707,Serious
VIC002892,CASE002268,CID008179,Critical
VIC002893,CASE002644,CID008383,None
VIC002894,CASE006301,CID007403,None
VIC002895,CASE000473,CID007454,Serious
VIC002896,CASE005528,CID001871,None
VIC002897,CASE007031,CID002181,Minor
VIC002898,CASE000136,CID008837,Serious
VIC002899,CASE009898,CID000451,None
VIC002900,CASE004476,CID001933,None
VIC002901,CASE009202,CID002651,None
VIC002902,CASE003625,CID009954,None
VIC002903,CASE000109,CID005926,Minor
VIC002904,CASE000131,CID002824,None
VIC002905,CASE009756,CID002536,Critical
VIC002906,CASE004858,CID001569,Critical
VIC002907,CASE001089,CID007969,None
VIC002908,CASE003678,CID003819,None
VIC002909,CASE002294,CID009830,Minor
VIC002910,CASE001642,CID002512,Critical
VIC002911,CASE006442,CID001458,None
VIC002912,CASE001706,CID003638,Serious
VIC002913,CASE005448,CID004906,Serious
VIC002914,CASE005742,CID001300,Critical
VIC002915,CASE002851,CID004954,Serious
VIC002916,CASE005939,CID007537,Critical
VIC002917,CASE008504,CID004020,Minor
VIC002918,CASE001332,CID000634,None
VIC002919,CASE008985,CID002274,None
VIC002920,CASE006118,CID004477,Serious
VIC002921,CASE009981,CID004184,Serious
VIC002922,CASE003387,CID005257,Minor
VIC002923,CASE008915,CID000872,Serious
VIC002924,CASE006989,CID004167,None
VIC002925,CASE001634,CID004862,Critical
VIC002926,CASE007519,CID005489,None
VIC002927,CASE005635,CID009301,Serious
VIC002928,CASE007387,CID005045,Minor
VIC002929,CASE000518,CID001206,Critical
VIC002930,CASE004214,CID002122,Serious
VIC002931,CASE001817,CID009919,None
VIC002932,CASE000930,CID009150,Serious
VIC002933,CASE009584,CID007623,Serious
VIC002934,CASE005542,CID007558,None
VIC002935,CASE007458,CID002324,Critical
VIC002936,CASE009817,CID001484,Minor
VIC002937,CASE001198,CID003906,Serious
VIC002938,CASE009314,CID005646,None
VIC002939,CASE003509,CID005346,None
VIC002940,CASE008577,CID008397,Serious
VIC002941,CASE009306,CID003369,Critical
VIC002942,CASE006143,CID002812,None
VIC002943,CASE004339,CID001961,None
VIC002944,CASE009048,CID001448,Serious
VIC002945,CASE004729,CID002913,None
VIC002946,CASE002158,CID003849,Minor
VIC002947,CASE003168,CID006473,Critical
VIC002948,CASE000850,CID007809,Critical
VIC002949,CASE005562,CID007054,Minor
VIC002950,CASE003848,CID002215,None
VIC002951,CASE005638,CID002228,Critical
VIC002952,CASE003670,CID009850,None
VIC002953,CASE009336,CID009984,Minor
VIC002954,CASE002801,CID004953,None
VIC002955,CASE001782,CID005863,Minor
VIC002956,CASE003777,CID000701,Critical
VIC002957,CASE000340,CID006741,Serious
VIC002958,CASE005489,CID006815,Serious
VIC002959,CASE008389,CID002309,Critical
VIC002960,CASE004762,CID000115,Serious
VIC002961,CASE005619,CID001991,Critical
VIC002962,CASE003451,CID005294,Serious
VIC002963,CASE003240,CID000726,Critical
VIC002964,CASE009242,CID003102,Serious
VIC002965,CASE005904,CID009957,Serious
VIC002966,CASE004454,CID007675,Minor
VIC002967,CASE000503,CID005201,None
VIC002968,CASE001477,CID000804,None
VIC002969,CASE006172,CID000251,Minor
VIC002970,CASE008946,CID008438,None
VIC002971,CASE000803,CID001112,Serious
VIC002972,CASE003655,CID005207,None
VIC002973,CASE006783,CID007097,Critical
VIC002974,CASE004802,CID006936,Minor
VIC002975,CASE009427,CID001553,Serious
VIC002976,CASE006252,CID004401,Minor
VIC002977,CASE004969,CID004407,None
VIC002978,CASE003522,CID001881,Minor
VIC002979,CASE009095,CID000647,Critical
VIC002980,CASE008079,CID007880,None
VIC002981,CASE000441,CID005458,Minor
VIC002982,CASE005144,CID003888,Minor
VIC002983,CASE005498,CID008971,Minor
VIC002984,CASE007584,CID004323,Minor
VIC002985,CASE000514,CID001066,None
VIC002986,CASE008925,CID006052,Minor
VIC002987,CASE001578,CID009841,Serious
VIC002988,CASE000591,CID009426,Serious
VIC002989,CASE007004,CID002788,Serious
VIC002990,CASE005007,CID005505,Critical
VIC002991,CASE004316,CID000568,Critical
VIC002992,CASE008931,CID005500,Minor
VIC002993,CASE008565,CID000766,Minor
VIC002994,CASE005512,CID003467,None
VIC002995,CASE000149,CID001661,None
VIC002996,CASE000424,CID008516,Minor
VIC002997,CASE000308,CID006797,Minor
VIC002998,CASE001270,CID005536,Minor
VIC002999,CASE003604,CID007457,Critical
VIC003000,CASE002145,CID007657,Minor
VIC003001,CASE003918,CID004272,Critical
VIC003002,CASE002260,CID003326,Critical
VIC003003,CASE003019,CID002619,None
VIC003004,CASE003711,CID002307,Minor
VIC003005,CASE000364,CID004359,Serious
VIC003006,CASE007016,CID004677,Serious
VIC003007,CASE009632,CID004538,Serious
VIC003008,CASE000843,CID007867,Serious
VIC003009,CASE000563,CID004267,Critical
VIC003010,CASE005965,CID007267,None
VIC003011,CASE003434,CID001410,Critical
VIC003012,CASE003360,CID007356,None
VIC003013,CASE009246,CID007507,Serious
VIC003014,CASE006481,CID008997,Serious
VIC003015,CASE005219,CID008814,Minor
VIC003016,CASE001862,CID009829,Critical
VIC003017,CASE003979,CID005945,Critical
VIC003018,CASE002389,CID005244,Minor
VIC003019,CASE003285,CID002244,None
VIC003020,CASE003152,CID007873,Serious
VIC003021,CASE003803,CID005193,Minor
VIC003022,CASE004570,CID003546,Critical
VIC003023,CASE007716,CID000484,Critical
VIC003024,CASE001397,CID006445,Critical
VIC003025,CASE003997,CID000914,Minor
VIC003026,CASE004234,CID006134,None
VIC003027,CASE001943,CID001678,None
VIC003028,CASE008147,CID009812,Minor
VIC003029,CASE008388,CID001448,Minor
VIC003030,CASE006157,CID000002,Minor
VIC003031,CASE009441,CID008717,None
VIC003032,CASE000932,CID008865,Minor
VIC003033,CASE004587,CID004132,Serious
VIC003034,CASE002359,CID009643,Critical
VIC003035,CASE004131,CID003702,Minor
VIC003036,CASE006869,CID003176,Minor
VIC003037,CASE000844,CID001553,Minor
VIC003038,CASE009115,CID007135,Serious
VIC003039,CASE002722,CID001889,Minor
VIC003040,CASE005324,CID000990,Critical
VIC003041,CASE000986,CID003051,None
VIC003042,CASE006919,CID005557,None
VIC003043,CASE003111,CID000746,Minor
VIC003044,CASE009823,CID003709,Minor
VIC003045,CASE007071,CID000341,Serious
VIC003046,CASE007607,CID004857,None
VIC003047,CASE004284,CID006812,Minor
VIC003048,CASE001423,CID001091,None
VIC003049,CASE001679,CID001580,None
VIC003050,CASE005682,CID007901,Minor
VIC003051,CASE001048,CID004518,None
VIC003052,CASE008830,CID000746,None
VIC003053,CASE007009,CID003103,Critical
VIC003054,CASE000840,CID006913,Minor
VIC003055,CASE000667,CID002468,Critical
VIC003056,CASE003024,CID009659,Minor
VIC003057,CASE001704,CID003752,Critical
VIC003058,CASE007580,CID009118,Serious
VIC003059,CASE001632,CID008326,Critical
VIC003060,CASE004826,CID008720,None
VIC003061,CASE007985,CID007287,Minor
VIC003062,CASE008920,CID007614,None
VIC003063,CASE001639,CID008060,None
VIC003064,CASE009832,CID007788,Minor
VIC003065,CASE004904,CID006468,None
VIC003066,CASE004716,CID005617,Minor
VIC003067,CASE007257,CID004730,Serious
VIC003068,CASE001278,CID005951,Minor
VIC003069,CASE004326,CID002232,Critical
VIC003070,CASE002251,CID007592,None
VIC003071,CASE008045,CID002642,Critical
VIC003072,CASE004035,CID001903,None
VIC003073,CASE004824,CID002683,None
VIC003074,CASE006593,CID009393,Minor
VIC003075,CASE006595,CID001482,None
VIC003076,CASE009528,CID006583,None
VIC003077,CASE002596,CID000527,Serious
VIC003078,CASE000287,CID006307,None
VIC003079,CASE003389,CID008923,None
VIC003080,CASE009835,CID000963,None
VIC003081,CASE000967,CID003898,Serious
VIC003082,CASE006257,CID008936,Critical
VIC003083,CASE005168,CID003742,Minor
VIC003084,CASE006139,CID002684,Critical
VIC003085,CASE008341,CID009795,Critical
VIC003086,CASE000041,CID006523,None
VIC003087,CASE006583,CID000961,Critical
VIC003088,CASE001366,CID002522,None
VIC003089,CASE009406,CID009551,None
VIC003090,CASE003832,CID008606,Minor
VIC003091,CASE003908,CID004483,Serious
VIC003092,CASE007761,CID005817,None
VIC003093,CASE000834,CID004831,Serious
VIC003094,CASE007753,CID006268,Minor
VIC003095,CASE000949,CID006138,None
VIC003096,CASE004754,CID005440,Serious
VIC003097,CASE007064,CID004471,None
VIC003098,CASE000150,CID004077,Critical
VIC003099,CASE002582,CID007725,Critical
VIC003100,CASE004459,CID006396,Critical
VIC003101,CASE001495,CID004311,None
VIC003102,CASE003990,CID008126,Serious
VIC003103,CASE004022,CID000980,Minor
VIC003104,CASE008649,CID005552,None
VIC003105,CASE003917,CID007937,None
VIC003106,CASE006619,CID005843,Serious
VIC003107,CASE003866,CID007633,None
VIC003108,CASE009771,CID004627,Minor
VIC003109,CASE003131,CID008698,Serious
VIC003110,CASE001911,CID006689,Critical
VIC003111,CASE000602,CID000602,Serious
VIC003112,CASE009364,CID003690,Minor
VIC003113,CASE004926,CID001971,Critical
VIC003114,CASE001472,CID007273,None
VIC003115,CASE009932,CID006305,Critical
VIC003116,CASE008255,CID008217,Minor
VIC003117,CASE003466,CID004068,Critical
VIC003118,CASE008676,CID001174,None
VIC003119,CASE003514,CID009035,Serious
VIC003120,CASE006324,CID008668,Minor
VIC003121,CASE008642,CID005307,None
VIC003122,CASE007488,CID003478,Critical
VIC003123,CASE005992,CID004845,Critical
VIC003124,CASE007545,CID001842,Critical
VIC003125,CASE006778,CID000252,Critical
VIC003126,CASE009583,CID006068,None
VIC003127,CASE006204,CID004811,Serious
VIC003128,CASE004655,CID002304,Minor
VIC003129,CASE001280,CID007691,Critical
VIC003130,CASE003018,CID004484,Critical
VIC003131,CASE002921,CID004237,None
VIC003132,CASE004391,CID009621,Serious
VIC003133,CASE009413,CID003654,Serious
VIC003134,CASE005698,CID004783,Serious
VIC003135,CASE009528,CID002733,Serious
VIC003136,CASE002176,CID007387,None
VIC003137,CASE008344,CID008635,Critical
VIC003138,CASE005392,CID009871,Critical
VIC003139,CASE009659,CID001372,Minor
VIC003140,CASE007553,CID001291,Serious
VIC003141,CASE002150,CID006048,Critical
VIC003142,CASE006185,CID008919,Serious
VIC003143,CASE006366,CID000869,Minor
VIC003144,CASE009191,CID006761,Minor
VIC003145,CASE007876,CID008479,None
VIC003146,CASE001251,CID002506,None
VIC003147,CASE005435,CID006816,Critical
VIC003148,CASE004003,CID006787,Critical
VIC003149,CASE000176,CID008707,Serious
VIC003150,CASE006146,CID007823,Critical
VIC003151,CASE006010,CID007536,Minor
VIC003152,CASE006570,CID003071,Minor
VIC003153,CASE009819,CID009402,Minor
VIC003154,CASE007514,CID000150,Serious
VIC003155,CASE006327,CID000765,None
VIC003156,CASE000998,CID003192,Minor
VIC003157,CASE000309,CID007327,Minor
VIC003158,CASE002833,CID000163,Critical
VIC003159,CASE009848,CID001766,None
VIC003160,CASE000294,CID008222,Minor
VIC003161,CASE005449,CID004418,Serious
VIC003162,CASE007666,CID005325,Serious
VIC003163,CASE000031,CID004456,Critical
VIC003164,CASE007020,CID006739,Critical
VIC003165,CASE006388,CID006075,Critical
VIC003166,CASE009897,CID001637,Critical
VIC003167,CASE005744,CID002293,Serious
VIC003168,CASE003239,CID007820,Serious
VIC003169,CASE006767,CID005242,Critical
VIC003170,CASE006291,CID008851,Minor
VIC003171,CASE003843,CID001161,Minor
VIC003172,CASE001063,CID007055,Serious
VIC003173,CASE009984,CID001918,Minor
VIC003174,CASE005463,CID000961,Minor
VIC003175,CASE000495,CID009592,Minor
VIC003176,CASE003399,CID007442,Critical
VIC003177,CASE001699,CID001392,Critical
VIC003178,CASE006266,CID005414,Serious
VIC003179,CASE000663,CID003793,None
VIC003180,CASE008251,CID003828,Critical
VIC003181,CASE007817,CID008599,Serious
VIC003182,CASE001141,CID005993,Critical
VIC003183,CASE003767,CID003730,Critical
VIC003184,CASE004912,CID008392,Minor
VIC003185,CASE005191,CID007722,None
VIC003186,CASE006708,CID001643,None
VIC003187,CASE002745,CID000519,Serious
VIC003188,CASE006938,CID000619,Minor
VIC003189,CASE006662,CID003779,Serious
VIC003190,CASE002815,CID003963,Minor
VIC003191,CASE007262,CID006671,Minor
VIC003192,CASE001479,CID007148,None
VIC003193,CASE008941,CID009194,None
VIC003194,CASE003808,CID000125,Minor
VIC003195,CASE000194,CID007852,None
VIC003196,CASE007256,CID008235,Serious
VIC003197,CASE000020,CID007460,Serious
VIC003198,CASE005425,CID005432,None
VIC003199,CASE002917,CID002822,Critical
VIC003200,CASE003684,CID007069,Minor
VIC003201,CASE008225,CID004971,Minor
VIC003202,CASE008570,CID007489,Minor
VIC003203,CASE000293,CID003304,None
VIC003204,CASE007071,CID002926,Critical
VIC003205,CASE001439,CID003150,Minor
VIC003206,CASE001864,CID009128,Critical
VIC003207,CASE007315,CID008400,Minor
VIC003208,CASE004784,CID000084,Minor
VIC003209,CASE005852,CID006005,None
VIC003210,CASE003431,CID006943,Serious
VIC003211,CASE004040,CID003216,Critical
VIC003212,CASE004458,CID000912,Minor
VIC003213,CASE003225,CID007887,Minor
VIC003214,CASE002247,CID002582,Critical
VIC003215,CASE008792,CID005644,Critical
VIC003216,CASE000200,CID008166,Critical
VIC003217,CASE003989,CID009558,None
VIC003218,CASE001417,CID002190,Critical
VIC003219,CASE005616,CID008496,None
