case_id,fir_number,crime_type,station_id,officer_id,status,priority,incident_date,registered_date,city,district,description,estimated_loss
CASE000799,FIR2026000799,Burglary,ST0021,OFF00411,Closed,Medium,2023-10-19,2024-11-24,Ballari,Bengaluru Urban,Nihil unde qui facilis assumenda non vitae molestias voluptates doloribus dolore.,210339
CASE000800,FIR2026000800,Drug Trafficking,ST0086,OFF00384,Closed,High,2024-10-25,2024-02-18,Hubballi,Ballari,Minima natus quaerat perferendis labore quibusdam officia iusto in quia exercitationem.,278453
CASE000801,FIR2026000801,Kidnapping,ST0063,OFF00066,Under Investigation,Low,2025-10-21,2023-05-28,Ballari,Bengaluru Urban,Alias aut ad modi ex alias aut ut vel soluta hic.,715806
CASE000802,FIR2026000802,Missing Person,ST0029,OFF00414,Closed,High,2026-02-21,2025-11-30,Ballari,Dakshina Kannada,Cum odio ipsa quae sed dolores similique.,713838
CASE000803,FIR2026000803,Online Scam,ST0073,OFF00124,Closed,Low,2026-05-14,2025-07-06,Bengaluru,Bengaluru Urban,Qui ducimus ullam possimus nobis laborum reiciendis assumenda nihil pariatur voluptatibus sapiente mollitia debitis repellendus.,10077
CASE000804,FIR2026000804,Murder,ST0004,OFF00464,Open,Low,2026-05-15,2023-05-15,Shivamogga,Shivamogga,Dolor quas ea provident excepturi perferendis exercitationem vel doloremque veritatis laborum ipsum officia.,526711
CASE000805,FIR2026000805,Domestic Violence,ST0018,OFF00452,Closed,Medium,2026-04-12,2025-05-16,Shivamogga,Bengaluru Urban,Alias dolorum perferendis laudantium veritatis harum hic dignissimos dolore.,27789
CASE000806,FIR2026000806,Missing Person,ST0076,OFF00017,Under Investigation,Critical,2024-01-30,2025-12-13,Belagavi,Ballari,Tempora unde amet soluta fuga ipsum voluptatum autem optio.,450839
CASE000807,FIR2026000807,Burglary,ST0065,OFF00164,Open,Medium,2025-02-03,2025-03-01,Hubballi,Tumakuru,Ipsa cupiditate aliquid molestias accusamus illum alias nobis suscipit facere.,785178
CASE000808,FIR2026000808,Mobile Theft,ST0075,OFF00195,Open,Critical,2026-01-08,2024-03-22,Mysuru,Dharwad,Cumque laudantium facilis nam nostrum ipsum illo minima nesciunt ducimus tempora modi corrupti vitae dolor.,488011
CASE000809,FIR2026000809,Chain Snatching,ST0006,OFF00267,Closed,Critical,2024-04-26,2025-07-31,Tumakuru,Dharwad,Voluptates minus nesciunt accusantium temporibus voluptates consectetur nesciunt.,758726
CASE000810,FIR2026000810,Assault,ST0078,OFF00429,Under Investigation,High,2024-06-24,2024-02-23,Mysuru,Bengaluru Urban,Recusandae illum accusantium hic saepe sunt quibusdam fuga corporis voluptatibus quaerat exercitationem animi repudiandae.,664610
CASE000811,FIR2026000811,Missing Person,ST0049,OFF00058,Pending,Low,2026-04-18,2024-03-21,Ballari,Dharwad,Vel dolor quidem expedita voluptates id doloremque consectetur quod amet.,552721
CASE000812,FIR2026000812,Online Scam,ST0038,OFF00234,Pending,Low,2024-02-25,2025-11-06,Belagavi,Belagavi,Quod explicabo quas ratione molestias nam corrupti atque hic.,932409
CASE000813,FIR2026000813,Identity Theft,ST0041,OFF00005,Closed,Critical,2025-10-31,2023-04-20,Ballari,Dakshina Kannada,In ex debitis eius est possimus velit eum laborum.,136541
CASE000814,FIR2026000814,Chain Snatching,ST0100,OFF00227,Closed,High,2024-01-09,2023-03-11,Belagavi,Belagavi,Facere dolorem iste necessitatibus nemo sint accusantium eum laudantium odio voluptate.,728280
CASE000815,FIR2026000815,Murder,ST0076,OFF00281,Open,Critical,2026-03-06,2025-07-29,Tumakuru,Shivamogga,Error quam qui itaque inventore assumenda ipsa reprehenderit veniam adipisci sapiente qui dolor quas perspiciatis.,933778
CASE000816,FIR2026000816,Vehicle Theft,ST0018,OFF00324,Closed,Medium,2026-05-14,2025-08-15,Bengaluru,Dharwad,Rerum hic voluptatem sunt incidunt doloremque possimus magni debitis quos.,455640
CASE000817,FIR2026000817,Assault,ST0023,OFF00291,Closed,Critical,2025-11-24,2023-02-19,Mysuru,Belagavi,Eligendi sequi exercitationem voluptatibus pariatur consectetur dolorum animi eos labore expedita.,233561
CASE000818,FIR2026000818,UPI Fraud,ST0074,OFF00126,Under Investigation,Medium,2026-05-20,2023-12-01,Bengaluru,Belagavi,Voluptatibus laudantium veritatis distinctio atque officia corporis molestiae sint molestiae id eos maiores a.,366063
CASE000819,FIR2026000819,Chain Snatching,ST0041,OFF00136,Pending,High,2025-04-26,2024-06-29,Hubballi,Shivamogga,Tempore possimus facilis at vel et vitae recusandae atque ex quibusdam.,432643
CASE000820,FIR2026000820,Missing Person,ST0039,OFF00205,Closed,Critical,2025-08-09,2025-03-27,Belagavi,Shivamogga,Autem quasi eaque repudiandae expedita repellat perferendis accusantium.,378148
CASE000821,FIR2026000821,Burglary,ST0096,OFF00251,Under Investigation,Medium,2025-04-22,2024-12-06,Belagavi,Tumakuru,Dolorum dicta quis nulla natus delectus assumenda similique.,988904
CASE000822,FIR2026000822,Online Scam,ST0031,OFF00268,Open,High,2023-09-04,2024-06-23,Mangaluru,Dakshina Kannada,Ullam rerum nesciunt itaque sunt quibusdam aliquam odio rerum dignissimos nisi quidem eligendi.,988377
CASE000823,FIR2026000823,Drug Trafficking,ST0062,OFF00125,Under Investigation,Medium,2024-09-09,2025-12-20,Mysuru,Bengaluru Urban,Assumenda quidem nulla magni laudantium sint ut eveniet.,396769
CASE000824,FIR2026000824,Murder,ST0024,OFF00497,Pending,High,2024-06-13,2026-04-07,Mysuru,Mysuru,Nemo doloremque suscipit fuga harum reiciendis necessitatibus in non.,384323
CASE000825,FIR2026000825,Online Scam,ST0053,OFF00497,Closed,Medium,2023-12-13,2024-10-04,Ballari,Ballari,Ratione non sit quos molestiae neque quaerat repellendus sed temporibus sunt quae.,683222
CASE000826,FIR2026000826,ATM Fraud,ST0074,OFF00255,Pending,Critical,2026-02-14,2024-05-31,Shivamogga,Tumakuru,Consectetur nam doloribus repellat eaque fugiat sit quae.,253195
CASE000827,FIR2026000827,Kidnapping,ST0049,OFF00130,Under Investigation,Critical,2026-04-30,2023-12-11,Tumakuru,Belagavi,Magni at veritatis quod neque quod nulla id reiciendis animi nam dolores odio.,713286
CASE000828,FIR2026000828,Chain Snatching,ST0096,OFF00472,Pending,Medium,2024-03-18,2023-05-27,Mangaluru,Mysuru,Facere quidem sapiente mollitia illo ut ratione sapiente minima numquam perspiciatis.,600098
CASE000829,FIR2026000829,Murder,ST0017,OFF00023,Pending,Critical,2026-02-02,2025-03-26,Mysuru,Tumakuru,Alias nostrum consectetur neque ad debitis cum eius placeat occaecati provident.,600903
CASE000830,FIR2026000830,Assault,ST0059,OFF00463,Open,Medium,2024-07-31,2025-07-12,Hubballi,Bengaluru Urban,Necessitatibus neque dolores id vero omnis quisquam tenetur tempore atque nulla quas alias non magnam.,905650
CASE000831,FIR2026000831,Domestic Violence,ST0091,OFF00286,Under Investigation,High,2024-03-14,2024-07-16,Mangaluru,Ballari,Occaecati mollitia culpa maiores rerum debitis pariatur molestiae natus.,78455
CASE000832,FIR2026000832,ATM Fraud,ST0010,OFF00207,Closed,High,2023-07-20,2024-01-26,Hubballi,Ballari,Expedita sapiente modi eligendi quis laboriosam distinctio veniam sed.,890080
CASE000833,FIR2026000833,Domestic Violence,ST0073,OFF00389,Closed,High,2025-03-19,2023-02-22,Belagavi,Tumakuru,Accusantium repudiandae sint aut voluptatem recusandae officiis amet numquam sunt fuga.,749379
CASE000834,FIR2026000834,Online Scam,ST0002,OFF00406,Pending,Low,2023-09-18,2025-03-29,Tumakuru,Bengaluru Urban,Dolor magni beatae voluptatem est iusto temporibus quisquam minus tempore quas facilis et vel maiores.,584810
CASE000835,FIR2026000835,Missing Person,ST0025,OFF00373,Closed,High,2026-05-02,2024-10-29,Bengaluru,Bengaluru Urban,Molestiae laudantium unde nostrum fuga neque voluptas at assumenda.,873987
CASE000836,FIR2026000836,Burglary,ST0073,OFF00068,Under Investigation,High,2025-02-19,2023-04-11,Shivamogga,Shivamogga,Temporibus illo officiis aut exercitationem reprehenderit incidunt quisquam odio possimus.,879178
CASE000837,FIR2026000837,Cyber Fraud,ST0051,OFF00047,Pending,Medium,2025-08-21,2025-11-20,Shivamogga,Mysuru,Ipsum non autem blanditiis quasi eum omnis a adipisci repudiandae et voluptate soluta minima.,698818
CASE000838,FIR2026000838,Murder,ST0079,OFF00226,Closed,Medium,2024-06-23,2023-02-01,Ballari,Ballari,Harum deleniti suscipit adipisci soluta commodi tenetur.,351762
CASE000839,FIR2026000839,Cyber Fraud,ST0082,OFF00341,Under Investigation,Medium,2025-04-30,2025-02-06,Mangaluru,Dharwad,Ratione provident occaecati quia laudantium labore distinctio quidem distinctio consequuntur.,117753
CASE000840,FIR2026000840,Assault,ST0073,OFF00141,Under Investigation,Low,2023-11-30,2025-04-22,Belagavi,Dakshina Kannada,Id rerum quibusdam nobis odio a ea inventore ea dolorem molestias corrupti perferendis.,386934
CASE000841,FIR2026000841,UPI Fraud,ST0075,OFF00349,Open,Medium,2024-10-12,2023-04-12,Hubballi,Dharwad,Odit eum autem nulla deleniti odio vero doloremque.,938674
CASE000842,FIR2026000842,Domestic Violence,ST0081,OFF00085,Open,Medium,2024-06-17,2024-08-27,Hubballi,Dharwad,Temporibus laudantium molestiae aliquid aspernatur sapiente eligendi vitae.,591666
CASE000843,FIR2026000843,Domestic Violence,ST0033,OFF00443,Closed,Low,2023-08-28,2026-03-03,Bengaluru,Bengaluru Urban,Quaerat maiores ab error ab nulla nemo inventore atque deleniti molestias corrupti rerum sit libero corporis.,544839
CASE000844,FIR2026000844,Kidnapping,ST0093,OFF00118,Open,High,2026-01-10,2025-02-13,Mysuru,Dharwad,Maiores nam illum minima aut provident dolor.,474360
CASE000845,FIR2026000845,Cyber Fraud,ST0004,OFF00449,Open,High,2024-09-14,2025-06-26,Hubballi,Ballari,Ducimus illo voluptas dicta unde debitis quam cupiditate.,755562
CASE000846,FIR2026000846,Online Scam,ST0049,OFF00490,Pending,Medium,2024-05-25,2024-01-14,Bengaluru,Tumakuru,Voluptatibus praesentium laudantium sapiente tempora ducimus iste.,429288
CASE000847,FIR2026000847,UPI Fraud,ST0089,OFF00185,Under Investigation,High,2023-08-21,2023-09-13,Mangaluru,Shivamogga,Veniam neque asperiores dolorem deleniti dolorum sunt magnam amet sed.,993081
CASE000848,FIR2026000848,Online Scam,ST0010,OFF00276,Pending,High,2024-11-26,2025-09-01,Mysuru,Tumakuru,Ratione illum nulla veritatis accusamus veniam tempora saepe vero perferendis impedit quod alias quod dicta.,619292
CASE000849,FIR2026000849,UPI Fraud,ST0032,OFF00487,Open,Critical,2024-05-13,2025-05-13,Bengaluru,Belagavi,Molestias harum tenetur rerum nihil incidunt quam maiores similique animi nobis perferendis dicta.,920866
CASE000850,FIR2026000850,Domestic Violence,ST0022,OFF00269,Pending,Low,2024-08-23,2023-05-09,Mysuru,Dakshina Kannada,Possimus reprehenderit deleniti facere nisi voluptates molestiae numquam.,562901
CASE000851,FIR2026000851,Burglary,ST0060,OFF00365,Open,High,2024-12-02,2025-11-02,Belagavi,Belagavi,Sapiente expedita facere eligendi nesciunt hic aut.,486338
CASE000852,FIR2026000852,Chain Snatching,ST0058,OFF00433,Pending,Critical,2025-08-18,2025-12-07,Belagavi,Tumakuru,Qui dolorum laboriosam et aliquam nulla ab quidem dolorem.,77479
CASE000853,FIR2026000853,Missing Person,ST0056,OFF00262,Under Investigation,Low,2023-09-25,2025-02-26,Tumakuru,Bengaluru Urban,Fuga accusamus doloremque eos assumenda sit aspernatur vel eveniet ducimus sapiente ipsa enim nulla impedit.,989115
CASE000854,FIR2026000854,Chain Snatching,ST0064,OFF00219,Closed,High,2025-04-13,2023-03-01,Mangaluru,Belagavi,Incidunt magnam libero nam facilis amet tenetur provident voluptatibus debitis quos illum quibusdam consectetur quo molestiae.,797500
CASE000855,FIR2026000855,Mobile Theft,ST0090,OFF00398,Closed,High,2026-01-30,2023-02-17,Mangaluru,Bengaluru Urban,Neque sapiente numquam nulla ipsam id voluptate et fugit itaque quas sunt.,570182
CASE000856,FIR2026000856,Assault,ST0081,OFF00147,Pending,High,2024-02-13,2023-03-01,Mangaluru,Dharwad,Exercitationem quo sed iure incidunt nobis veniam occaecati.,450257
CASE000857,FIR2026000857,UPI Fraud,ST0018,OFF00412,Closed,Medium,2026-01-29,2026-03-22,Ballari,Dharwad,Cumque ratione iusto eligendi atque tenetur debitis veniam illo animi delectus minus aspernatur ea rem.,228681
CASE000858,FIR2026000858,Cyber Fraud,ST0051,OFF00481,Closed,High,2025-09-03,2024-12-17,Mangaluru,Mysuru,Ratione soluta veritatis voluptatum molestiae iure iure repellat ab incidunt culpa voluptas.,82828
CASE000859,FIR2026000859,Missing Person,ST0073,OFF00454,Pending,High,2024-07-23,2023-03-12,Hubballi,Belagavi,Nisi beatae excepturi dolore atque nihil ipsa.,672487
CASE000860,FIR2026000860,Kidnapping,ST0098,OFF00384,Open,Medium,2025-07-13,2023-11-28,Belagavi,Dakshina Kannada,Quos impedit autem eaque minima qui provident illo placeat.,250083
CASE000861,FIR2026000861,Drug Trafficking,ST0080,OFF00199,Pending,High,2024-09-08,2024-08-22,Mangaluru,Shivamogga,Exercitationem eos doloremque repellendus eius beatae ipsa necessitatibus placeat tempora distinctio vitae ipsum.,274079
CASE000862,FIR2026000862,UPI Fraud,ST0098,OFF00176,Open,Medium,2024-10-16,2024-04-16,Hubballi,Shivamogga,Commodi soluta accusantium perferendis ea expedita fugit perspiciatis quo nihil dolores.,895987
CASE000863,FIR2026000863,Online Scam,ST0067,OFF00438,Pending,Critical,2026-03-05,2024-05-27,Belagavi,Bengaluru Urban,Provident a aspernatur soluta alias vitae nihil aut libero eaque.,272169
CASE000864,FIR2026000864,Chain Snatching,ST0064,OFF00420,Closed,Critical,2025-08-19,2025-06-09,Bengaluru,Shivamogga,Mollitia assumenda consectetur accusantium recusandae iusto in aliquam quidem est officia.,319963
CASE000865,FIR2026000865,Missing Person,ST0051,OFF00054,Pending,Critical,2025-12-04,2024-11-26,Mysuru,Ballari,Minus vel ad doloribus nesciunt consectetur odit beatae perspiciatis quidem aperiam sunt voluptatum incidunt praesentium.,410350
CASE000866,FIR2026000866,Assault,ST0008,OFF00246,Open,Low,2026-04-15,2026-03-27,Tumakuru,Tumakuru,Culpa omnis suscipit quasi cum nemo labore.,94622
CASE000867,FIR2026000867,Missing Person,ST0057,OFF00450,Closed,Low,2026-03-15,2024-08-06,Ballari,Tumakuru,Eius consequatur iste velit beatae voluptatem aliquid similique porro doloremque ab recusandae repellat amet delectus hic.,637219
CASE000868,FIR2026000868,Online Scam,ST0087,OFF00397,Under Investigation,Medium,2025-09-04,2023-01-11,Tumakuru,Bengaluru Urban,Illum mollitia adipisci odio esse est veniam.,404781
CASE000869,FIR2026000869,ATM Fraud,ST0069,OFF00001,Closed,Critical,2026-03-28,2024-03-15,Tumakuru,Bengaluru Urban,Iste illum dicta quas praesentium sapiente eaque ea veniam assumenda labore consectetur nemo iste.,671547
CASE000870,FIR2026000870,Burglary,ST0065,OFF00239,Pending,High,2026-06-15,2025-02-13,Bengaluru,Belagavi,Veritatis harum sequi totam corrupti molestiae ut.,816386
CASE000871,FIR2026000871,UPI Fraud,ST0094,OFF00260,Under Investigation,High,2025-09-21,2024-08-24,Tumakuru,Tumakuru,Architecto minus dolorum pariatur voluptate libero distinctio dicta minus mollitia nemo deserunt iusto.,802092
CASE000872,FIR2026000872,UPI Fraud,ST0065,OFF00136,Closed,High,2024-08-04,2024-07-22,Belagavi,Dharwad,Ab asperiores vitae atque occaecati quos nulla alias quasi tempora cumque.,295456
CASE000873,FIR2026000873,UPI Fraud,ST0028,OFF00027,Open,High,2024-09-28,2023-01-21,Mangaluru,Dharwad,Suscipit quo recusandae illum ex labore reprehenderit quam qui sunt laborum corporis vel.,259649
CASE000874,FIR2026000874,Missing Person,ST0015,OFF00305,Open,Low,2024-08-30,2025-03-04,Hubballi,Dharwad,Molestiae at enim vitae ratione pariatur accusamus voluptatem odit rem beatae in soluta autem molestias porro.,375036
CASE000875,FIR2026000875,Chain Snatching,ST0064,OFF00498,Closed,Low,2025-11-27,2024-04-03,Mangaluru,Shivamogga,Velit dolore voluptatum necessitatibus adipisci officia corporis praesentium nobis eius provident in voluptas praesentium nemo.,184791
CASE000876,FIR2026000876,Assault,ST0079,OFF00434,Pending,Low,2025-08-09,2023-01-29,Shivamogga,Ballari,Accusantium accusamus sed sequi sequi tenetur sit.,890137
CASE000877,FIR2026000877,ATM Fraud,ST0077,OFF00224,Under Investigation,Medium,2025-03-15,2023-11-23,Hubballi,Bengaluru Urban,Quos dolores dolorum optio quam eos veritatis similique explicabo.,594541
CASE000878,FIR2026000878,Drug Trafficking,ST0069,OFF00193,Under Investigation,Low,2024-12-23,2023-04-08,Mysuru,Shivamogga,Eveniet tenetur neque voluptatibus nihil fuga culpa.,39879
CASE000879,FIR2026000879,Vehicle Theft,ST0077,OFF00120,Under Investigation,High,2023-08-21,2024-10-28,Shivamogga,Bengaluru Urban,Assumenda sequi laudantium odit commodi blanditiis aperiam quasi necessitatibus.,837983
CASE000880,FIR2026000880,Chain Snatching,ST0067,OFF00250,Under Investigation,Low,2026-06-02,2025-06-22,Tumakuru,Tumakuru,Assumenda ipsam reprehenderit at ipsum reiciendis consectetur cupiditate ullam dolores.,790704
CASE000881,FIR2026000881,Mobile Theft,ST0071,OFF00081,Closed,Critical,2025-02-12,2025-12-02,Mysuru,Mysuru,Recusandae asperiores nobis ut nihil quaerat atque iusto blanditiis.,964211
CASE000882,FIR2026000882,Kidnapping,ST0076,OFF00242,Closed,Medium,2024-12-03,2024-06-07,Hubballi,Mysuru,Optio dolorum amet enim similique repellendus ex temporibus pariatur quasi quia quibusdam.,974462
CASE000883,FIR2026000883,Identity Theft,ST0002,OFF00289,Under Investigation,High,2024-03-27,2023-07-17,Bengaluru,Bengaluru Urban,Commodi natus neque aliquid explicabo facere consectetur tempore quis facilis cumque maiores eum debitis.,777345
CASE000884,FIR2026000884,Kidnapping,ST0032,OFF00054,Open,High,2026-02-17,2025-06-07,Mysuru,Tumakuru,Facilis velit sapiente unde earum explicabo facilis atque aliquid doloremque error laudantium eum.,338315
CASE000885,FIR2026000885,Online Scam,ST0064,OFF00369,Pending,Critical,2025-11-15,2025-10-14,Ballari,Mysuru,Sapiente placeat nam possimus deserunt nemo quos alias error.,104833
CASE000886,FIR2026000886,ATM Fraud,ST0082,OFF00163,Open,Medium,2026-07-09,2025-09-12,Mangaluru,Shivamogga,Vel rerum ipsum voluptatem deleniti quisquam suscipit ducimus mollitia labore numquam temporibus.,928968
CASE000887,FIR2026000887,Online Scam,ST0017,OFF00398,Under Investigation,Low,2024-02-04,2025-07-06,Mysuru,Bengaluru Urban,Quod dolore deleniti quisquam ab culpa sed soluta.,961100
CASE000888,FIR2026000888,Drug Trafficking,ST0012,OFF00368,Closed,High,2024-07-05,2024-01-31,Belagavi,Tumakuru,Earum magni dolorem cupiditate aliquid ex blanditiis praesentium alias voluptate quod placeat.,485816
CASE000889,FIR2026000889,Murder,ST0078,OFF00090,Pending,Low,2025-08-03,2023-12-01,Tumakuru,Tumakuru,Modi quam totam repudiandae aut minus ipsa dolores numquam a.,15238
CASE000890,FIR2026000890,Burglary,ST0096,OFF00200,Pending,Low,2025-04-06,2023-05-17,Bengaluru,Mysuru,Eos incidunt cum amet esse ullam distinctio soluta pariatur deserunt molestias sequi rerum.,147397
CASE000891,FIR2026000891,Burglary,ST0045,OFF00487,Open,Medium,2026-05-14,2024-11-27,Ballari,Shivamogga,Nam excepturi error doloremque recusandae magni tempora laboriosam.,757855
CASE000892,FIR2026000892,UPI Fraud,ST0060,OFF00112,Pending,High,2026-06-07,2025-08-30,Mangaluru,Mysuru,Debitis beatae et doloribus deleniti totam rem magni eligendi sint doloribus totam maxime pariatur itaque.,702062
