suspect_id,case_id,citizen_id,role,arrest_status
SUS001635,CASE002493,CID004841,Unknown Suspect,Under Surveillance
SUS001636,CASE009857,CID009537,Unknown Suspect,Absconding
SUS001637,CASE003724,CID003394,Unknown Suspect,Arrested
SUS001638,CASE002226,CID000109,Unknown Suspect,Arrested
SUS001639,CASE009178,CID004623,Gang Member,Under Surveillance
SUS001640,CASE008873,CID007698,Accomplice,Under Surveillance
SUS001641,CASE006482,CID009794,Gang Member,Wanted
SUS001642,CASE007643,CID005066,Gang Member,Absconding
SUS001643,CASE001361,CID002153,Gang Member,Under Surveillance
SUS001644,CASE006620,CID006071,Gang Member,Absconding
SUS001645,CASE001092,CID004265,Unknown Suspect,Wanted
SUS001646,CASE008399,CID002065,Gang Member,Arrested
SUS001647,CASE005297,CID007651,Gang Member,Arrested
SUS001648,CASE005565,CID000173,Unknown Suspect,Absconding
SUS001649,CASE001164,CID004586,Unknown Suspect,Absconding
SUS001650,CASE003950,CID000622,Unknown Suspect,Arrested
SUS001651,CASE009400,CID000559,Unknown Suspect,Absconding
SUS001652,CASE008501,CID009834,Accomplice,Under Surveillance
SUS001653,CASE000894,CID000334,Gang Member,Wanted
SUS001654,CASE007082,CID000147,Gang Member,Under Surveillance
SUS001655,CASE003203,CID007050,Main Suspect,Arrested
SUS001656,CASE003127,CID000683,Gang Member,Wanted
SUS001657,CASE004186,CID007020,Gang Member,Wanted
SUS001658,CASE001135,CID000422,Gang Member,Wanted
SUS001659,CASE008390,CID008981,Accomplice,Under Surveillance
SUS001660,CASE008002,CID003381,Main Suspect,Arrested
SUS001661,CASE008708,CID000776,Accomplice,Wanted
SUS001662,CASE001849,CID007840,Main Suspect,Absconding
SUS001663,CASE007709,CID009848,Main Suspect,Absconding
SUS001664,CASE009725,CID000242,Unknown Suspect,Wanted
SUS001665,CASE005114,CID000374,Accomplice,Under Surveillance
SUS001666,CASE007527,CID001188,Main Suspect,Wanted
SUS001667,CASE005953,CID007986,Unknown Suspect,Wanted
SUS001668,CASE008977,CID004537,Gang Member,Wanted
SUS001669,CASE004483,CID007417,Main Suspect,Arrested
SUS001670,CASE001883,CID000741,Accomplice,Under Surveillance
SUS001671,CASE002107,CID006175,Main Suspect,Wanted
SUS001672,CASE004084,CID002013,Gang Member,Arrested
SUS001673,CASE001032,CID001155,Main Suspect,Under Surveillance
SUS001674,CASE006945,CID000056,Accomplice,Absconding
SUS001675,CASE007800,CID000421,Main Suspect,Under Surveillance
SUS001676,CASE005951,CID007180,Unknown Suspect,Arrested
SUS001677,CASE004191,CID000991,Accomplice,Arrested
SUS001678,CASE001876,CID000775,Main Suspect,Absconding
SUS001679,CASE005153,CID008819,Unknown Suspect,Absconding
SUS001680,CASE001984,CID008498,Unknown Suspect,Under Surveillance
SUS001681,CASE006910,CID000755,Unknown Suspect,Arrested
SUS001682,CASE004205,CID000007,Main Suspect,Under Surveillance
SUS001683,CASE001320,CID000276,Main Suspect,Arrested
SUS001684,CASE003344,CID000027,Unknown Suspect,Arrested
SUS001685,CASE006985,CID003582,Gang Member,Under Surveillance
SUS001686,CASE004136,CID006048,Accomplice,Absconding
SUS001687,CASE000302,CID007081,Unknown Suspect,Arrested
SUS001688,CASE003720,CID009524,Gang Member,Wanted
SUS001689,CASE009639,CID000645,Unknown Suspect,Wanted
SUS001690,CASE000484,CID002398,Unknown Suspect,Under Surveillance
SUS001691,CASE003278,CID000634,Gang Member,Wanted
SUS001692,CASE005281,CID008729,Gang Member,Under Surveillance
SUS001693,CASE002368,CID006880,Unknown Suspect,Arrested
SUS001694,CASE005120,CID007769,Unknown Suspect,Wanted
SUS001695,CASE001231,CID008325,Gang Member,Under Surveillance
SUS001696,CASE003147,CID000254,Accomplice,Arrested
SUS001697,CASE006392,CID001211,Main Suspect,Under Surveillance
SUS001698,CASE009658,CID002803,Unknown Suspect,Under Surveillance
SUS001699,CASE000805,CID006896,Accomplice,Under Surveillance
SUS001700,CASE003173,CID001802,Gang Member,Arrested
SUS001701,CASE006818,CID003388,Gang Member,Under Surveillance
SUS001702,CASE001001,CID002024,Gang Member,Wanted
SUS001703,CASE009848,CID005212,Main Suspect,Absconding
SUS001704,CASE000959,CID000657,Gang Member,Under Surveillance
SUS001705,CASE000331,CID000695,Accomplice,Arrested
SUS001706,CASE001413,CID002085,Accomplice,Under Surveillance
SUS001707,CASE007902,CID000638,Unknown Suspect,Absconding
SUS001708,CASE003085,CID000641,Accomplice,Under Surveillance
SUS001709,CASE000448,CID001240,Main Suspect,Under Surveillance
SUS001710,CASE005175,CID005386,Gang Member,Absconding
SUS001711,CASE004998,CID000356,Accomplice,Wanted
SUS001712,CASE002180,CID000454,Unknown Suspect,Absconding
SUS001713,CASE007256,CID002171,Unknown Suspect,Under Surveillance
SUS001714,CASE008165,CID000726,Main Suspect,Arrested
SUS001715,CASE000907,CID008111,Main Suspect,Arrested
SUS001716,CASE009001,CID008401,Unknown Suspect,Absconding
SUS001717,CASE008151,CID009833,Accomplice,Arrested
SUS001718,CASE008891,CID009734,Unknown Suspect,Absconding
SUS001719,CASE007862,CID000487,Accomplice,Under Surveillance
SUS001720,CASE001804,CID005746,Accomplice,Absconding
SUS001721,CASE001390,CID000718,Gang Member,Wanted
SUS001722,CASE009811,CID009834,Main Suspect,Wanted
SUS001723,CASE004204,CID000727,Gang Member,Absconding
SUS001724,CASE007684,CID000023,Main Suspect,Absconding
SUS001725,CASE008957,CID002505,Main Suspect,Absconding
SUS001726,CASE004245,CID000055,Unknown Suspect,Under Surveillance
SUS001727,CASE008946,CID000703,Main Suspect,Absconding
SUS001728,CASE001727,CID009010,Main Suspect,Wanted
SUS001729,CASE002508,CID000126,Accomplice,Wanted
SUS001730,CASE005672,CID008418,Unknown Suspect,Under Surveillance
SUS001731,CASE002059,CID002679,Main Suspect,Wanted
SUS001732,CASE001136,CID000465,Accomplice,Under Surveillance
SUS001733,CASE007408,CID005016,Main Suspect,Absconding
SUS001734,CASE006116,CID002994,Main Suspect,Arrested
SUS001735,CASE001109,CID004397,Gang Member,Under Surveillance
SUS001736,CASE000954,CID000380,Accomplice,Wanted
SUS001737,CASE002564,CID006349,Unknown Suspect,Arrested
SUS001738,CASE008348,CID000569,Main Suspect,Arrested
SUS001739,CASE002821,CID003145,Gang Member,Arrested
SUS001740,CASE005386,CID009270,Accomplice,Under Surveillance
SUS001741,CASE007276,CID009271,Accomplice,Wanted
SUS001742,CASE003272,CID000368,Main Suspect,Absconding
SUS001743,CASE009612,CID000673,Accomplice,Arrested
SUS001744,CASE006021,CID003775,Accomplice,Arrested
SUS001745,CASE003373,CID006615,Main Suspect,Under Surveillance
SUS001746,CASE006989,CID000176,Main Suspect,Wanted
SUS001747,CASE003378,CID003400,Unknown Suspect,Absconding
SUS001748,CASE009650,CID002943,Accomplice,Wanted
SUS001749,CASE008505,CID002549,Gang Member,Wanted
SUS001750,CASE008559,CID006578,Main Suspect,Under Surveillance
SUS001751,CASE003407,CID009006,Accomplice,Absconding
SUS001752,CASE000823,CID004768,Gang Member,Under Surveillance
SUS001753,CASE000440,CID005878,Main Suspect,Absconding
SUS001754,CASE007261,CID000707,Gang Member,Absconding
SUS001755,CASE002361,CID009243,Gang Member,Arrested
SUS001756,CASE000392,CID000458,Accomplice,Absconding
SUS001757,CASE009844,CID000542,Unknown Suspect,Under Surveillance
SUS001758,CASE003187,CID007550,Unknown Suspect,Absconding
SUS001759,CASE001144,CID004593,Main Suspect,Wanted
SUS001760,CASE003082,CID008522,Gang Member,Arrested
SUS001761,CASE000547,CID000548,Main Suspect,Arrested
SUS001762,CASE005374,CID000177,Gang Member,Wanted
SUS001763,CASE008995,CID000377,Gang Member,Wanted
SUS001764,CASE009986,CID008904,Gang Member,Wanted
SUS001765,CASE007307,CID006378,Accomplice,Wanted
SUS001766,CASE006532,CID007226,Accomplice,Under Surveillance
SUS001767,CASE002163,CID001696,Unknown Suspect,Under Surveillance
SUS001768,CASE007195,CID008929,Main Suspect,Under Surveillance
SUS001769,CASE008050,CID003881,Unknown Suspect,Under Surveillance
SUS001770,CASE001095,CID000672,Main Suspect,Arrested
SUS001771,CASE000348,CID001127,Main Suspect,Wanted
SUS001772,CASE009862,CID000040,Main Suspect,Wanted
SUS001773,CASE004456,CID005812,Main Suspect,Arrested
SUS001774,CASE003705,CID000058,Gang Member,Wanted
SUS001775,CASE007580,CID003930,Main Suspect,Absconding
SUS001776,CASE008330,CID004764,Accomplice,Under Surveillance
SUS001777,CASE008196,CID006461,Main Suspect,Under Surveillance
SUS001778,CASE007363,CID000477,Unknown Suspect,Arrested
SUS001779,CASE006574,CID007000,Main Suspect,Absconding
SUS001780,CASE005665,CID000395,Gang Member,Absconding
SUS001781,CASE004605,CID000511,Accomplice,Under Surveillance
SUS001782,CASE000687,CID000241,Main Suspect,Absconding
SUS001783,CASE008882,CID007537,Accomplice,Under Surveillance
SUS001784,CASE000370,CID005078,Unknown Suspect,Wanted
SUS001785,CASE007701,CID007746,Unknown Suspect,Wanted
SUS001786,CASE006791,CID007829,Main Suspect,Arrested
SUS001787,CASE004308,CID005135,Main Suspect,Arrested
SUS001788,CASE004816,CID003127,Gang Member,Under Surveillance
SUS001789,CASE009473,CID001303,Gang Member,Absconding
SUS001790,CASE004453,CID002094,Unknown Suspect,Under Surveillance
SUS001791,CASE001945,CID006877,Gang Member,Under Surveillance
SUS001792,CASE004422,CID000123,Main Suspect,Wanted
SUS001793,CASE002508,CID000645,Main Suspect,Arrested
SUS001794,CASE001865,CID001648,Main Suspect,Arrested
SUS001795,CASE006114,CID005868,Main Suspect,Arrested
SUS001796,CASE003471,CID005615,Gang Member,Arrested
SUS001797,CASE003737,CID006928,Accomplice,Wanted
SUS001798,CASE004007,CID009844,Unknown Suspect,Wanted
SUS001799,CASE005995,CID006681,Main Suspect,Arrested
SUS001800,CASE007885,CID000415,Main Suspect,Absconding
SUS001801,CASE000646,CID001419,Accomplice,Under Surveillance
SUS001802,CASE001137,CID000475,Unknown Suspect,Arrested
SUS001803,CASE008319,CID000049,Gang Member,Arrested
SUS001804,CASE006407,CID000292,Accomplice,Under Surveillance
SUS001805,CASE009762,CID009337,Gang Member,Under Surveillance
SUS001806,CASE009938,CID000341,Unknown Suspect,Arrested
SUS001807,CASE005824,CID000446,Unknown Suspect,Arrested
SUS001808,CASE006503,CID000560,Unknown Suspect,Under Surveillance
SUS001809,CASE006031,CID003731,Main Suspect,Wanted
SUS001810,CASE009890,CID005816,Main Suspect,Arrested
SUS001811,CASE007358,CID000657,Main Suspect,Arrested
SUS001812,CASE006768,CID002025,Gang Member,Absconding
SUS001813,CASE006661,CID001980,Accomplice,Absconding
SUS001814,CASE007158,CID005258,Unknown Suspect,Under Surveillance
SUS001815,CASE008948,CID000479,Unknown Suspect,Wanted
SUS001816,CASE001774,CID002621,Gang Member,Arrested
SUS001817,CASE008742,CID006448,Unknown Suspect,Absconding
SUS001818,CASE005955,CID008000,Main Suspect,Arrested
SUS001819,CASE007281,CID001320,Gang Member,Under Surveillance
SUS001820,CASE000286,CID001990,Accomplice,Absconding
SUS001821,CASE006852,CID002935,Accomplice,Arrested
SUS001822,CASE009361,CID000605,Unknown Suspect,Wanted
SUS001823,CASE008271,CID008796,Accomplice,Absconding
SUS001824,CASE000988,CID001799,Main Suspect,Absconding
SUS001825,CASE009834,CID000145,Gang Member,Absconding
SUS001826,CASE002824,CID000527,Gang Member,Under Surveillance
SUS001827,CASE001335,CID000713,Unknown Suspect,Arrested
SUS001828,CASE005650,CID008920,Accomplice,Arrested
SUS001829,CASE003321,CID000185,Main Suspect,Under Surveillance
SUS001830,CASE009904,CID000436,Gang Member,Absconding
SUS001831,CASE006796,CID005716,Gang Member,Under Surveillance
SUS001832,CASE000821,CID008927,Main Suspect,Arrested
SUS001833,CASE009444,CID000364,Unknown Suspect,Arrested
SUS001834,CASE006963,CID003964,Unknown Suspect,Wanted
SUS001835,CASE003271,CID000307,Gang Member,Wanted
SUS001836,CASE009971,CID000691,Main Suspect,Arrested
SUS001837,CASE001296,CID002524,Accomplice,Absconding
SUS001838,CASE000054,CID000484,Main Suspect,Under Surveillance
SUS001839,CASE002823,CID006084,Gang Member,Absconding
SUS001840,CASE007086,CID002516,Gang Member,Absconding
SUS001841,CASE006131,CID005026,Unknown Suspect,Under Surveillance
SUS001842,CASE005183,CID009622,Main Suspect,Arrested
SUS001843,CASE001183,CID005812,Main Suspect,Wanted
SUS001844,CASE006205,CID009363,Unknown Suspect,Arrested
SUS001845,CASE001233,CID007936,Unknown Suspect,Wanted
SUS001846,CASE000327,CID000374,Gang Member,Wanted
SUS001847,CASE004856,CID000323,Main Suspect,Under Surveillance
SUS001848,CASE006587,CID000145,Accomplice,Wanted
SUS001849,CASE009977,CID005162,Gang Member,Arrested
SUS001850,CASE008887,CID000051,Accomplice,Absconding
SUS001851,CASE000902,CID000077,Unknown Suspect,Under Surveillance
SUS001852,CASE009132,CID008629,Unknown Suspect,Arrested
SUS001853,CASE009104,CID000736,Unknown Suspect,Wanted
SUS001854,CASE008387,CID006657,Main Suspect,Absconding
SUS001855,CASE008555,CID001367,Accomplice,Wanted
SUS001856,CASE003582,CID000890,Main Suspect,Wanted
SUS001857,CASE006314,CID001786,Unknown Suspect,Absconding
SUS001858,CASE006727,CID000420,Unknown Suspect,Arrested
SUS001859,CASE002192,CID009928,Main Suspect,Under Surveillance
SUS001860,CASE000052,CID007870,Accomplice,Absconding
SUS001861,CASE003363,CID005129,Unknown Suspect,Under Surveillance
SUS001862,CASE007066,CID000695,Unknown Suspect,Arrested
SUS001863,CASE002616,CID006373,Gang Member,Absconding
SUS001864,CASE003998,CID007655,Unknown Suspect,Under Surveillance
SUS001865,CASE008359,CID009165,Unknown Suspect,Absconding
SUS001866,CASE001305,CID001471,Gang Member,Under Surveillance
SUS001867,CASE004808,CID000093,Unknown Suspect,Absconding
SUS001868,CASE006053,CID000351,Accomplice,Arrested
SUS001869,CASE009998,CID005000,Accomplice,Wanted
SUS001870,CASE005164,CID007242,Gang Member,Under Surveillance
SUS001871,CASE009112,CID003929,Unknown Suspect,Wanted
SUS001872,CASE000209,CID009280,Unknown Suspect,Absconding
SUS001873,CASE000256,CID000647,Gang Member,Absconding
SUS001874,CASE006314,CID004494,Unknown Suspect,Under Surveillance
SUS001875,CASE003907,CID002751,Gang Member,Under Surveillance
SUS001876,CASE000125,CID004100,Gang Member,Absconding
SUS001877,CASE000746,CID005673,Gang Member,Arrested
SUS001878,CASE000315,CID000557,Gang Member,Under Surveillance
SUS001879,CASE003877,CID005357,Main Suspect,Wanted
SUS001880,CASE005718,CID000135,Gang Member,Wanted
SUS001881,CASE004482,CID008963,Main Suspect,Absconding
SUS001882,CASE007930,CID004747,Gang Member,Arrested
SUS001883,CASE009815,CID005312,Gang Member,Arrested
SUS001884,CASE000948,CID005545,Accomplice,Under Surveillance
SUS001885,CASE004883,CID009289,Gang Member,Absconding
SUS001886,CASE001840,CID003719,Main Suspect,Arrested
SUS001887,CASE006281,CID008447,Unknown Suspect,Under Surveillance
SUS001888,CASE003825,CID000310,Main Suspect,Arrested
SUS001889,CASE002931,CID007568,Gang Member,Wanted
SUS001890,CASE002211,CID003422,Unknown Suspect,Absconding
SUS001891,CASE009225,CID006081,Accomplice,Arrested
SUS001892,CASE006259,CID008508,Unknown Suspect,Wanted
SUS001893,CASE006875,CID007539,Accomplice,Arrested
SUS001894,CASE001362,CID008757,Main Suspect,Arrested
SUS001895,CASE007770,CID000570,Unknown Suspect,Wanted
SUS001896,CASE002465,CID000676,Unknown Suspect,Arrested
SUS001897,CASE007194,CID004730,Unknown Suspect,Arrested
SUS001898,CASE001342,CID002359,Unknown Suspect,Absconding
SUS001899,CASE001518,CID000787,Main Suspect,Wanted
SUS001900,CASE007267,CID000150,Accomplice,Under Surveillance
SUS001901,CASE004465,CID002662,Accomplice,Wanted
SUS001902,CASE008388,CID007936,Gang Member,Arrested
SUS001903,CASE008495,CID000533,Main Suspect,Under Surveillance
SUS001904,CASE003641,CID009001,Unknown Suspect,Under Surveillance
SUS001905,CASE005025,CID006479,Unknown Suspect,Arrested
SUS001906,CASE000913,CID009426,Unknown Suspect,Under Surveillance
SUS001907,CASE004828,CID003662,Accomplice,Under Surveillance
SUS001908,CASE006497,CID007251,Gang Member,Wanted
SUS001909,CASE006503,CID002047,Main Suspect,Wanted
SUS001910,CASE002275,CID006947,Main Suspect,Under Surveillance
SUS001911,CASE001484,CID005075,Accomplice,Under Surveillance
SUS001912,CASE004536,CID002028,Main Suspect,Wanted
SUS001913,CASE003293,CID004673,Unknown Suspect,Under Surveillance
SUS001914,CASE004995,CID000414,Gang Member,Under Surveillance
SUS001915,CASE004383,CID000707,Unknown Suspect,Wanted
SUS001916,CASE002452,CID005733,Accomplice,Absconding
SUS001917,CASE006937,CID001576,Main Suspect,Under Surveillance
SUS001918,CASE001959,CID002303,Unknown Suspect,Absconding
SUS001919,CASE000825,CID000473,Accomplice,Absconding
SUS001920,CASE008718,CID000562,Unknown Suspect,Wanted
SUS001921,CASE008379,CID001404,Unknown Suspect,Absconding
SUS001922,CASE004240,CID002197,Accomplice,Absconding
SUS001923,CASE008904,CID002600,Unknown Suspect,Wanted
SUS001924,CASE005790,CID004766,Gang Member,Under Surveillance
SUS001925,CASE004343,CID006678,Accomplice,Arrested
SUS001926,CASE006235,CID000322,Gang Member,Arrested
SUS001927,CASE009714,CID002621,Accomplice,Absconding
SUS001928,CASE002407,CID009348,Main Suspect,Wanted
SUS001929,CASE006104,CID005538,Accomplice,Wanted
SUS001930,CASE000412,CID000221,Accomplice,Wanted
SUS001931,CASE001826,CID008045,Gang Member,Arrested
SUS001932,CASE007837,CID000753,Unknown Suspect,Under Surveillance
SUS001933,CASE007372,CID006671,Unknown Suspect,Under Surveillance
SUS001934,CASE000198,CID005293,Unknown Suspect,Arrested
SUS001935,CASE005566,CID006590,Accomplice,Arrested
SUS001936,CASE008386,CID000720,Main Suspect,Wanted
SUS001937,CASE003700,CID008888,Gang Member,Absconding
SUS001938,CASE007866,CID001304,Main Suspect,Under Surveillance
SUS001939,CASE000198,CID006247,Gang Member,Absconding
SUS001940,CASE005469,CID005134,Unknown Suspect,Arrested
SUS001941,CASE007339,CID009881,Unknown Suspect,Wanted
SUS001942,CASE006514,CID000635,Accomplice,Absconding
SUS001943,CASE002658,CID004612,Unknown Suspect,Under Surveillance
SUS001944,CASE006279,CID002291,Gang Member,Absconding
SUS001945,CASE005400,CID006465,Main Suspect,Under Surveillance
SUS001946,CASE004801,CID002001,Unknown Suspect,Absconding
SUS001947,CASE001864,CID001295,Unknown Suspect,Under Surveillance
SUS001948,CASE000999,CID004269,Accomplice,Absconding
SUS001949,CASE002780,CID000087,Main Suspect,Absconding
SUS001950,CASE004154,CID006291,Main Suspect,Under Surveillance
SUS001951,CASE003382,CID000033,Unknown Suspect,Wanted
SUS001952,CASE000936,CID000102,Unknown Suspect,Under Surveillance
SUS001953,CASE007220,CID000046,Unknown Suspect,Under Surveillance
SUS001954,CASE003366,CID008578,Main Suspect,Wanted
SUS001955,CASE007238,CID000075,Accomplice,Under Surveillance
SUS001956,CASE007926,CID008857,Unknown Suspect,Absconding
SUS001957,CASE001280,CID007093,Gang Member,Wanted
SUS001958,CASE002792,CID006263,Unknown Suspect,Wanted
SUS001959,CASE003731,CID001103,Unknown Suspect,Under Surveillance
SUS001960,CASE003666,CID002227,Gang Member,Wanted
SUS001961,CASE002440,CID008779,Accomplice,Wanted
SUS001962,CASE009481,CID009990,Gang Member,Wanted
SUS001963,CASE004079,CID009483,Unknown Suspect,Under Surveillance
SUS001964,CASE003960,CID000461,Accomplice,Under Surveillance
SUS001965,CASE002498,CID005657,Unknown Suspect,Absconding
SUS001966,CASE003031,CID000348,Main Suspect,Under Surveillance
SUS001967,CASE005280,CID006592,Accomplice,Under Surveillance
SUS001968,CASE004917,CID008158,Main Suspect,Wanted
SUS001969,CASE001867,CID001185,Unknown Suspect,Wanted
SUS001970,CASE005993,CID000235,Gang Member,Arrested
SUS001971,CASE003169,CID008644,Main Suspect,Arrested
SUS001972,CASE002979,CID003847,Accomplice,Absconding
SUS001973,CASE002058,CID009565,Gang Member,Wanted
SUS001974,CASE005964,CID000380,Gang Member,Absconding
SUS001975,CASE004812,CID000113,Main Suspect,Arrested
