ActCode,ActDescription,ShortName,Active
A19789,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19790,POCSO Act,POCSO,True
A19791,POCSO Act,POCSO,True
A19792,NDPS Act,NDPS,False
A19793,Arms Act,Arms Act,True
A19794,"Indian Penal Code, 1860",IPC,True
A19795,POCSO Act,POCSO,True
A19796,"Motor Vehicles Act, 1988",MV Act,True
A19797,Arms Act,Arms Act,True
A19798,Arms Act,Arms Act,True
A19799,"Information Technology Act, 2000",IT Act,True
A19800,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19801,"Motor Vehicles Act, 1988",MV Act,True
A19802,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19803,"Information Technology Act, 2000",IT Act,True
A19804,Arms Act,Arms Act,True
A19805,NDPS Act,NDPS,True
A19806,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19807,"Indian Penal Code, 1860",IPC,True
A19808,"Information Technology Act, 2000",IT Act,True
A19809,"Indian Penal Code, 1860",IPC,True
A19810,POCSO Act,POCSO,True
A19811,Arms Act,Arms Act,True
A19812,POCSO Act,POCSO,True
A19813,NDPS Act,NDPS,True
A19814,Arms Act,Arms Act,True
A19815,"Motor Vehicles Act, 1988",MV Act,False
A19816,"Information Technology Act, 2000",IT Act,True
A19817,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19818,"Motor Vehicles Act, 1988",MV Act,True
A19819,Arms Act,Arms Act,True
A19820,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19821,NDPS Act,NDPS,True
A19822,"Motor Vehicles Act, 1988",MV Act,True
A19823,NDPS Act,NDPS,True
A19824,NDPS Act,NDPS,True
A19825,"Indian Penal Code, 1860",IPC,True
A19826,"Indian Penal Code, 1860",IPC,True
A19827,POCSO Act,POCSO,True
A19828,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19829,POCSO Act,POCSO,True
A19830,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19831,Arms Act,Arms Act,True
A19832,NDPS Act,NDPS,True
A19833,"Indian Penal Code, 1860",IPC,True
A19834,NDPS Act,NDPS,True
A19835,POCSO Act,POCSO,True
A19836,"Indian Penal Code, 1860",IPC,True
A19837,"Motor Vehicles Act, 1988",MV Act,True
A19838,Arms Act,Arms Act,True
A19839,"Indian Penal Code, 1860",IPC,True
A19840,POCSO Act,POCSO,True
A19841,NDPS Act,NDPS,False
A19842,Arms Act,Arms Act,True
A19843,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A19844,"Information Technology Act, 2000",IT Act,True
A19845,Arms Act,Arms Act,True
A19846,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19847,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19848,"Information Technology Act, 2000",IT Act,True
A19849,"Motor Vehicles Act, 1988",MV Act,True
A19850,"Indian Penal Code, 1860",IPC,True
A19851,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19852,"Information Technology Act, 2000",IT Act,True
A19853,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19854,POCSO Act,POCSO,True
A19855,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19856,"Indian Penal Code, 1860",IPC,True
A19857,"Motor Vehicles Act, 1988",MV Act,True
A19858,"Motor Vehicles Act, 1988",MV Act,True
A19859,"Information Technology Act, 2000",IT Act,False
A19860,POCSO Act,POCSO,True
A19861,POCSO Act,POCSO,True
A19862,"Indian Penal Code, 1860",IPC,False
A19863,"Information Technology Act, 2000",IT Act,True
A19864,"Motor Vehicles Act, 1988",MV Act,True
A19865,"Information Technology Act, 2000",IT Act,True
A19866,POCSO Act,POCSO,True
A19867,Arms Act,Arms Act,True
A19868,NDPS Act,NDPS,True
A19869,"Motor Vehicles Act, 1988",MV Act,True
A19870,"Indian Penal Code, 1860",IPC,True
A19871,Arms Act,Arms Act,True
A19872,"Motor Vehicles Act, 1988",MV Act,True
A19873,NDPS Act,NDPS,True
A19874,"Information Technology Act, 2000",IT Act,True
A19875,"Motor Vehicles Act, 1988",MV Act,True
A19876,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19877,"Information Technology Act, 2000",IT Act,True
A19878,"Indian Penal Code, 1860",IPC,True
A19879,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19880,"Motor Vehicles Act, 1988",MV Act,True
A19881,"Information Technology Act, 2000",IT Act,True
A19882,"Indian Penal Code, 1860",IPC,True
A19883,Arms Act,Arms Act,True
A19884,NDPS Act,NDPS,True
A19885,Arms Act,Arms Act,True
A19886,"Information Technology Act, 2000",IT Act,True
A19887,"Indian Penal Code, 1860",IPC,True
A19888,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19889,"Information Technology Act, 2000",IT Act,True
A19890,POCSO Act,POCSO,True
A19891,"Information Technology Act, 2000",IT Act,True
A19892,"Information Technology Act, 2000",IT Act,True
A19893,"Information Technology Act, 2000",IT Act,False
A19894,"Information Technology Act, 2000",IT Act,True
A19895,"Indian Penal Code, 1860",IPC,True
A19896,"Indian Penal Code, 1860",IPC,True
A19897,"Indian Penal Code, 1860",IPC,True
A19898,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19899,Arms Act,Arms Act,True
A19900,NDPS Act,NDPS,True
A19901,NDPS Act,NDPS,True
A19902,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19903,NDPS Act,NDPS,True
A19904,Arms Act,Arms Act,True
A19905,"Motor Vehicles Act, 1988",MV Act,True
A19906,Arms Act,Arms Act,True
A19907,POCSO Act,POCSO,True
A19908,"Indian Penal Code, 1860",IPC,True
A19909,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19910,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19911,POCSO Act,POCSO,True
A19912,Arms Act,Arms Act,False
A19913,Arms Act,Arms Act,False
A19914,POCSO Act,POCSO,True
A19915,POCSO Act,POCSO,True
A19916,POCSO Act,POCSO,True
A19917,Arms Act,Arms Act,True
A19918,"Information Technology Act, 2000",IT Act,True
A19919,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19920,"Indian Penal Code, 1860",IPC,True
A19921,"Information Technology Act, 2000",IT Act,True
A19922,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19923,POCSO Act,POCSO,True
A19924,Arms Act,Arms Act,True
A19925,POCSO Act,POCSO,True
A19926,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19927,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19928,NDPS Act,NDPS,True
A19929,"Indian Penal Code, 1860",IPC,True
A19930,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19931,POCSO Act,POCSO,False
A19932,Arms Act,Arms Act,True
A19933,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19934,POCSO Act,POCSO,True
A19935,Arms Act,Arms Act,True
A19936,"Indian Penal Code, 1860",IPC,True
A19937,"Indian Penal Code, 1860",IPC,True
A19938,NDPS Act,NDPS,True
A19939,"Indian Penal Code, 1860",IPC,True
A19940,POCSO Act,POCSO,True
A19941,"Motor Vehicles Act, 1988",MV Act,True
A19942,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19943,"Information Technology Act, 2000",IT Act,True
A19944,"Motor Vehicles Act, 1988",MV Act,True
A19945,"Motor Vehicles Act, 1988",MV Act,True
A19946,NDPS Act,NDPS,True
A19947,"Indian Penal Code, 1860",IPC,True
A19948,POCSO Act,POCSO,True
A19949,NDPS Act,NDPS,True
A19950,"Indian Penal Code, 1860",IPC,True
A19951,"Information Technology Act, 2000",IT Act,True
A19952,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19953,"Motor Vehicles Act, 1988",MV Act,True
A19954,"Motor Vehicles Act, 1988",MV Act,True
A19955,"Indian Penal Code, 1860",IPC,True
A19956,POCSO Act,POCSO,True
A19957,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19958,Arms Act,Arms Act,True
A19959,NDPS Act,NDPS,True
A19960,Arms Act,Arms Act,True
A19961,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19962,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19963,"Information Technology Act, 2000",IT Act,True
A19964,NDPS Act,NDPS,True
A19965,Arms Act,Arms Act,True
A19966,"Information Technology Act, 2000",IT Act,False
A19967,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A19968,"Indian Penal Code, 1860",IPC,True
A19969,"Motor Vehicles Act, 1988",MV Act,True
A19970,Arms Act,Arms Act,True
A19971,"Information Technology Act, 2000",IT Act,True
A19972,POCSO Act,POCSO,True
A19973,"Indian Penal Code, 1860",IPC,True
A19974,Arms Act,Arms Act,True
A19975,"Motor Vehicles Act, 1988",MV Act,True
A19976,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19977,"Indian Penal Code, 1860",IPC,True
A19978,"Indian Penal Code, 1860",IPC,True
A19979,Arms Act,Arms Act,True
A19980,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19981,Arms Act,Arms Act,True
A19982,"Information Technology Act, 2000",IT Act,True
A19983,"Motor Vehicles Act, 1988",MV Act,True
A19984,"Motor Vehicles Act, 1988",MV Act,True
A19985,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19986,"Motor Vehicles Act, 1988",MV Act,True
A19987,"Motor Vehicles Act, 1988",MV Act,True
A19988,Arms Act,Arms Act,False
A19989,NDPS Act,NDPS,True
A19990,"Indian Penal Code, 1860",IPC,True
A19991,POCSO Act,POCSO,True
A19992,"Information Technology Act, 2000",IT Act,True
A19993,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19994,NDPS Act,NDPS,True
A19995,"Indian Penal Code, 1860",IPC,True
A19996,POCSO Act,POCSO,True
A19997,"Indian Penal Code, 1860",IPC,True
A19998,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19999,"Information Technology Act, 2000",IT Act,True
A20000,"Indian Penal Code, 1860",IPC,True
A20001,NDPS Act,NDPS,True
A20002,POCSO Act,POCSO,True
A20003,"Information Technology Act, 2000",IT Act,False
A20004,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20005,Arms Act,Arms Act,True
A20006,POCSO Act,POCSO,True
A20007,NDPS Act,NDPS,True
A20008,POCSO Act,POCSO,True
A20009,"Information Technology Act, 2000",IT Act,True
A20010,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20011,"Motor Vehicles Act, 1988",MV Act,True
A20012,"Indian Penal Code, 1860",IPC,True
A20013,"Information Technology Act, 2000",IT Act,True
A20014,"Information Technology Act, 2000",IT Act,False
A20015,"Information Technology Act, 2000",IT Act,True
A20016,"Indian Penal Code, 1860",IPC,True
A20017,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20018,"Information Technology Act, 2000",IT Act,True
A20019,"Motor Vehicles Act, 1988",MV Act,True
A20020,Arms Act,Arms Act,True
A20021,"Motor Vehicles Act, 1988",MV Act,False
A20022,POCSO Act,POCSO,True
A20023,POCSO Act,POCSO,True
A20024,"Motor Vehicles Act, 1988",MV Act,True
A20025,"Information Technology Act, 2000",IT Act,True
A20026,Arms Act,Arms Act,True
A20027,Arms Act,Arms Act,True
A20028,"Information Technology Act, 2000",IT Act,True
A20029,"Information Technology Act, 2000",IT Act,True
A20030,"Information Technology Act, 2000",IT Act,True
A20031,Arms Act,Arms Act,True
A20032,"Indian Penal Code, 1860",IPC,True
A20033,NDPS Act,NDPS,True
A20034,"Information Technology Act, 2000",IT Act,True
A20035,"Indian Penal Code, 1860",IPC,True
A20036,"Indian Penal Code, 1860",IPC,True
A20037,POCSO Act,POCSO,True
A20038,"Indian Penal Code, 1860",IPC,True
A20039,POCSO Act,POCSO,True
A20040,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20041,Arms Act,Arms Act,True
A20042,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20043,NDPS Act,NDPS,True
A20044,NDPS Act,NDPS,True
A20045,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20046,NDPS Act,NDPS,True
A20047,"Information Technology Act, 2000",IT Act,True
A20048,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20049,"Motor Vehicles Act, 1988",MV Act,True
A20050,"Motor Vehicles Act, 1988",MV Act,True
A20051,"Motor Vehicles Act, 1988",MV Act,False
A20052,"Information Technology Act, 2000",IT Act,True
A20053,"Indian Penal Code, 1860",IPC,True
A20054,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20055,"Indian Penal Code, 1860",IPC,True
A20056,"Indian Penal Code, 1860",IPC,True
A20057,POCSO Act,POCSO,True
A20058,Arms Act,Arms Act,True
A20059,POCSO Act,POCSO,True
A20060,"Indian Penal Code, 1860",IPC,True
A20061,"Information Technology Act, 2000",IT Act,True
A20062,POCSO Act,POCSO,True
A20063,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20064,"Motor Vehicles Act, 1988",MV Act,True
A20065,POCSO Act,POCSO,True
A20066,"Motor Vehicles Act, 1988",MV Act,True
A20067,Arms Act,Arms Act,True
A20068,NDPS Act,NDPS,True
A20069,POCSO Act,POCSO,True
A20070,NDPS Act,NDPS,True
A20071,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20072,"Motor Vehicles Act, 1988",MV Act,True
A20073,Arms Act,Arms Act,True
A20074,"Information Technology Act, 2000",IT Act,True
A20075,"Indian Penal Code, 1860",IPC,True
A20076,"Indian Penal Code, 1860",IPC,True
A20077,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20078,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20079,POCSO Act,POCSO,True
A20080,Arms Act,Arms Act,True
A20081,"Indian Penal Code, 1860",IPC,True
A20082,Arms Act,Arms Act,True
A20083,"Indian Penal Code, 1860",IPC,True
A20084,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20085,"Motor Vehicles Act, 1988",MV Act,True
A20086,NDPS Act,NDPS,True
A20087,"Motor Vehicles Act, 1988",MV Act,True
A20088,POCSO Act,POCSO,True
A20089,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20090,Arms Act,Arms Act,True
A20091,"Indian Penal Code, 1860",IPC,True
A20092,NDPS Act,NDPS,True
A20093,"Motor Vehicles Act, 1988",MV Act,False
A20094,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20095,"Information Technology Act, 2000",IT Act,False
A20096,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20097,"Information Technology Act, 2000",IT Act,False
A20098,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20099,Arms Act,Arms Act,True
A20100,POCSO Act,POCSO,True
A20101,"Indian Penal Code, 1860",IPC,True
A20102,POCSO Act,POCSO,True
A20103,Arms Act,Arms Act,True
A20104,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20105,"Indian Penal Code, 1860",IPC,True
A20106,Arms Act,Arms Act,True
A20107,"Motor Vehicles Act, 1988",MV Act,True
A20108,Arms Act,Arms Act,True
A20109,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20110,"Motor Vehicles Act, 1988",MV Act,True
A20111,Arms Act,Arms Act,True
A20112,"Information Technology Act, 2000",IT Act,True
A20113,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20114,"Indian Penal Code, 1860",IPC,True
A20115,"Motor Vehicles Act, 1988",MV Act,True
A20116,NDPS Act,NDPS,True
A20117,POCSO Act,POCSO,True
A20118,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20119,"Motor Vehicles Act, 1988",MV Act,True
A20120,"Indian Penal Code, 1860",IPC,True
A20121,"Indian Penal Code, 1860",IPC,True
A20122,"Information Technology Act, 2000",IT Act,True
A20123,POCSO Act,POCSO,True
A20124,"Information Technology Act, 2000",IT Act,True
A20125,"Motor Vehicles Act, 1988",MV Act,True
A20126,"Information Technology Act, 2000",IT Act,True
A20127,POCSO Act,POCSO,True
A20128,POCSO Act,POCSO,True
A20129,NDPS Act,NDPS,True
A20130,Arms Act,Arms Act,True
A20131,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20132,NDPS Act,NDPS,True
A20133,"Motor Vehicles Act, 1988",MV Act,False
A20134,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20135,Arms Act,Arms Act,True
A20136,NDPS Act,NDPS,True
A20137,NDPS Act,NDPS,True
A20138,"Information Technology Act, 2000",IT Act,True
A20139,"Indian Penal Code, 1860",IPC,True
A20140,"Information Technology Act, 2000",IT Act,True
A20141,"Information Technology Act, 2000",IT Act,True
A20142,Arms Act,Arms Act,True
A20143,Arms Act,Arms Act,True
A20144,Arms Act,Arms Act,True
A20145,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20146,"Motor Vehicles Act, 1988",MV Act,True
A20147,"Information Technology Act, 2000",IT Act,True
A20148,"Indian Penal Code, 1860",IPC,True
A20149,Arms Act,Arms Act,True
A20150,POCSO Act,POCSO,True
A20151,Arms Act,Arms Act,True
A20152,POCSO Act,POCSO,True
A20153,"Motor Vehicles Act, 1988",MV Act,True
A20154,"Indian Penal Code, 1860",IPC,True
A20155,"Indian Penal Code, 1860",IPC,True
A20156,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20157,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20158,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20159,"Motor Vehicles Act, 1988",MV Act,True
A20160,"Information Technology Act, 2000",IT Act,True
A20161,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20162,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20163,POCSO Act,POCSO,True
A20164,Arms Act,Arms Act,True
A20165,POCSO Act,POCSO,True
A20166,"Motor Vehicles Act, 1988",MV Act,True
A20167,"Information Technology Act, 2000",IT Act,True
A20168,"Indian Penal Code, 1860",IPC,True
A20169,POCSO Act,POCSO,True
A20170,Arms Act,Arms Act,True
A20171,Arms Act,Arms Act,False
A20172,"Motor Vehicles Act, 1988",MV Act,True
A20173,Arms Act,Arms Act,True
A20174,"Information Technology Act, 2000",IT Act,True
A20175,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20176,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20177,"Indian Penal Code, 1860",IPC,True
A20178,"Motor Vehicles Act, 1988",MV Act,False
A20179,POCSO Act,POCSO,True
A20180,Arms Act,Arms Act,True
A20181,NDPS Act,NDPS,True
A20182,"Information Technology Act, 2000",IT Act,True
A20183,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20184,"Information Technology Act, 2000",IT Act,True
A20185,POCSO Act,POCSO,True
A20186,"Indian Penal Code, 1860",IPC,True
A20187,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20188,Arms Act,Arms Act,True
A20189,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20190,POCSO Act,POCSO,True
A20191,NDPS Act,NDPS,True
A20192,NDPS Act,NDPS,True
A20193,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20194,NDPS Act,NDPS,True
A20195,"Indian Penal Code, 1860",IPC,True
A20196,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20197,POCSO Act,POCSO,True
A20198,NDPS Act,NDPS,True
A20199,"Indian Penal Code, 1860",IPC,True
A20200,"Indian Penal Code, 1860",IPC,True
A20201,Arms Act,Arms Act,True
A20202,Arms Act,Arms Act,True
A20203,"Indian Penal Code, 1860",IPC,True
A20204,"Indian Penal Code, 1860",IPC,True
A20205,NDPS Act,NDPS,True
A20206,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20207,"Indian Penal Code, 1860",IPC,True
A20208,"Indian Penal Code, 1860",IPC,True
A20209,"Motor Vehicles Act, 1988",MV Act,True
A20210,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20211,POCSO Act,POCSO,True
A20212,"Indian Penal Code, 1860",IPC,True
A20213,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20214,"Information Technology Act, 2000",IT Act,True
A20215,Arms Act,Arms Act,True
A20216,POCSO Act,POCSO,True
A20217,"Motor Vehicles Act, 1988",MV Act,True
A20218,"Indian Penal Code, 1860",IPC,True
A20219,Arms Act,Arms Act,False
A20220,POCSO Act,POCSO,True
A20221,POCSO Act,POCSO,True
A20222,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20223,NDPS Act,NDPS,True
A20224,Arms Act,Arms Act,True
A20225,NDPS Act,NDPS,True
A20226,Arms Act,Arms Act,True
A20227,"Indian Penal Code, 1860",IPC,True
A20228,"Motor Vehicles Act, 1988",MV Act,True
A20229,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20230,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20231,NDPS Act,NDPS,True
A20232,"Motor Vehicles Act, 1988",MV Act,True
A20233,"Indian Penal Code, 1860",IPC,True
A20234,"Motor Vehicles Act, 1988",MV Act,False
A20235,"Information Technology Act, 2000",IT Act,True
A20236,POCSO Act,POCSO,True
A20237,Arms Act,Arms Act,True
A20238,Arms Act,Arms Act,True
A20239,POCSO Act,POCSO,True
A20240,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20241,NDPS Act,NDPS,True
A20242,"Information Technology Act, 2000",IT Act,True
A20243,"Information Technology Act, 2000",IT Act,True
A20244,"Motor Vehicles Act, 1988",MV Act,True
A20245,NDPS Act,NDPS,True
A20246,"Motor Vehicles Act, 1988",MV Act,True
A20247,POCSO Act,POCSO,True
A20248,"Indian Penal Code, 1860",IPC,True
A20249,Arms Act,Arms Act,True
A20250,POCSO Act,POCSO,True
A20251,NDPS Act,NDPS,True
A20252,"Indian Penal Code, 1860",IPC,True
A20253,POCSO Act,POCSO,True
A20254,NDPS Act,NDPS,True
A20255,Arms Act,Arms Act,True
A20256,NDPS Act,NDPS,True
A20257,"Indian Penal Code, 1860",IPC,True
A20258,Arms Act,Arms Act,True
A20259,POCSO Act,POCSO,True
A20260,"Indian Penal Code, 1860",IPC,True
A20261,"Indian Penal Code, 1860",IPC,True
A20262,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20263,"Indian Penal Code, 1860",IPC,True
A20264,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20265,"Motor Vehicles Act, 1988",MV Act,True
A20266,NDPS Act,NDPS,True
A20267,"Information Technology Act, 2000",IT Act,True
A20268,"Motor Vehicles Act, 1988",MV Act,True
A20269,"Information Technology Act, 2000",IT Act,True
A20270,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20271,"Motor Vehicles Act, 1988",MV Act,True
A20272,"Indian Penal Code, 1860",IPC,True
A20273,"Information Technology Act, 2000",IT Act,True
A20274,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20275,NDPS Act,NDPS,True
A20276,POCSO Act,POCSO,True
A20277,"Indian Penal Code, 1860",IPC,True
A20278,"Information Technology Act, 2000",IT Act,False
A20279,Arms Act,Arms Act,True
A20280,Arms Act,Arms Act,True
A20281,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A20282,NDPS Act,NDPS,True
A20283,POCSO Act,POCSO,True
A20284,"Indian Penal Code, 1860",IPC,True
A20285,Arms Act,Arms Act,True
