note_id,case_id,officer_id,note
NOTE001228,CASE008030,OFF00274,Delectus odio culpa quo quos ratione excepturi. Perspiciatis rerum illo doloremque assumenda doloremque.
NOTE001229,CASE002960,OFF00282,Provident libero doloremque soluta id. Suscipit adipisci voluptas perspiciatis.
NOTE001230,CASE009918,OFF00102,Fugiat consequatur consequatur temporibus commodi ipsum asperiores. Quaerat cupiditate accusamus.
NOTE001231,CASE001508,OFF00258,Harum quasi veritatis fuga libero perferendis.
NOTE001232,CASE007097,OFF00397,Doloremque numquam consequatur officiis. Suscipit saepe vel officiis harum voluptas.
NOTE001233,CASE002501,OFF00113,Repellendus commodi quam voluptatem dicta facere iste. Quibusdam aut aliquid tenetur hic omnis delectus.
NOTE001234,CASE007597,OFF00278,Tempore magnam itaque quidem dicta sapiente deleniti aliquam.
NOTE001235,CASE001192,OFF00168,Nihil dolorem dignissimos magni sapiente dignissimos. Repellat accusamus illum dolorem.
NOTE001236,CASE007886,OFF00091,Sequi maiores eveniet tempore.
NOTE001237,CASE007314,OFF00092,Accusantium eos ex dolorum pariatur magnam.
NOTE001238,CASE006386,OFF00218,Ipsam ad neque exercitationem ab. Sint placeat repellendus dolorem vel perferendis et.
NOTE001239,CASE001418,OFF00265,Eum iste mollitia debitis totam est excepturi eveniet. Voluptatum ipsa ducimus provident adipisci qui iste.
NOTE001240,CASE006734,OFF00092,Esse dolore quae animi odio. Excepturi quas cupiditate natus aspernatur architecto.
NOTE001241,CASE007568,OFF00498,Suscipit inventore voluptate tenetur debitis deserunt.
NOTE001242,CASE005602,OFF00293,Recusandae quam quaerat distinctio deleniti.
NOTE001243,CASE008948,OFF00131,Earum eos voluptas illo voluptatum.
NOTE001244,CASE001304,OFF00258,Mollitia veritatis nihil. Aut veniam tempore minus minima tempora recusandae.
NOTE001245,CASE009928,OFF00116,Eum neque officiis enim laudantium dolore.
NOTE001246,CASE007338,OFF00136,Voluptatum voluptas ea dicta. Impedit a minima repellat laudantium.
NOTE001247,CASE009914,OFF00177,Illo voluptates cupiditate voluptates. Assumenda totam sint vel.
NOTE001248,CASE001202,OFF00242,Neque voluptas et autem soluta iusto autem. Quasi consectetur ab dolor magni enim.
NOTE001249,CASE006236,OFF00411,Quaerat ea sint perspiciatis temporibus harum. Modi blanditiis illum soluta distinctio perferendis earum.
NOTE001250,CASE009866,OFF00027,Est iusto expedita distinctio numquam.
NOTE001251,CASE005435,OFF00138,Quo officiis architecto aperiam distinctio explicabo laboriosam. Aliquid tempore quam nobis fugit vel fugit illum.
NOTE001252,CASE009796,OFF00422,Autem saepe soluta modi ratione qui occaecati.
NOTE001253,CASE005723,OFF00307,Quo dolorum doloremque nobis. Ea maiores quae.
NOTE001254,CASE004199,OFF00198,Similique id quaerat fugiat eligendi amet.
NOTE001255,CASE009457,OFF00435,Fugit quae reiciendis atque libero quis. Corrupti molestiae praesentium delectus voluptas mollitia excepturi.
NOTE001256,CASE004937,OFF00280,Dolorem asperiores dolorem officiis nobis alias magni.
NOTE001257,CASE009983,OFF00207,Nulla sunt minus soluta.
NOTE001258,CASE004660,OFF00263,Quis non molestias nostrum necessitatibus eius possimus quisquam.
NOTE001259,CASE008771,OFF00263,Eaque sed occaecati cupiditate omnis.
NOTE001260,CASE003734,OFF00187,Facilis accusamus aspernatur nesciunt. Quaerat similique voluptatem fugiat.
NOTE001261,CASE008737,OFF00453,Natus ad nesciunt sapiente cum corrupti.
NOTE001262,CASE008071,OFF00283,Dolore natus voluptatum dolor molestiae quam eveniet.
NOTE001263,CASE009840,OFF00351,Iure ducimus tenetur numquam cumque aperiam deleniti.
NOTE001264,CASE001590,OFF00308,Ratione doloremque eum quas qui fugiat autem.
NOTE001265,CASE004401,OFF00114,Voluptate ullam reprehenderit sint.
NOTE001266,CASE008929,OFF00301,Modi vel qui iusto totam nam dicta.
NOTE001267,CASE000253,OFF00161,Nihil nesciunt sint cupiditate consequuntur. Sint quas maxime laudantium ut excepturi.
NOTE001268,CASE007479,OFF00016,Praesentium eos minus voluptatum laudantium.
NOTE001269,CASE005909,OFF00473,Vero odit itaque accusantium.
NOTE001270,CASE008489,OFF00176,Ipsum odit ducimus in quae. Quia quas sapiente.
NOTE001271,CASE009793,OFF00495,Et a saepe minus vitae tenetur. Laborum quisquam enim.
NOTE001272,CASE000251,OFF00372,Officia molestiae ex repellendus necessitatibus ducimus. Ullam quo velit harum est quia ullam.
NOTE001273,CASE000254,OFF00316,Voluptatibus ea magnam nulla harum velit. Praesentium quod quo eius suscipit hic doloremque.
NOTE001274,CASE007171,OFF00228,Molestias earum assumenda optio.
NOTE001275,CASE007778,OFF00068,Soluta distinctio corrupti. Labore perferendis quo quod perferendis optio odit quia.
NOTE001276,CASE002668,OFF00136,Quasi corporis iusto.
NOTE001277,CASE009327,OFF00439,Voluptatem tenetur quidem unde. Deserunt quo illo dignissimos explicabo nesciunt ex.
NOTE001278,CASE008529,OFF00297,Eos temporibus deleniti odit.
NOTE001279,CASE008813,OFF00321,Quo nemo minus eligendi sed sapiente praesentium.
NOTE001280,CASE006693,OFF00302,Ipsum nostrum quibusdam. Qui id voluptatem libero.
NOTE001281,CASE000665,OFF00268,Delectus ratione eligendi dolores earum. Facere dolor pariatur numquam dolore libero in accusantium.
NOTE001282,CASE005699,OFF00122,Fugit reiciendis nisi. Voluptas voluptate atque vero illum.
NOTE001283,CASE000335,OFF00279,Modi nostrum expedita.
NOTE001284,CASE002507,OFF00068,Ullam quas quas. Iste sunt fuga cum.
NOTE001285,CASE006072,OFF00039,Aperiam voluptatem ad non.
NOTE001286,CASE000734,OFF00203,Neque aliquid occaecati deserunt modi. Explicabo perspiciatis illo nulla.
NOTE001287,CASE001424,OFF00143,Illo architecto tenetur accusamus nobis ratione.
NOTE001288,CASE002295,OFF00221,Optio quibusdam dignissimos vero porro quis aliquid. Sed nisi eum accusamus.
NOTE001289,CASE000892,OFF00183,Sequi nisi ipsum itaque nostrum doloribus officia. Libero ad dolore nam.
NOTE001290,CASE002285,OFF00176,Molestiae sequi iure. Dignissimos voluptatibus deleniti quae reiciendis architecto commodi.
NOTE001291,CASE009070,OFF00142,Voluptatibus repudiandae odit enim necessitatibus maiores. Architecto repellendus fuga reiciendis error soluta.
NOTE001292,CASE001603,OFF00365,At totam maiores repellendus et distinctio.
NOTE001293,CASE004705,OFF00468,Consectetur ipsa excepturi exercitationem voluptatum.
NOTE001294,CASE007827,OFF00379,Fugit aliquam officia.
NOTE001295,CASE004136,OFF00131,At corrupti molestiae eaque nisi. Eligendi nemo nemo illo corporis similique eius.
NOTE001296,CASE003417,OFF00154,Non perspiciatis repellendus voluptatem. Iste vel ipsum accusamus.
NOTE001297,CASE005726,OFF00181,Provident reiciendis assumenda rerum vero.
NOTE001298,CASE007734,OFF00058,Pariatur laboriosam id.
NOTE001299,CASE002921,OFF00170,Necessitatibus dolore qui. Sint delectus quis ipsum aliquam in.
NOTE001300,CASE003524,OFF00206,Vitae aliquam nostrum ex doloribus expedita a facilis. Odio nostrum illo voluptatum praesentium neque.
NOTE001301,CASE000363,OFF00439,Eaque laborum quisquam porro. Delectus maxime cum.
NOTE001302,CASE004838,OFF00331,Fugit tempore perferendis hic.
NOTE001303,CASE003444,OFF00483,Laboriosam praesentium dignissimos laboriosam nemo. Quis autem nesciunt aut alias aspernatur quibusdam.
NOTE001304,CASE000808,OFF00392,Esse pariatur laudantium molestias eum aperiam recusandae hic. Architecto impedit consequatur nostrum esse ipsa doloremque.
NOTE001305,CASE005065,OFF00457,Harum distinctio quibusdam explicabo sapiente animi excepturi. Esse dolor provident assumenda id expedita.
NOTE001306,CASE001658,OFF00389,Eligendi magni fugiat fuga explicabo. Dolores laudantium fugit dignissimos alias.
NOTE001307,CASE004106,OFF00490,Fugit dicta enim ab soluta modi magni.
NOTE001308,CASE000587,OFF00451,Ut blanditiis voluptatum consequatur quisquam vero maiores veritatis.
NOTE001309,CASE005717,OFF00052,Corrupti laudantium assumenda consectetur doloribus. Voluptates expedita voluptatem quam quod iste.
NOTE001310,CASE001879,OFF00411,Nobis excepturi enim laborum.
NOTE001311,CASE002021,OFF00071,Accusamus quidem dolor quod.
NOTE001312,CASE007523,OFF00376,Aspernatur nostrum aspernatur quam facilis tempora ab nemo.
NOTE001313,CASE009758,OFF00376,Possimus perferendis corrupti accusamus tempora consequatur.
NOTE001314,CASE003599,OFF00282,Fugit excepturi totam nihil officia nesciunt.
NOTE001315,CASE006056,OFF00056,Asperiores necessitatibus natus debitis.
NOTE001316,CASE002590,OFF00305,Vel velit occaecati fugit.
NOTE001317,CASE005724,OFF00411,Explicabo consectetur maiores mollitia aperiam quae.
NOTE001318,CASE004866,OFF00391,Architecto similique esse excepturi architecto necessitatibus ipsa. Unde atque illum ullam corporis sit.
NOTE001319,CASE006638,OFF00396,Occaecati dolore odit sit. Repellat reiciendis dolor ullam.
NOTE001320,CASE009781,OFF00441,Ab eaque dolores ipsam.
NOTE001321,CASE000516,OFF00005,A laudantium debitis nobis laboriosam. Hic odio veritatis aliquam quisquam.
NOTE001322,CASE004611,OFF00119,Magnam voluptatum sit modi esse.
NOTE001323,CASE007864,OFF00433,Dolores quasi amet aliquid ut natus. Velit vitae molestiae repellat cum.
NOTE001324,CASE009245,OFF00404,Tempore velit nihil consectetur modi unde.
NOTE001325,CASE003965,OFF00362,Voluptates cupiditate ab. Vero repellat blanditiis assumenda.
NOTE001326,CASE009147,OFF00414,Aliquid autem quia ipsum laborum. Accusamus asperiores debitis et eum aspernatur.
NOTE001327,CASE009123,OFF00271,Blanditiis ipsa magnam voluptatem dolorem ullam.
NOTE001328,CASE008951,OFF00129,Architecto nulla reprehenderit magni maiores rerum. Cum incidunt magnam ipsa tempora.
NOTE001329,CASE007624,OFF00096,Porro nostrum eos sunt neque id. In odio minus totam maxime tempora suscipit.
NOTE001330,CASE001804,OFF00325,Aperiam magni tempore repellendus repudiandae ducimus. At dolorum rem voluptates modi.
NOTE001331,CASE003489,OFF00072,Culpa alias asperiores minima eum iste magni. Non odio eligendi minus suscipit maxime.
NOTE001332,CASE000255,OFF00438,Quos error unde ullam suscipit.
NOTE001333,CASE000272,OFF00157,Consequuntur quaerat doloremque atque. Consequuntur quaerat impedit.
NOTE001334,CASE005599,OFF00216,Corrupti voluptatem animi cupiditate commodi quasi dolor. Delectus consequatur aspernatur consequuntur odit itaque.
NOTE001335,CASE006050,OFF00120,Fuga at neque aliquam.
NOTE001336,CASE007123,OFF00343,Corporis quibusdam dolores dolore. Suscipit necessitatibus earum itaque commodi molestias.
NOTE001337,CASE000727,OFF00254,Corrupti quasi mollitia ut laborum deleniti. Atque doloribus voluptatibus praesentium quisquam.
NOTE001338,CASE003858,OFF00158,Veritatis cum molestiae debitis. Molestiae cum consectetur hic illo.
NOTE001339,CASE007873,OFF00085,Est quidem error ullam ducimus ullam.
NOTE001340,CASE008357,OFF00364,Maxime nulla temporibus natus. Assumenda eum quo.
NOTE001341,CASE001987,OFF00196,Quia eaque enim mollitia quia. Quidem quidem neque.
NOTE001342,CASE004952,OFF00383,Qui eveniet ad tempora quo doloribus inventore. Doloremque corporis soluta est.
NOTE001343,CASE009961,OFF00156,Quibusdam quam quidem laudantium.
NOTE001344,CASE002966,OFF00064,Blanditiis ducimus unde deleniti iste.
NOTE001345,CASE000035,OFF00159,Quaerat fuga voluptas tempore modi.
NOTE001346,CASE004066,OFF00220,Odio consequuntur sapiente architecto ad cum occaecati. Earum modi voluptate maxime.
NOTE001347,CASE007650,OFF00105,Molestias aliquid provident occaecati occaecati aut.
NOTE001348,CASE004334,OFF00349,Tempore cupiditate velit aliquam modi assumenda repellat ut. Occaecati necessitatibus possimus qui possimus porro iure.
NOTE001349,CASE004106,OFF00235,Modi repellendus nostrum labore debitis architecto.
NOTE001350,CASE003207,OFF00368,Perspiciatis rerum quibusdam suscipit occaecati. Iure excepturi cupiditate facere.
NOTE001351,CASE001582,OFF00269,Quisquam qui maxime ut minima ea.
NOTE001352,CASE008803,OFF00055,Qui perferendis cum illum totam deleniti officia. Sed aliquam eveniet assumenda expedita.
NOTE001353,CASE001285,OFF00216,Quae dolorum eaque odio cum.
NOTE001354,CASE004054,OFF00077,Non vitae repudiandae ipsa officiis.
NOTE001355,CASE006569,OFF00326,Laboriosam excepturi minima voluptates suscipit. Blanditiis perspiciatis aliquid blanditiis quas.
NOTE001356,CASE006812,OFF00299,Quia maxime laboriosam eaque autem voluptates.
NOTE001357,CASE006684,OFF00390,Neque similique accusantium saepe dolorem unde dicta.
NOTE001358,CASE009765,OFF00428,Magni possimus non blanditiis labore id beatae.
NOTE001359,CASE001969,OFF00220,Consectetur nobis provident quisquam quo modi molestias. Dicta temporibus voluptates maiores.
NOTE001360,CASE009141,OFF00495,Excepturi atque ea aperiam perferendis. Iste magnam sapiente accusantium amet pariatur.
NOTE001361,CASE004771,OFF00173,Dignissimos numquam amet optio inventore corporis laudantium expedita. Cum nobis asperiores natus aliquam et.
NOTE001362,CASE004101,OFF00351,Dicta velit sit earum quisquam error.
NOTE001363,CASE008774,OFF00431,Voluptatibus tempore facere ullam accusantium optio.
NOTE001364,CASE003818,OFF00284,Ratione architecto ducimus tempora facilis nobis est. Ullam veritatis ullam non aspernatur natus voluptates.
NOTE001365,CASE005706,OFF00346,Quas in esse explicabo quam voluptate.
NOTE001366,CASE001023,OFF00181,Ex soluta nobis eveniet. Error vero similique tempore fugit.
NOTE001367,CASE005433,OFF00021,Nemo in quidem ullam commodi doloremque nobis.
NOTE001368,CASE009320,OFF00382,Eligendi iste excepturi reiciendis voluptates.
NOTE001369,CASE004265,OFF00276,Qui earum id iusto. Voluptas distinctio quae ad.
NOTE001370,CASE008568,OFF00224,Perspiciatis amet id numquam impedit. Eligendi dolorum corrupti dolorum ab doloremque vitae.
NOTE001371,CASE006566,OFF00312,Repudiandae eius rerum ipsa est.
NOTE001372,CASE006161,OFF00291,Deleniti voluptatum voluptas excepturi magnam maiores quos possimus.
NOTE001373,CASE004155,OFF00021,Error eligendi aliquid ducimus earum corrupti.
NOTE001374,CASE003336,OFF00405,Nulla dolores assumenda autem dolorum.
NOTE001375,CASE004482,OFF00380,Mollitia consequuntur molestias autem ullam eaque repellat voluptates. Impedit provident adipisci modi cupiditate.
NOTE001376,CASE006588,OFF00157,Repudiandae unde quo similique eaque similique atque.
NOTE001377,CASE004980,OFF00341,Enim facilis dignissimos cumque. Soluta a natus repudiandae inventore distinctio.
NOTE001378,CASE000878,OFF00156,At sint fuga quibusdam quis enim tempore.
NOTE001379,CASE005631,OFF00197,Esse quia aliquid qui suscipit aperiam. Dolore minima quaerat ipsam ullam voluptas quasi consequatur.
NOTE001380,CASE004314,OFF00124,Perspiciatis impedit ullam.
NOTE001381,CASE004023,OFF00322,Sit dolorum commodi hic.
NOTE001382,CASE003059,OFF00028,Ipsam ea ipsum nisi provident. Neque est harum nobis rerum.
NOTE001383,CASE003168,OFF00058,Laborum quasi ea distinctio rerum quos.
NOTE001384,CASE001822,OFF00182,Consectetur laudantium nostrum.
NOTE001385,CASE007969,OFF00214,Molestiae quasi quo nesciunt asperiores. Molestiae quia natus esse reprehenderit.
NOTE001386,CASE006539,OFF00360,Animi voluptatem temporibus.
NOTE001387,CASE006110,OFF00344,Commodi incidunt ex praesentium repellendus non eum.
NOTE001388,CASE003506,OFF00462,Explicabo expedita adipisci atque in.
NOTE001389,CASE007273,OFF00498,Eaque sed beatae ut. Quis numquam odio odio.
NOTE001390,CASE000780,OFF00172,Rem ratione commodi nisi temporibus. Voluptatem adipisci quia cumque voluptatem.
NOTE001391,CASE004101,OFF00362,Voluptates aliquam quia in beatae facere.
NOTE001392,CASE001081,OFF00361,Quisquam nesciunt quae quisquam. Vero laborum perspiciatis magni qui.
NOTE001393,CASE005328,OFF00124,Dolorem harum sit adipisci tempore at.
NOTE001394,CASE005284,OFF00280,Distinctio animi voluptatum facere nemo reprehenderit. Quia qui quis eveniet sint at eius.
NOTE001395,CASE001550,OFF00294,Nobis necessitatibus maxime quos modi.
NOTE001396,CASE002150,OFF00010,Rerum labore corporis quia similique ullam similique. Recusandae aspernatur aut eveniet.
NOTE001397,CASE004561,OFF00225,Odio numquam deleniti magnam id laudantium quasi explicabo.
NOTE001398,CASE008553,OFF00212,Aliquam exercitationem quam sint non aliquid.
NOTE001399,CASE003579,OFF00010,Rem quasi autem modi amet aut. Ex sequi maxime eligendi ullam placeat.
NOTE001400,CASE004335,OFF00159,Possimus odio tempore eligendi eveniet eaque libero eius. Nemo ex ut totam numquam accusantium eos placeat.
NOTE001401,CASE006638,OFF00497,Culpa nostrum officia asperiores iusto. Deserunt nemo unde.
NOTE001402,CASE000473,OFF00067,Adipisci beatae unde reprehenderit in odio dolore.
NOTE001403,CASE003727,OFF00481,Corrupti vero facere debitis voluptatem ipsum eum quisquam. Sequi iure neque recusandae.
NOTE001404,CASE006165,OFF00289,Fugit sed hic illo excepturi.
NOTE001405,CASE001353,OFF00210,Expedita similique ad labore placeat dicta omnis. Sed atque excepturi quos.
NOTE001406,CASE008819,OFF00327,Labore quasi dolores repudiandae esse fugit deserunt. Delectus suscipit vitae repellendus sequi.
NOTE001407,CASE008831,OFF00123,Cum suscipit placeat doloremque. Voluptatum eveniet accusantium amet perferendis voluptatem.
NOTE001408,CASE006853,OFF00205,Et amet eius sunt. Laudantium incidunt quam quis rerum.
NOTE001409,CASE008940,OFF00182,Dolore unde explicabo officia cupiditate expedita perspiciatis. Perferendis ut amet odio a rerum temporibus.
NOTE001410,CASE001303,OFF00161,Itaque cupiditate a doloribus vero dolor quis. Modi incidunt dicta eligendi aliquam deleniti nostrum ad.
NOTE001411,CASE006538,OFF00062,Ullam est vero debitis molestiae. Saepe vero accusamus nam neque hic tempore.
NOTE001412,CASE001871,OFF00077,Reprehenderit deserunt recusandae quo numquam similique. Culpa aperiam tempora suscipit dolorum quis.
NOTE001413,CASE001963,OFF00202,Earum reiciendis odit ex voluptates incidunt eos. Fugit culpa nulla reprehenderit eveniet qui.
NOTE001414,CASE008898,OFF00461,Laboriosam earum harum dolores impedit omnis rerum. Est tempore ullam magni accusantium facere.
NOTE001415,CASE009147,OFF00495,Aspernatur consequatur corporis saepe velit sint consequuntur.
NOTE001416,CASE008967,OFF00188,Cumque laboriosam rem nihil. Porro nulla atque totam.
NOTE001417,CASE004808,OFF00306,Consectetur placeat recusandae.
