relationship_id,citizen_1,citizen_2,relationship_type
REL001846,CID008696,CID008365,Same Phone
REL001847,CID008344,CID007948,Same Bank Account
REL001848,CID000616,CID008794,Same Phone
REL001849,CID007509,CID004235,Same Vehicle
REL001850,CID008048,CID003137,Same Bank Account
REL001851,CID005612,CID005441,Associate
REL001852,CID004502,CID008411,Same Bank Account
REL001853,CID009079,CID000579,Associate
REL001854,CID007738,CID004178,Same Bank Account
REL001855,CID007409,CID007682,Associate
REL001856,CID000338,CID005246,Friend
REL001857,CID009943,CID009370,Same Vehicle
REL001858,CID002104,CID005526,Same Vehicle
REL001859,CID008833,CID008654,Money Transfer
REL001860,CID000747,CID001285,Associate
REL001861,CID002883,CID002211,Brother
REL001862,CID009657,CID007825,Business Partner
REL001863,CID009250,CID000996,Gang Member
REL001864,CID000392,CID000704,Money Transfer
REL001865,CID001690,CID003065,Same Vehicle
REL001866,CID002141,CID009455,Associate
REL001867,CID005546,CID003613,Same Vehicle
REL001868,CID003187,CID008318,Money Transfer
REL001869,CID006631,CID001704,Associate
REL001870,CID008189,CID004188,Friend
REL001871,CID005503,CID007371,Same Phone
REL001872,CID005643,CID001050,Business Partner
REL001873,CID005228,CID005410,Same Phone
REL001874,CID002141,CID005862,Same Phone
REL001875,CID000383,CID009872,Business Partner
REL001876,CID008743,CID002000,Business Partner
REL001877,CID002104,CID001941,Money Transfer
REL001878,CID005240,CID009269,Friend
REL001879,CID001272,CID007532,Gang Member
REL001880,CID004163,CID007434,Gang Member
REL001881,CID009853,CID003144,Friend
REL001882,CID004548,CID007554,Gang Member
REL001883,CID003266,CID001022,Gang Member
REL001884,CID008770,CID003920,Same Phone
REL001885,CID004355,CID000665,Associate
REL001886,CID009071,CID009243,Same Phone
REL001887,CID007980,CID003623,Same Vehicle
REL001888,CID006765,CID004035,Brother
REL001889,CID002373,CID008564,Friend
REL001890,CID006968,CID003802,Associate
REL001891,CID009514,CID000265,Gang Member
REL001892,CID006110,CID002670,Money Transfer
REL001893,CID003306,CID003287,Money Transfer
REL001894,CID005855,CID000668,Gang Member
REL001895,CID005457,CID009119,Gang Member
REL001896,CID003490,CID009688,Friend
REL001897,CID006802,CID005634,Gang Member
REL001898,CID009793,CID004838,Money Transfer
REL001899,CID002163,CID001722,Associate
REL001900,CID006385,CID008877,Brother
REL001901,CID006403,CID001500,Business Partner
REL001902,CID001411,CID004640,Friend
REL001903,CID002625,CID007311,Same Bank Account
REL001904,CID006980,CID001770,Money Transfer
REL001905,CID008469,CID000020,Money Transfer
REL001906,CID006982,CID003323,Same Phone
REL001907,CID007783,CID000914,Same Vehicle
REL001908,CID004572,CID003909,Gang Member
REL001909,CID008917,CID007094,Same Phone
REL001910,CID005897,CID009584,Same Vehicle
REL001911,CID002457,CID009783,Brother
REL001912,CID001673,CID006883,Money Transfer
REL001913,CID009698,CID003471,Brother
REL001914,CID009469,CID009153,Same Phone
REL001915,CID004558,CID006789,Same Bank Account
REL001916,CID004103,CID002699,Gang Member
REL001917,CID007440,CID002733,Business Partner
REL001918,CID005721,CID006354,Same Phone
REL001919,CID009211,CID005296,Same Vehicle
REL001920,CID001398,CID003974,Money Transfer
REL001921,CID007425,CID005641,Same Bank Account
REL001922,CID006082,CID008701,Associate
REL001923,CID002652,CID001483,Gang Member
REL001924,CID009086,CID005602,Gang Member
REL001925,CID002006,CID001995,Business Partner
REL001926,CID003135,CID009712,Associate
REL001927,CID002204,CID004041,Same Phone
REL001928,CID005197,CID003333,Same Vehicle
REL001929,CID005790,CID005781,Friend
REL001930,CID008637,CID008628,Same Bank Account
REL001931,CID008196,CID008978,Gang Member
REL001932,CID003259,CID009029,Brother
REL001933,CID002662,CID008372,Brother
REL001934,CID003601,CID006725,Gang Member
REL001935,CID005333,CID004467,Same Bank Account
REL001936,CID007172,CID005654,Same Bank Account
REL001937,CID009107,CID001639,Same Phone
REL001938,CID003905,CID002882,Brother
REL001939,CID008684,CID007721,Gang Member
REL001940,CID003868,CID005897,Same Bank Account
REL001941,CID006686,CID006001,Same Vehicle
REL001942,CID001678,CID006374,Gang Member
REL001943,CID008441,CID001505,Business Partner
REL001944,CID009868,CID002601,Same Phone
REL001945,CID001481,CID002648,Same Phone
REL001946,CID005867,CID006479,Gang Member
REL001947,CID005573,CID004726,Same Bank Account
REL001948,CID007844,CID003228,Brother
REL001949,CID004157,CID006410,Brother
REL001950,CID008033,CID005778,Gang Member
REL001951,CID001719,CID002210,Same Vehicle
REL001952,CID008030,CID000175,Gang Member
REL001953,CID006513,CID000343,Friend
REL001954,CID007668,CID005096,Same Bank Account
REL001955,CID002175,CID000702,Gang Member
REL001956,CID007489,CID007815,Business Partner
REL001957,CID007569,CID009096,Gang Member
REL001958,CID004719,CID007676,Associate
REL001959,CID002366,CID009921,Same Vehicle
REL001960,CID009227,CID000868,Same Vehicle
REL001961,CID003973,CID008574,Associate
REL001962,CID009415,CID008641,Associate
REL001963,CID005879,CID009240,Associate
REL001964,CID004699,CID009633,Same Phone
REL001965,CID007296,CID001947,Associate
REL001966,CID001312,CID006505,Money Transfer
REL001967,CID007143,CID003297,Same Vehicle
REL001968,CID003528,CID008619,Same Vehicle
REL001969,CID006166,CID001817,Same Bank Account
REL001970,CID006237,CID002491,Same Bank Account
REL001971,CID000151,CID003074,Same Bank Account
REL001972,CID001044,CID002600,Associate
REL001973,CID001943,CID006982,Gang Member
REL001974,CID001876,CID006362,Same Phone
REL001975,CID009086,CID004608,Friend
REL001976,CID008431,CID007005,Brother
REL001977,CID000269,CID009599,Same Phone
REL001978,CID005640,CID007205,Same Phone
REL001979,CID000169,CID001597,Friend
REL001980,CID008845,CID008164,Gang Member
REL001981,CID003223,CID002280,Friend
REL001982,CID003715,CID000975,Same Vehicle
REL001983,CID001503,CID003790,Same Vehicle
REL001984,CID004148,CID002912,Same Vehicle
REL001985,CID003415,CID001512,Associate
REL001986,CID009743,CID007145,Brother
REL001987,CID001225,CID000294,Same Bank Account
REL001988,CID009041,CID000740,Associate
REL001989,CID001908,CID006450,Business Partner
REL001990,CID001908,CID004812,Friend
REL001991,CID005749,CID007010,Same Bank Account
REL001992,CID003130,CID005969,Money Transfer
REL001993,CID003751,CID006819,Money Transfer
REL001994,CID003132,CID006539,Money Transfer
REL001995,CID009786,CID000230,Money Transfer
REL001996,CID003828,CID003338,Gang Member
REL001997,CID008962,CID005299,Friend
REL001998,CID004319,CID005644,Money Transfer
REL001999,CID004767,CID006047,Business Partner
REL002000,CID005857,CID008824,Business Partner
REL002001,CID005754,CID002641,Same Vehicle
REL002002,CID001959,CID004974,Money Transfer
REL002003,CID005407,CID001813,Brother
REL002004,CID008909,CID002424,Friend
REL002005,CID001213,CID005190,Money Transfer
REL002006,CID003203,CID001051,Same Bank Account
REL002007,CID009870,CID009318,Brother
REL002008,CID007648,CID008949,Same Phone
REL002009,CID004797,CID009682,Associate
REL002010,CID003702,CID007983,Same Vehicle
REL002011,CID005982,CID008511,Brother
REL002012,CID000340,CID008109,Same Phone
REL002013,CID004665,CID008983,Same Vehicle
REL002014,CID005043,CID005263,Friend
REL002015,CID002200,CID002988,Brother
REL002016,CID005660,CID003746,Same Bank Account
REL002017,CID005000,CID008828,Business Partner
REL002018,CID007693,CID000089,Same Phone
REL002019,CID004388,CID001882,Associate
REL002020,CID001553,CID006025,Friend
REL002021,CID005473,CID002909,Friend
REL002022,CID000963,CID003449,Money Transfer
REL002023,CID005229,CID003609,Brother
REL002024,CID005884,CID000952,Same Vehicle
REL002025,CID005993,CID001244,Gang Member
REL002026,CID003916,CID006505,Associate
REL002027,CID001256,CID008464,Same Phone
REL002028,CID006606,CID007642,Same Bank Account
REL002029,CID009046,CID008699,Friend
REL002030,CID004470,CID004939,Brother
REL002031,CID007757,CID009159,Same Vehicle
REL002032,CID002097,CID000610,Money Transfer
REL002033,CID009400,CID002267,Gang Member
REL002034,CID007561,CID007042,Money Transfer
REL002035,CID005883,CID003693,Same Bank Account
REL002036,CID001906,CID000214,Same Bank Account
REL002037,CID004717,CID009527,Same Bank Account
REL002038,CID001693,CID006904,Friend
REL002039,CID001885,CID009256,Same Phone
REL002040,CID007731,CID009451,Gang Member
REL002041,CID008745,CID003315,Money Transfer
REL002042,CID001882,CID007530,Money Transfer
REL002043,CID002285,CID006123,Same Vehicle
REL002044,CID007775,CID007099,Money Transfer
REL002045,CID003860,CID002569,Business Partner
REL002046,CID008586,CID003933,Money Transfer
REL002047,CID005811,CID006086,Same Bank Account
REL002048,CID002641,CID007012,Same Vehicle
REL002049,CID007852,CID002282,Brother
REL002050,CID003528,CID009600,Friend
REL002051,CID007909,CID006257,Friend
REL002052,CID001940,CID006040,Gang Member
REL002053,CID000248,CID000673,Business Partner
REL002054,CID003574,CID006223,Money Transfer
REL002055,CID001038,CID000797,Same Bank Account
REL002056,CID002953,CID000142,Business Partner
REL002057,CID001425,CID003143,Money Transfer
REL002058,CID004036,CID002633,Same Vehicle
REL002059,CID003485,CID005900,Business Partner
REL002060,CID002910,CID000081,Gang Member
REL002061,CID007550,CID003326,Same Phone
REL002062,CID004633,CID002967,Same Vehicle
REL002063,CID001695,CID004852,Friend
REL002064,CID007571,CID006155,Same Vehicle
REL002065,CID000145,CID003568,Friend
REL002066,CID008915,CID009414,Money Transfer
REL002067,CID000361,CID004442,Same Phone
REL002068,CID006608,CID008236,Same Bank Account
REL002069,CID009593,CID007278,Gang Member
REL002070,CID001854,CID005511,Same Bank Account
REL002071,CID007283,CID005131,Associate
REL002072,CID000290,CID004975,Same Phone
REL002073,CID000780,CID009517,Same Bank Account
REL002074,CID004579,CID003197,Same Phone
REL002075,CID009413,CID002662,Business Partner
REL002076,CID009090,CID003080,Business Partner
REL002077,CID004290,CID005160,Business Partner
REL002078,CID009490,CID008189,Brother
REL002079,CID003780,CID002236,Business Partner
REL002080,CID003473,CID007497,Friend
REL002081,CID002356,CID007588,Money Transfer
REL002082,CID002361,CID007524,Friend
REL002083,CID001278,CID005268,Friend
REL002084,CID006732,CID000335,Money Transfer
REL002085,CID001119,CID004306,Same Bank Account
REL002086,CID009317,CID001330,Brother
REL002087,CID004517,CID002810,Brother
REL002088,CID005858,CID009770,Money Transfer
REL002089,CID002906,CID000608,Same Bank Account
REL002090,CID004536,CID002482,Associate
REL002091,CID006781,CID008855,Same Phone
REL002092,CID008154,CID007099,Brother
REL002093,CID007719,CID009099,Associate
REL002094,CID007845,CID001671,Brother
REL002095,CID001406,CID001577,Money Transfer
REL002096,CID008529,CID008419,Business Partner
REL002097,CID001367,CID003003,Same Phone
REL002098,CID004810,CID007526,Money Transfer
REL002099,CID000055,CID009462,Brother
REL002100,CID007277,CID004657,Friend
REL002101,CID005391,CID000503,Same Phone
REL002102,CID001854,CID004746,Money Transfer
REL002103,CID003557,CID006141,Gang Member
REL002104,CID009947,CID004181,Friend
REL002105,CID000228,CID001877,Same Bank Account
REL002106,CID009209,CID008713,Friend
REL002107,CID008095,CID003265,Brother
REL002108,CID005398,CID004707,Same Bank Account
REL002109,CID006348,CID004312,Associate
REL002110,CID000164,CID004401,Business Partner
REL002111,CID005857,CID004448,Associate
REL002112,CID004756,CID001157,Gang Member
REL002113,CID003413,CID005092,Business Partner
REL002114,CID003318,CID009317,Same Vehicle
REL002115,CID007817,CID008649,Same Bank Account
REL002116,CID003387,CID001954,Business Partner
REL002117,CID007238,CID009978,Same Phone
REL002118,CID003844,CID005511,Associate
REL002119,CID001564,CID002408,Brother
REL002120,CID008470,CID004691,Gang Member
REL002121,CID008113,CID007555,Money Transfer
REL002122,CID009026,CID007685,Friend
REL002123,CID007453,CID004597,Same Vehicle
REL002124,CID007494,CID002151,Same Phone
REL002125,CID008181,CID000025,Same Bank Account
REL002126,CID007990,CID007485,Same Bank Account
REL002127,CID000172,CID005158,Business Partner
REL002128,CID001302,CID000016,Friend
REL002129,CID000082,CID008679,Same Phone
REL002130,CID005582,CID001744,Brother
REL002131,CID003095,CID006253,Same Bank Account
REL002132,CID006957,CID009042,Friend
REL002133,CID000046,CID004607,Money Transfer
REL002134,CID009660,CID003783,Gang Member
REL002135,CID000247,CID004757,Same Vehicle
REL002136,CID009849,CID001462,Friend
REL002137,CID009865,CID009528,Same Vehicle
REL002138,CID008463,CID009238,Brother
REL002139,CID006872,CID009173,Brother
REL002140,CID008242,CID003003,Gang Member
REL002141,CID003769,CID007438,Money Transfer
REL002142,CID002719,CID009542,Same Bank Account
REL002143,CID004623,CID004107,Same Phone
REL002144,CID004103,CID004270,Associate
REL002145,CID009135,CID001508,Business Partner
REL002146,CID001867,CID003271,Same Phone
REL002147,CID007487,CID006891,Brother
REL002148,CID005880,CID009484,Same Bank Account
REL002149,CID002076,CID003376,Gang Member
REL002150,CID008360,CID007626,Friend
REL002151,CID007699,CID002205,Business Partner
REL002152,CID005203,CID000837,Friend
REL002153,CID003420,CID009400,Friend
REL002154,CID008690,CID007480,Brother
REL002155,CID005093,CID006167,Same Phone
REL002156,CID000002,CID003577,Same Vehicle
REL002157,CID001972,CID002835,Brother
REL002158,CID009135,CID005141,Gang Member
REL002159,CID004712,CID002691,Same Phone
REL002160,CID003589,CID004462,Friend
REL002161,CID003883,CID005275,Money Transfer
REL002162,CID004417,CID008668,Brother
REL002163,CID002200,CID006486,Business Partner
REL002164,CID001016,CID003087,Friend
REL002165,CID006217,CID008129,Same Vehicle
REL002166,CID009886,CID005303,Same Phone
REL002167,CID001105,CID004171,Gang Member
REL002168,CID002108,CID007956,Business Partner
REL002169,CID003084,CID003362,Business Partner
REL002170,CID002616,CID003758,Same Phone
REL002171,CID008941,CID005735,Associate
REL002172,CID003775,CID002728,Money Transfer
REL002173,CID002149,CID006757,Money Transfer
REL002174,CID006715,CID008542,Same Phone
REL002175,CID000291,CID009901,Friend
REL002176,CID007251,CID004371,Associate
REL002177,CID006481,CID000225,Same Bank Account
REL002178,CID008280,CID009615,Gang Member
REL002179,CID007046,CID002684,Brother
REL002180,CID009141,CID001389,Brother
REL002181,CID003519,CID008711,Same Phone
REL002182,CID001123,CID006253,Business Partner
REL002183,CID004878,CID001638,Same Bank Account
REL002184,CID003135,CID001372,Brother
REL002185,CID004942,CID008715,Business Partner
REL002186,CID004337,CID006874,Same Vehicle
REL002187,CID002751,CID000575,Business Partner
REL002188,CID008551,CID001761,Same Phone
REL002189,CID006594,CID009199,Friend
REL002190,CID007637,CID003976,Friend
REL002191,CID000246,CID007117,Associate
REL002192,CID002140,CID001613,Same Phone
REL002193,CID008375,CID000177,Brother
REL002194,CID007653,CID000769,Friend
REL002195,CID000783,CID004182,Money Transfer
REL002196,CID000800,CID001418,Business Partner
REL002197,CID006305,CID000841,Business Partner
REL002198,CID006457,CID006740,Same Vehicle
REL002199,CID008196,CID002893,Associate
REL002200,CID001416,CID003597,Business Partner
REL002201,CID003141,CID000504,Friend
REL002202,CID004933,CID004561,Same Bank Account
REL002203,CID006994,CID004074,Same Vehicle
REL002204,CID008108,CID006764,Associate
REL002205,CID005102,CID000733,Associate
REL002206,CID001512,CID007270,Money Transfer
REL002207,CID006779,CID008443,Friend
REL002208,CID001882,CID007886,Brother
REL002209,CID000802,CID000442,Same Phone
REL002210,CID006667,CID003997,Friend
REL002211,CID000538,CID002237,Business Partner
REL002212,CID008724,CID007483,Gang Member
REL002213,CID003272,CID009751,Gang Member
REL002214,CID004098,CID008472,Business Partner
REL002215,CID004087,CID009499,Gang Member
REL002216,CID007915,CID009415,Friend
REL002217,CID007730,CID006269,Associate
REL002218,CID008669,CID002601,Same Phone
REL002219,CID008562,CID005879,Friend
REL002220,CID003129,CID007287,Associate
REL002221,CID000697,CID004101,Business Partner
REL002222,CID002442,CID001361,Gang Member
REL002223,CID000687,CID009337,Brother
REL002224,CID002080,CID001630,Business Partner
REL002225,CID001628,CID004675,Same Vehicle
REL002226,CID007802,CID008741,Associate
REL002227,CID004773,CID009393,Same Bank Account
REL002228,CID002266,CID008339,Business Partner
REL002229,CID009446,CID008950,Money Transfer
REL002230,CID007728,CID008258,Same Phone
REL002231,CID001209,CID001706,Associate
REL002232,CID005182,CID008951,Brother
REL002233,CID005978,CID001733,Same Vehicle
REL002234,CID005565,CID008400,Business Partner
REL002235,CID001143,CID005885,Brother
REL002236,CID009526,CID001215,Same Bank Account
REL002237,CID006872,CID006079,Same Bank Account
REL002238,CID009467,CID008265,Money Transfer
REL002239,CID003273,CID007852,Same Bank Account
