event_id,case_id,event
TIME016075,CASE002917,FIR Registered
TIME016076,CASE002917,Witness Statement Recorded
TIME016077,CASE002917,Forensic Report Received
TIME016078,CASE002917,Evidence Collected
TIME016079,CASE002918,Forensic Report Received
TIME016080,CASE002918,Charge Sheet Filed
TIME016081,CASE002918,Complaint Registered
TIME016082,CASE002918,Witness Statement Recorded
TIME016083,CASE002918,FIR Registered
TIME016084,CASE002918,Suspect Identified
TIME016085,CASE002919,FIR Registered
TIME016086,CASE002919,Charge Sheet Filed
TIME016087,CASE002919,Witness Statement Recorded
TIME016088,CASE002919,Forensic Report Received
TIME016089,CASE002919,Evidence Collected
TIME016090,CASE002919,Complaint Registered
TIME016091,CASE002919,Suspect Arrested
TIME016092,CASE002919,Suspect Identified
TIME016093,CASE002920,Witness Statement Recorded
TIME016094,CASE002920,Suspect Identified
TIME016095,CASE002920,Charge Sheet Filed
TIME016096,CASE002920,Forensic Report Received
TIME016097,CASE002920,Evidence Collected
TIME016098,CASE002920,FIR Registered
TIME016099,CASE002920,Complaint Registered
TIME016100,CASE002921,Evidence Collected
TIME016101,CASE002921,Charge Sheet Filed
TIME016102,CASE002921,Suspect Identified
TIME016103,CASE002921,Suspect Arrested
TIME016104,CASE002921,Witness Statement Recorded
TIME016105,CASE002921,Complaint Registered
TIME016106,CASE002921,Forensic Report Received
TIME016107,CASE002922,Forensic Report Received
TIME016108,CASE002922,Evidence Collected
TIME016109,CASE002922,Complaint Registered
TIME016110,CASE002922,Charge Sheet Filed
TIME016111,CASE002922,Suspect Arrested
TIME016112,CASE002922,FIR Registered
TIME016113,CASE002922,Witness Statement Recorded
TIME016114,CASE002923,Charge Sheet Filed
TIME016115,CASE002923,Suspect Arrested
TIME016116,CASE002923,Complaint Registered
TIME016117,CASE002923,Forensic Report Received
TIME016118,CASE002923,FIR Registered
TIME016119,CASE002923,Witness Statement Recorded
TIME016120,CASE002924,Suspect Identified
TIME016121,CASE002924,Forensic Report Received
TIME016122,CASE002924,Suspect Arrested
TIME016123,CASE002924,Witness Statement Recorded
TIME016124,CASE002924,Charge Sheet Filed
TIME016125,CASE002924,Evidence Collected
TIME016126,CASE002924,Complaint Registered
TIME016127,CASE002925,Forensic Report Received
TIME016128,CASE002925,Witness Statement Recorded
TIME016129,CASE002925,Evidence Collected
TIME016130,CASE002925,Complaint Registered
TIME016131,CASE002925,Charge Sheet Filed
TIME016132,CASE002926,Forensic Report Received
TIME016133,CASE002926,Witness Statement Recorded
TIME016134,CASE002926,Complaint Registered
TIME016135,CASE002926,Suspect Arrested
TIME016136,CASE002926,Suspect Identified
TIME016137,CASE002926,FIR Registered
TIME016138,CASE002927,Suspect Arrested
TIME016139,CASE002927,Forensic Report Received
TIME016140,CASE002927,FIR Registered
TIME016141,CASE002927,Suspect Identified
TIME016142,CASE002927,Evidence Collected
TIME016143,CASE002927,Complaint Registered
TIME016144,CASE002927,Witness Statement Recorded
TIME016145,CASE002928,Suspect Identified
TIME016146,CASE002928,Forensic Report Received
TIME016147,CASE002928,FIR Registered
TIME016148,CASE002928,Complaint Registered
TIME016149,CASE002929,FIR Registered
TIME016150,CASE002929,Suspect Identified
TIME016151,CASE002929,Charge Sheet Filed
TIME016152,CASE002929,Suspect Arrested
TIME016153,CASE002929,Evidence Collected
TIME016154,CASE002930,FIR Registered
TIME016155,CASE002930,Forensic Report Received
TIME016156,CASE002930,Complaint Registered
TIME016157,CASE002930,Charge Sheet Filed
TIME016158,CASE002930,Witness Statement Recorded
TIME016159,CASE002930,Evidence Collected
TIME016160,CASE002930,Suspect Identified
TIME016161,CASE002931,Evidence Collected
TIME016162,CASE002931,Witness Statement Recorded
TIME016163,CASE002931,Charge Sheet Filed
TIME016164,CASE002932,Charge Sheet Filed
TIME016165,CASE002932,Forensic Report Received
TIME016166,CASE002932,Evidence Collected
TIME016167,CASE002933,Evidence Collected
TIME016168,CASE002933,Suspect Identified
TIME016169,CASE002933,Complaint Registered
TIME016170,CASE002933,Forensic Report Received
TIME016171,CASE002933,Witness Statement Recorded
TIME016172,CASE002933,Charge Sheet Filed
TIME016173,CASE002933,FIR Registered
TIME016174,CASE002934,FIR Registered
TIME016175,CASE002934,Witness Statement Recorded
TIME016176,CASE002934,Suspect Arrested
TIME016177,CASE002934,Suspect Identified
TIME016178,CASE002934,Forensic Report Received
TIME016179,CASE002934,Evidence Collected
TIME016180,CASE002934,Charge Sheet Filed
TIME016181,CASE002935,Evidence Collected
TIME016182,CASE002935,Forensic Report Received
TIME016183,CASE002935,Complaint Registered
TIME016184,CASE002935,Suspect Identified
TIME016185,CASE002935,Suspect Arrested
TIME016186,CASE002935,Witness Statement Recorded
TIME016187,CASE002936,Forensic Report Received
TIME016188,CASE002936,Suspect Arrested
TIME016189,CASE002936,Evidence Collected
TIME016190,CASE002936,Witness Statement Recorded
TIME016191,CASE002936,FIR Registered
TIME016192,CASE002936,Charge Sheet Filed
TIME016193,CASE002936,Suspect Identified
TIME016194,CASE002937,Complaint Registered
TIME016195,CASE002937,FIR Registered
TIME016196,CASE002937,Witness Statement Recorded
TIME016197,CASE002937,Suspect Identified
TIME016198,CASE002937,Suspect Arrested
TIME016199,CASE002938,Witness Statement Recorded
TIME016200,CASE002938,Complaint Registered
TIME016201,CASE002938,Forensic Report Received
TIME016202,CASE002938,Evidence Collected
TIME016203,CASE002938,FIR Registered
TIME016204,CASE002939,Forensic Report Received
TIME016205,CASE002939,FIR Registered
TIME016206,CASE002939,Suspect Arrested
TIME016207,CASE002939,Complaint Registered
TIME016208,CASE002939,Witness Statement Recorded
TIME016209,CASE002939,Suspect Identified
TIME016210,CASE002939,Evidence Collected
TIME016211,CASE002939,Charge Sheet Filed
TIME016212,CASE002940,Complaint Registered
TIME016213,CASE002940,Charge Sheet Filed
TIME016214,CASE002940,FIR Registered
TIME016215,CASE002940,Witness Statement Recorded
TIME016216,CASE002940,Suspect Identified
TIME016217,CASE002940,Suspect Arrested
TIME016218,CASE002940,Forensic Report Received
TIME016219,CASE002941,Suspect Arrested
TIME016220,CASE002941,Suspect Identified
TIME016221,CASE002941,Witness Statement Recorded
TIME016222,CASE002941,Forensic Report Received
TIME016223,CASE002941,Charge Sheet Filed
TIME016224,CASE002941,FIR Registered
TIME016225,CASE002942,Charge Sheet Filed
TIME016226,CASE002942,FIR Registered
TIME016227,CASE002942,Evidence Collected
TIME016228,CASE002942,Suspect Arrested
TIME016229,CASE002943,Witness Statement Recorded
TIME016230,CASE002943,Evidence Collected
TIME016231,CASE002943,Suspect Identified
TIME016232,CASE002943,FIR Registered
TIME016233,CASE002943,Forensic Report Received
TIME016234,CASE002944,Suspect Identified
TIME016235,CASE002944,Suspect Arrested
TIME016236,CASE002944,Forensic Report Received
TIME016237,CASE002944,FIR Registered
TIME016238,CASE002944,Witness Statement Recorded
TIME016239,CASE002945,Suspect Identified
TIME016240,CASE002945,Suspect Arrested
TIME016241,CASE002945,FIR Registered
TIME016242,CASE002945,Witness Statement Recorded
TIME016243,CASE002945,Evidence Collected
TIME016244,CASE002945,Complaint Registered
TIME016245,CASE002945,Charge Sheet Filed
TIME016246,CASE002945,Forensic Report Received
TIME016247,CASE002946,Suspect Arrested
TIME016248,CASE002946,Complaint Registered
TIME016249,CASE002946,Forensic Report Received
TIME016250,CASE002947,Suspect Identified
TIME016251,CASE002947,Witness Statement Recorded
TIME016252,CASE002947,Evidence Collected
TIME016253,CASE002947,Complaint Registered
TIME016254,CASE002947,FIR Registered
TIME016255,CASE002947,Charge Sheet Filed
TIME016256,CASE002947,Forensic Report Received
TIME016257,CASE002948,Complaint Registered
TIME016258,CASE002948,Suspect Identified
TIME016259,CASE002948,Suspect Arrested
TIME016260,CASE002948,Charge Sheet Filed
TIME016261,CASE002949,Complaint Registered
TIME016262,CASE002949,Charge Sheet Filed
TIME016263,CASE002949,Forensic Report Received
TIME016264,CASE002949,Suspect Identified
TIME016265,CASE002949,Suspect Arrested
TIME016266,CASE002949,Witness Statement Recorded
TIME016267,CASE002950,Forensic Report Received
TIME016268,CASE002950,Witness Statement Recorded
TIME016269,CASE002950,Evidence Collected
TIME016270,CASE002950,Suspect Identified
TIME016271,CASE002950,FIR Registered
TIME016272,CASE002950,Suspect Arrested
TIME016273,CASE002951,FIR Registered
TIME016274,CASE002951,Witness Statement Recorded
TIME016275,CASE002951,Evidence Collected
TIME016276,CASE002951,Suspect Identified
TIME016277,CASE002951,Charge Sheet Filed
TIME016278,CASE002952,Suspect Identified
TIME016279,CASE002952,Suspect Arrested
TIME016280,CASE002952,Evidence Collected
TIME016281,CASE002952,Charge Sheet Filed
TIME016282,CASE002952,Forensic Report Received
TIME016283,CASE002953,Suspect Identified
TIME016284,CASE002953,Witness Statement Recorded
TIME016285,CASE002953,Charge Sheet Filed
TIME016286,CASE002953,Complaint Registered
TIME016287,CASE002953,Forensic Report Received
TIME016288,CASE002954,FIR Registered
TIME016289,CASE002954,Evidence Collected
TIME016290,CASE002954,Charge Sheet Filed
TIME016291,CASE002954,Forensic Report Received
TIME016292,CASE002954,Suspect Arrested
TIME016293,CASE002954,Suspect Identified
TIME016294,CASE002955,Suspect Identified
TIME016295,CASE002955,FIR Registered
TIME016296,CASE002955,Charge Sheet Filed
TIME016297,CASE002955,Witness Statement Recorded
TIME016298,CASE002956,FIR Registered
TIME016299,CASE002956,Forensic Report Received
TIME016300,CASE002956,Charge Sheet Filed
TIME016301,CASE002956,Complaint Registered
TIME016302,CASE002957,Forensic Report Received
TIME016303,CASE002957,Witness Statement Recorded
TIME016304,CASE002957,Suspect Arrested
TIME016305,CASE002957,Evidence Collected
TIME016306,CASE002957,Charge Sheet Filed
TIME016307,CASE002958,Forensic Report Received
TIME016308,CASE002958,Suspect Identified
TIME016309,CASE002958,FIR Registered
TIME016310,CASE002958,Witness Statement Recorded
TIME016311,CASE002958,Charge Sheet Filed
TIME016312,CASE002958,Complaint Registered
TIME016313,CASE002959,Complaint Registered
TIME016314,CASE002959,FIR Registered
TIME016315,CASE002959,Suspect Identified
TIME016316,CASE002959,Charge Sheet Filed
TIME016317,CASE002959,Suspect Arrested
TIME016318,CASE002959,Evidence Collected
TIME016319,CASE002959,Forensic Report Received
TIME016320,CASE002959,Witness Statement Recorded
TIME016321,CASE002960,Forensic Report Received
TIME016322,CASE002960,Evidence Collected
TIME016323,CASE002960,Suspect Arrested
TIME016324,CASE002961,Forensic Report Received
TIME016325,CASE002961,Suspect Arrested
TIME016326,CASE002961,Charge Sheet Filed
TIME016327,CASE002961,FIR Registered
TIME016328,CASE002961,Witness Statement Recorded
TIME016329,CASE002961,Evidence Collected
TIME016330,CASE002962,Suspect Arrested
TIME016331,CASE002962,Evidence Collected
TIME016332,CASE002962,Forensic Report Received
TIME016333,CASE002962,FIR Registered
TIME016334,CASE002962,Witness Statement Recorded
TIME016335,CASE002962,Suspect Identified
TIME016336,CASE002963,Witness Statement Recorded
TIME016337,CASE002963,Complaint Registered
TIME016338,CASE002963,Forensic Report Received
TIME016339,CASE002963,FIR Registered
TIME016340,CASE002963,Suspect Arrested
TIME016341,CASE002963,Evidence Collected
TIME016342,CASE002963,Charge Sheet Filed
TIME016343,CASE002963,Suspect Identified
TIME016344,CASE002964,Forensic Report Received
TIME016345,CASE002964,FIR Registered
TIME016346,CASE002964,Evidence Collected
TIME016347,CASE002964,Witness Statement Recorded
TIME016348,CASE002964,Charge Sheet Filed
TIME016349,CASE002965,Charge Sheet Filed
TIME016350,CASE002965,Suspect Identified
TIME016351,CASE002965,Suspect Arrested
TIME016352,CASE002965,Evidence Collected
TIME016353,CASE002965,Forensic Report Received
TIME016354,CASE002965,Witness Statement Recorded
TIME016355,CASE002966,Suspect Identified
TIME016356,CASE002966,Evidence Collected
TIME016357,CASE002966,Suspect Arrested
TIME016358,CASE002966,Witness Statement Recorded
TIME016359,CASE002966,FIR Registered
TIME016360,CASE002966,Complaint Registered
TIME016361,CASE002967,Suspect Arrested
TIME016362,CASE002967,Forensic Report Received
TIME016363,CASE002967,Charge Sheet Filed
TIME016364,CASE002967,Complaint Registered
TIME016365,CASE002967,Evidence Collected
TIME016366,CASE002967,Suspect Identified
TIME016367,CASE002967,Witness Statement Recorded
TIME016368,CASE002968,Suspect Arrested
TIME016369,CASE002968,Witness Statement Recorded
TIME016370,CASE002968,Evidence Collected
TIME016371,CASE002968,Forensic Report Received
TIME016372,CASE002969,Suspect Identified
TIME016373,CASE002969,FIR Registered
TIME016374,CASE002969,Complaint Registered
TIME016375,CASE002969,Suspect Arrested
TIME016376,CASE002969,Forensic Report Received
TIME016377,CASE002969,Witness Statement Recorded
TIME016378,CASE002969,Charge Sheet Filed
TIME016379,CASE002970,Complaint Registered
TIME016380,CASE002970,Forensic Report Received
TIME016381,CASE002970,Evidence Collected
TIME016382,CASE002970,Charge Sheet Filed
TIME016383,CASE002970,Suspect Arrested
TIME016384,CASE002971,Complaint Registered
TIME016385,CASE002971,Witness Statement Recorded
TIME016386,CASE002971,Forensic Report Received
TIME016387,CASE002971,Evidence Collected
TIME016388,CASE002971,Suspect Identified
TIME016389,CASE002971,Charge Sheet Filed
TIME016390,CASE002971,Suspect Arrested
TIME016391,CASE002972,Suspect Identified
TIME016392,CASE002972,Complaint Registered
TIME016393,CASE002972,FIR Registered
TIME016394,CASE002972,Forensic Report Received
TIME016395,CASE002972,Evidence Collected
TIME016396,CASE002972,Suspect Arrested
TIME016397,CASE002972,Charge Sheet Filed
TIME016398,CASE002973,Forensic Report Received
TIME016399,CASE002973,FIR Registered
TIME016400,CASE002973,Charge Sheet Filed
TIME016401,CASE002973,Suspect Arrested
TIME016402,CASE002974,FIR Registered
TIME016403,CASE002974,Evidence Collected
TIME016404,CASE002974,Suspect Identified
TIME016405,CASE002975,Suspect Identified
TIME016406,CASE002975,Witness Statement Recorded
TIME016407,CASE002975,Suspect Arrested
TIME016408,CASE002975,FIR Registered
TIME016409,CASE002976,Suspect Arrested
TIME016410,CASE002976,FIR Registered
TIME016411,CASE002976,Witness Statement Recorded
TIME016412,CASE002976,Forensic Report Received
TIME016413,CASE002976,Evidence Collected
TIME016414,CASE002976,Charge Sheet Filed
TIME016415,CASE002976,Complaint Registered
TIME016416,CASE002976,Suspect Identified
TIME016417,CASE002977,FIR Registered
TIME016418,CASE002977,Suspect Arrested
TIME016419,CASE002977,Witness Statement Recorded
TIME016420,CASE002977,Evidence Collected
TIME016421,CASE002977,Suspect Identified
TIME016422,CASE002978,FIR Registered
TIME016423,CASE002978,Charge Sheet Filed
TIME016424,CASE002978,Forensic Report Received
TIME016425,CASE002978,Suspect Arrested
TIME016426,CASE002978,Evidence Collected
TIME016427,CASE002978,Complaint Registered
TIME016428,CASE002979,Suspect Arrested
TIME016429,CASE002979,Complaint Registered
TIME016430,CASE002979,Evidence Collected
TIME016431,CASE002979,Charge Sheet Filed
TIME016432,CASE002979,Witness Statement Recorded
TIME016433,CASE002979,Suspect Identified
TIME016434,CASE002980,Witness Statement Recorded
TIME016435,CASE002980,Forensic Report Received
TIME016436,CASE002980,Evidence Collected
TIME016437,CASE002980,Complaint Registered
TIME016438,CASE002981,Witness Statement Recorded
TIME016439,CASE002981,FIR Registered
TIME016440,CASE002981,Evidence Collected
TIME016441,CASE002982,Charge Sheet Filed
TIME016442,CASE002982,Evidence Collected
TIME016443,CASE002982,Forensic Report Received
TIME016444,CASE002982,Suspect Arrested
TIME016445,CASE002982,Suspect Identified
TIME016446,CASE002982,FIR Registered
TIME016447,CASE002982,Complaint Registered
TIME016448,CASE002982,Witness Statement Recorded
TIME016449,CASE002983,Complaint Registered
TIME016450,CASE002983,Charge Sheet Filed
TIME016451,CASE002983,Forensic Report Received
TIME016452,CASE002983,Evidence Collected
TIME016453,CASE002984,Suspect Identified
TIME016454,CASE002984,Suspect Arrested
TIME016455,CASE002984,Evidence Collected
TIME016456,CASE002984,Witness Statement Recorded
TIME016457,CASE002984,FIR Registered
TIME016458,CASE002984,Complaint Registered
TIME016459,CASE002984,Charge Sheet Filed
TIME016460,CASE002984,Forensic Report Received
TIME016461,CASE002985,Suspect Identified
TIME016462,CASE002985,Evidence Collected
TIME016463,CASE002985,Suspect Arrested
TIME016464,CASE002985,Charge Sheet Filed
TIME016465,CASE002986,Suspect Arrested
TIME016466,CASE002986,Complaint Registered
TIME016467,CASE002986,Charge Sheet Filed
TIME016468,CASE002986,Witness Statement Recorded
TIME016469,CASE002986,Evidence Collected
